concept_id,concept,description,level,openalex_id,mag_id,wikidata_id,wikipedia_url,image_url,thumbnail_url,updated_date,created_date
8328733,Tree planting,process of transplanting tree seedlings,2,C8328733,8328733,Q3536096,https://en.wikipedia.org/wiki/Tree%20planting,https://upload.wikimedia.org/wikipedia/commons/f/f6/Treeplanter.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Treeplanter.jpg/77px-Treeplanter.jpg,2024-08-28,2016-06-24
2776310492,12-bit,Computer architecture bit width,3,C2776310492,2776310492,Q3271420,https://en.wikipedia.org/wiki/12-bit%20computing,,,2024-08-28,2018-01-05
2910208175,Hantavirus Infection,Genus of viruses,4,C2910208175,2910208175,Q29001073,https://en.wikipedia.org/wiki/Orthohantavirus,https://upload.wikimedia.org/wikipedia/commons/8/88/Sin_Nombre_hanta_virus_TEM_PHIL_1136_lores.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Sin_Nombre_hanta_virus_TEM_PHIL_1136_lores.jpg/100px-Sin_Nombre_hanta_virus_TEM_PHIL_1136_lores.jpg,2024-08-28,2019-01-25
119768884,Stairstep interpolation,method for interpolating the pixels after enlarging an image,4,C119768884,119768884,Q7597108,https://en.wikipedia.org/wiki/Stairstep%20interpolation,,,2024-08-28,2016-06-24
2777591057,Rhinoceros,family of mammals,2,C2777591057,2777591057,Q34718,https://en.wikipedia.org/wiki/Rhinoceros,https://upload.wikimedia.org/wikipedia/commons/b/b7/Rhino_collage.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Rhino_collage.png/100px-Rhino_collage.png,2024-08-28,2018-01-05
3017399102,Macro level,Wikimedia disambiguation page,2,C3017399102,3017399102,Q397254,https://en.wikipedia.org/wiki/Macro,,,2024-08-28,2020-05-01
80191660,Regular grammar,"formal grammar, that is right-regular or left-regular",4,C80191660,80191660,Q645527,https://en.wikipedia.org/wiki/Regular%20grammar,,,2024-08-28,2016-06-24
51142988,Near-field optics,,4,C51142988,51142988,Q6984336,https://en.wikipedia.org/wiki/Near-field%20optics,,,2024-08-28,2016-06-24
2781028716,Channelling,process that constrains the path of a charged particle in a crystalline solid,3,C2781028716,2781028716,Q900607,https://en.wikipedia.org/wiki/Channelling%20%28physics%29,https://upload.wikimedia.org/wikipedia/commons/5/50/Si110_channeling4_zoom800.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Si110_channeling4_zoom800.png/100px-Si110_channeling4_zoom800.png,2024-08-28,2018-01-05
2780601773,Inferior mesenteric artery,artery supplying much of the blood to the lower intestines,2,C2780601773,2780601773,Q707384,https://en.wikipedia.org/wiki/Inferior%20mesenteric%20artery,https://upload.wikimedia.org/wikipedia/commons/e/e4/Gray538.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Gray538.png/73px-Gray538.png,2024-08-28,2018-01-05
2992026798,Pancreatic ductal adenocarcinoma,endocrine gland cancer located in the pancreas,4,C2992026798,2992026798,Q212961,https://en.wikipedia.org/wiki/Pancreatic%20cancer,https://upload.wikimedia.org/wikipedia/commons/4/4e/Diagram_showing_the_position_of_the_pancreas_CRUK_356.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Diagram_showing_the_position_of_the_pancreas_CRUK_356.svg/100px-Diagram_showing_the_position_of_the_pancreas_CRUK_356.svg.png,2024-08-28,2019-12-13
40020168,Relatively hyperbolic group,,4,C40020168,40020168,Q7310818,https://en.wikipedia.org/wiki/Relatively%20hyperbolic%20group,,,2024-08-28,2016-06-24
129312508,Oligonucleotide,class of short biopolymers,3,C129312508,129312508,Q133686,https://en.wikipedia.org/wiki/Oligonucleotide,,,2024-08-28,2016-06-24
2992618853,Sodium alginate,polysaccharide found in brown algae,3,C2992618853,2992618853,Q422092,https://en.wikipedia.org/wiki/Alginic%20acid,https://upload.wikimedia.org/wikipedia/commons/1/1e/Algins%C3%A4ure.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Algins%C3%A4ure.svg/100px-Algins%C3%A4ure.svg.png,2024-08-28,2019-12-13
2778517922,Particle (ecology),ecological term for small amount of any substance that travels easily throughout the ecosystem,2,C2778517922,2778517922,Q7140482,https://en.wikipedia.org/wiki/Particle%20%28ecology%29,,,2024-08-28,2018-01-05
55596503,Data definition language,syntax for defining data structures,3,C55596503,55596503,Q1431648,https://en.wikipedia.org/wiki/Data%20definition%20language,,,2024-08-28,2016-06-24
2781438746,Genipin,chemical compound,3,C2781438746,2781438746,Q1463401,https://en.wikipedia.org/wiki/Genipin,https://upload.wikimedia.org/wikipedia/commons/c/c4/Genipin.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Genipin.svg/99px-Genipin.svg.png,2024-08-28,2018-01-05
2781278839,Residuated lattice,"algebraic structure that is both a lattice and a monoid, with operations xz and z/y, analogous to division or implication, when the monoid operation is viewed as multiplication or conjunction, respectively",3,C2781278839,2781278839,Q9462417,https://en.wikipedia.org/wiki/Residuated%20lattice,,,2024-08-28,2018-01-05
4916135,Bioprocess,process that uses living cells to obtain desired products,2,C4916135,4916135,Q4119055,https://en.wikipedia.org/wiki/Bioprocess,,,2024-08-28,2016-06-24
2780714602,Identity crisis,failure to achieve ego identity during adolescent development,3,C2780714602,2780714602,Q3354876,https://en.wikipedia.org/wiki/Identity%20crisis,,,2024-08-28,2018-01-05
2778902376,Nicorandil,chemical compound,2,C2778902376,2778902376,Q862989,https://en.wikipedia.org/wiki/Nicorandil,https://upload.wikimedia.org/wikipedia/commons/f/f2/Nicorandil.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Nicorandil.svg/100px-Nicorandil.svg.png,2024-08-28,2018-01-05
181598458,N400,,4,C181598458,181598458,Q1969643,https://en.wikipedia.org/wiki/N400%20%28neuroscience%29,,,2024-08-28,2016-06-24
48983235,Light field,vector function that describes the amount of light flowing in every direction through every point in space,2,C48983235,48983235,Q593161,https://en.wikipedia.org/wiki/Light%20field,,,2024-08-28,2016-06-24
2780831121,Hobby,regular activity that is done for enjoyment,2,C2780831121,2780831121,Q47728,https://en.wikipedia.org/wiki/Hobby,https://upload.wikimedia.org/wikipedia/commons/1/1d/Seashells_North_Wales_1985.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Seashells_North_Wales_1985.jpg/100px-Seashells_North_Wales_1985.jpg,2024-08-28,2018-01-05
65865001,Landslide classification,,3,C65865001,65865001,Q6485192,https://en.wikipedia.org/wiki/Landslide%20classification,,,2024-08-28,2016-06-24
114227958,Subjective video quality,assesment of video quality as experienced by humans,4,C114227958,114227958,Q7631422,https://en.wikipedia.org/wiki/Subjective%20video%20quality,,,2024-08-28,2016-06-24
2777904631,Lithium tantalate,chemical compound,3,C2777904631,2777904631,Q410458,https://en.wikipedia.org/wiki/Lithium%20tantalate,https://upload.wikimedia.org/wikipedia/commons/0/0c/LiNbO3.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/LiNbO3.png/100px-LiNbO3.png,2024-08-28,2018-01-05
140843580,Defeasible reasoning,"Reasoning that is rationally compelling, though not deductively valid",2,C140843580,140843580,Q840067,https://en.wikipedia.org/wiki/Defeasible%20reasoning,,,2024-08-28,2016-06-24
2780435672,Absolute Galois group,Galois group of the separable closure,3,C2780435672,2780435672,Q332407,https://en.wikipedia.org/wiki/Absolute%20Galois%20group,https://upload.wikimedia.org/wikipedia/commons/6/69/Complex_conjugate_picture.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Complex_conjugate_picture.svg/71px-Complex_conjugate_picture.svg.png,2024-08-28,2018-01-05
2994363474,Passion fruit,species of plant,2,C2994363474,2994363474,Q156790,https://en.wikipedia.org/wiki/Passiflora%20edulis,https://upload.wikimedia.org/wikipedia/commons/9/91/Passiflora_edulis_forma_flavicarpa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Passiflora_edulis_forma_flavicarpa.jpg/100px-Passiflora_edulis_forma_flavicarpa.jpg,2024-08-28,2019-12-13
151420433,Humidity,amount of water vapor in the air,2,C151420433,151420433,Q180600,https://en.wikipedia.org/wiki/Humidity,https://upload.wikimedia.org/wikipedia/commons/8/83/Cloud_forest_mount_kinabalu.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Cloud_forest_mount_kinabalu.jpg/100px-Cloud_forest_mount_kinabalu.jpg,2024-08-28,2016-06-24
195780805,Metrics,"field in a routing table, used by a router to make routing decisions",5,C195780805,195780805,Q1535986,https://en.wikipedia.org/wiki/Metrics%20%28networking%29,,,2024-08-28,2016-06-24
2909974469,PROTHROMBIN COMPLEX,chemical compound,3,C2909974469,2909974469,Q2044524,https://en.wikipedia.org/wiki/Prothrombin%20complex%20concentrate,,,2024-08-28,2019-01-25
128108043,Bell's theorem,theorem in quantum physics,4,C128108043,128108043,Q388525,https://en.wikipedia.org/wiki/Bell%27s%20theorem,,,2024-08-28,2016-06-24
29983905,Security service,security architecture for the interconnection of open systems,3,C29983905,29983905,Q7445066,https://en.wikipedia.org/wiki/Security%20service%20%28telecommunication%29,,,2024-08-28,2016-06-24
8443397,Anastomosis,reconnection of two streams that previously branched out,2,C8443397,8443397,Q15177,https://en.wikipedia.org/wiki/Anastomosis,https://upload.wikimedia.org/wikipedia/commons/2/27/Vein_sceleton_hydrangea_ies.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Vein_sceleton_hydrangea_ies.jpg/100px-Vein_sceleton_hydrangea_ies.jpg,2024-08-28,2016-06-24
2781031778,Novel virus,new kind of virus,4,C2781031778,2781031778,Q16000255,https://en.wikipedia.org/wiki/Novel%20virus,,,2024-08-28,2018-01-05
2781191031,Nezara viridula,species of insect,4,C2781191031,2781191031,Q600498,https://en.wikipedia.org/wiki/Nezara%20viridula,https://upload.wikimedia.org/wikipedia/commons/7/72/Nezara_viridula_MHNT_verte.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Nezara_viridula_MHNT_verte.jpg/96px-Nezara_viridula_MHNT_verte.jpg,2024-08-28,2018-01-05
51337361,Limit set,"state a dynamical system reaches after an infinite amount of time has passed, by either going forward or backwards in time",3,C51337361,51337361,Q1825444,https://en.wikipedia.org/wiki/Limit%20set,,,2024-08-28,2016-06-24
2780337265,Float (project management),the amount of time a task in a project network can be delayed without impacting subsequent tasks or project completion date,2,C2780337265,2780337265,Q185958,https://en.wikipedia.org/wiki/Float%20%28project%20management%29,,,2024-08-28,2018-01-05
3018587741,Lung function,essential respiration organ in many air-breathing animals,3,C3018587741,3018587741,Q7886,https://en.wikipedia.org/wiki/Lung,https://upload.wikimedia.org/wikipedia/commons/a/a1/Lungs_diagram_detailed.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Lungs_diagram_detailed.svg/78px-Lungs_diagram_detailed.svg.png,2024-08-28,2020-05-01
2779000391,Barium chloride,chemical compound,2,C2779000391,2779000391,Q407270,https://en.wikipedia.org/wiki/Barium%20chloride,https://upload.wikimedia.org/wikipedia/commons/8/8f/Cotunnite_structure.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Cotunnite_structure.png/100px-Cotunnite_structure.png,2024-08-28,2018-01-05
94531399,Delta wing,wing shaped in the form of a triangle,3,C94531399,94531399,Q850097,https://en.wikipedia.org/wiki/Delta%20wing,https://upload.wikimedia.org/wikipedia/commons/f/f9/RNZAF_Mirage_III_PITCH_BLACK_84_1.JPEG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/RNZAF_Mirage_III_PITCH_BLACK_84_1.JPEG/100px-RNZAF_Mirage_III_PITCH_BLACK_84_1.JPEG,2024-08-28,2016-06-24
2779864607,Centrilobular necrosis,medical condition,3,C2779864607,2779864607,Q19720556,https://en.wikipedia.org/wiki/Centrilobular%20necrosis,,,2024-08-28,2018-01-05
85080765,Photoluminescence,the re-emission of photons from a surface following exposure,2,C85080765,85080765,Q614893,https://en.wikipedia.org/wiki/Photoluminescence,https://upload.wikimedia.org/wikipedia/commons/c/c2/Fluorescence_rainbow.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Fluorescence_rainbow.JPG/100px-Fluorescence_rainbow.JPG,2024-08-28,2016-06-24
2777907754,Verrucomicrobia,phylum of Gram-negative bacteria,5,C2777907754,2777907754,Q18667425,https://en.wikipedia.org/wiki/Verrucomicrobia,https://upload.wikimedia.org/wikipedia/commons/9/9a/TEM_-_Epixenosomes.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/TEM_-_Epixenosomes.jpg/100px-TEM_-_Epixenosomes.jpg,2024-08-28,2018-01-05
78032018,Thermodynamic databases for pure substances,Thermodynamic properties list,4,C78032018,78032018,Q7783160,https://en.wikipedia.org/wiki/Thermodynamic%20databases%20for%20pure%20substances,https://upload.wikimedia.org/wikipedia/commons/2/22/Carnot_heat_engine_2.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Carnot_heat_engine_2.svg/100px-Carnot_heat_engine_2.svg.png,2024-08-28,2016-06-24
146403970,Repolarization,,3,C146403970,146403970,Q205729,https://en.wikipedia.org/wiki/Repolarization,https://upload.wikimedia.org/wikipedia/commons/e/e5/ActionPotential.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/ActionPotential.png/100px-ActionPotential.png,2024-08-28,2016-06-24
156930551,m-derived filter,type of electronic filter designed using the image method,4,C156930551,156930551,Q17102852,https://en.wikipedia.org/wiki/M-derived%20filter,,,2024-08-28,2016-06-24
2780354740,Apanteles,genus of insects,5,C2780354740,2780354740,Q14414996,https://en.wikipedia.org/wiki/Apanteles,https://upload.wikimedia.org/wikipedia/commons/b/bd/Apanteles_melanoscelus%%2C_an_imported_parasite_of_the_gipsy_moth_%%281922%%29_%%2819124012663%%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Apanteles_melanoscelus%%2C_an_imported_parasite_of_the_gipsy_moth_%%281922%%29_%%2819124012663%%29.jpg/63px-Apanteles_melanoscelus%%2C_an_imported_parasite_of_the_gipsy_moth_%%281922%%29_%%2819124012663%%29.jpg,2024-08-28,2018-01-05
2780502288,Expansive,Wikimedia disambiguation page,3,C2780502288,2780502288,Q28838156,https://en.wikipedia.org/wiki/Expansivity,,,2024-08-28,2018-01-05
140860697,Coxeter element,,3,C140860697,140860697,Q5179941,https://en.wikipedia.org/wiki/Coxeter%20element,,,2024-08-28,2016-06-24
50747851,Kinetic depth effect,phenomenon of visual perception,4,C50747851,50747851,Q6410776,https://en.wikipedia.org/wiki/Kinetic%20depth%20effect,https://upload.wikimedia.org/wikipedia/commons/2/21/Spinning_Dancer.gif,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Spinning_Dancer.gif/75px-Spinning_Dancer.gif,2024-08-28,2016-06-24
