institution_id,language_code,institution_international_name
2801431299,lt,Roskosmos
205984670,sk,Česká poľnohospodárska univerzita v Prahe
28399731,en,Michigan State Police
184139950,id,Institut Hubungan Internasional Negeri Moskow
36234482,gv,Ollooscoill Bristol
4210098574,en,Zymeworks (Canada)
4210090198,en,The Heritage Alliance
2801826830,pl,Det Danske Filminstitut
4210161535,en,Asir Central Hospital
4210143501,en,Institute of Industry Analyst Relations
1330432091,en,Ford Foundation
165368041,fr,université d'Islande
1296788130,zh-hans,马大医药中心
1338293689,af,English Heritage
189238007,zh-hant,基輔國立大學
2802372703,ja,ブロンクス科学高等学校
2799530240,en,Hussian College - School of Art
1291431925,el,Ίδρυμα Mozilla
1341284090,sv,Kungliga Vetenskapsakademien
3130288327,zh,克拉科夫音乐学院
173212132,ceb,University of Vilnius
4210134439,en,Amicus Therapeutics (United States)
4210163460,en,Midwest Orthopaedic Research Foundation
4210125721,en,European Association for Biometrics
185571130,de,Al-Farabi Universität
80201079,cs,Credit Suisse
115441956,zh-hans,纽约州立大学布法罗学院
11983389,be,Манчэстэрскі сталічны ўніверсітэт
187531555,sms,Lund universiteʹtt
1327714866,de,Federal Bureau of Investigation
125590103,en,Fukui University of Technology
36258959,sl,Univerza Kalifornije v San Diegu
145741977,ru,колледж Дип-Спрингс
2802592688,zh,麒麟控股
2925016909,ml,തമിഴ്നാട് ഗവണ്മെന്റ് മൾട്ടി സൂപ്പർ സ്പെഷ്യാലിറ്റി ആശുപത്രി
51317819,ta,மருத்துவ அறிவியல் நிறுவனம் (வாரணாசி)
4210116498,en,Vaatsalya Healthcare
4210103327,en,Tokyo Metropolitan Bokutoh Hospital
9360294,fa,دانشگاه بولونیا
154099455,zh-hans,山东大学
4210140523,en,Soil Science Research Unit
2802022162,zh-hans,平成医疗短期大学
4210091144,en,American Folk Art Museum
2800277696,fr,Agence d'Investissement et de Développement de la Lettonie
3130939756,ta,சிறீ வெங்கடேசுவரா கால்நடை மருத்துவப் பல்கலைக்கழகம்
159885104,la,Schola Practica Studiorum Superiorum Parisiense
4210125442,en,Action for Agricultural Renewal in Maharashtra
134421475,en,National Physical Laboratory (United Kingdom)
170897317,vec,Università Duke
1319905951,fi,Ruotsin avaruusfysiikan laitos
4210112790,en,Savo (Norway)
2801361913,fr,aéroport international d'Athènes Elefthérios-Venizélos
927329612,de,Bank of New York Mellon
154971649,ml,"ജവഹർലാൽ നെഹ്റു മെഡിക്കൽ കോളേജ്, അലിഗഡ്"
4210092495,en,Suzhou Institute of Nano-tech and Nano-bionics
2801409096,ja,修紅短期大学
4210161328,en,Foundation For The Carolinas
1289387233,ja,土壌保護局
4387155122,en,Marshall Aid Commemoration Commission
157066012,en-gb,Gleason Corporation
126452172,it,Aptiv
192455969,am,ዮርክ ዩኒቨርሲቲ
4210103328,en,ITI International Team for Implantology
1291425158,gsw,Google
4210112671,en,Nagase ChemteX (Japan)
1314042554,zh-hans,挪威气象局
70522481,wuu,国立彰化师范大学
4210129930,en,Plastics Recyclers Europe
178169726,hu,Déli Metodista Egyetem
2802197186,de,Zentrale Parteihochschule der Kommunistischen Partei Chinas
1334877674,hi,टीएसएमसी
2799602167,nl,The Myelin Project
1342218316,en-ca,National Museum of African Art
4210086985,en,FIT Consulting (Italy)
4210165940,en,Sparqle International (Netherlands)
4210092678,en,Wildlife Computers (United States)
2800668957,eo,Centra Milita Komisiono
183006215,ga,Ollscoil Shijiazhuang
1339876250,sco,INSEE
4210130201,en,Universitas Kristen Indonesia Paulus
100621029,as,বেংক অফ আমেৰিকা
4210097531,en,"Kitakyushu Foundation for the Advancement of Industry, Science and Technology"
888934510,zh-hans,春田学院
1327095140,ko,영국 통계청
1279686153,da,Fluor Corporation
1324220072,fa,بیمارستان ماونت ساینای
1300699541,ga,SeaWorld Parks & Entertainment
4210116922,en,Oyster Recovery Partnership
136486123,da,Suncor Energy
48205209,en,Texas Southern University
1284277383,kaa,Kia Motors
4210094806,en,IntelliHep (United Kingdom)
4210108377,en,ObjectSecurity (United Kingdom)
1302485747,sk,Verizon Communications
4401200339,en,"Escuela Normal Rural ""Gral. Matías Ramos Santos"""
91443412,lt,Bridgestone
2802884590,nl,Civitan International
2802802980,ru,Институт инженеров-механиков
2802647463,nl,CUDI
4210153239,en,Danish Maritime Fund
4210158806,en,Jiangsu Provincial Academy of Forestry Science and Management
4210163948,en,Ceemet
2801857531,zh-cn,新西蘭皇家科學院
2800731441,id,Pemerintah Kerala
24715933,cy,Prifysgol La Réunion
21370196,cs,Aristotelova univerzita v Soluni
933054736,zh,英國國防學院
4210104263,en,Grifols (Germany)
2801012209,it,Albert B. Chandler Hospital
173759888,fr,Hunan Normal University
2801231161,it,Glasgow Victoria Infirmary
4210125607,en,Nanova Biomaterials (United States)
72090969,ms,Bell Labs
4210108260,en,Kao Corporation (United States)
45013219,nb,West Virginia Wesleyan College
102322142,nb,Rutgers University
548769,zh,國際藥學聯合會
169138485,sv,Cedarville University
919953467,es,Colegios Comunitarios de California
2802254206,es,Westerly Hospital
51409038,en,SABIC
4210104180,en,Suwon Research Institute
507952983,ta,டாக்டர் என். டி. ஆர். சுகாதார அறிவியல் பல்கலைக்கழகம்
46176106,de,Universität Burgos
294094635,uk,Мордовський державний університет імені М. П. Огарьова
94603935,ur,اسکائی لائن کالج
67001856,zh-hant,上海應用技術學院
2801810480,en,Multiple Sclerosis Society of Great Britain
67900169,sv,Chung-Ang-universitetet
3131466805,fr,université d'État de Sumqayit
178645029,pt,Illumina
3087508612,ja,プライド財団
92172085,fr,Chunghwa Telecom
3024623822,nds,Sandefjord
4210085859,en,Institute of Nephrology of the National Academy of Medical Sciences of Ukraine
91492222,ur,یونیورسٹی آف میئن ایٹ آگسٹا
16337185,id,Universitas Sannio
154903789,he,אגפא
4210163423,en,CGS plus (Slovenia)
1318774259,it,Busek
4210130213,en,Institut für Technische Beratung und Produktentwicklung (Germany)
4399657937,en,Cascadia Seaweed (Canada)
4210161230,en,SENTECH Instruments (Germany)
2801086419,sr,Специјална олимпијада
181727666,nl,Economische universiteit
302410947,en,M S Ramaiah School of Advanced Studies
2801103342,eu,Europako Irrati-Telebista Batasuna
160856358,th,มหาวิทยาลัยแซนดีเอโก
4210141958,en,Emsworth Hospital
1303153112,ar,معهد المعلوماتية الحيوية الأوروبي
32597200,id,Universitas Ghent
2801622741,zh-hant,雪蘭社群大學
72541430,be,Лейкхедскі ўніверсітэт
107720978,ms,Universiti Ain Syams
1315836254,ko,태국 보건부
4210147531,en,Social and Health Research Center
4210139441,en,Cicero Zorggroep
1322597698,zh,荷蘭皇家藝術和科學會
3132362326,fr,université d'architecture d'Hô-Chi-Minh-Ville
318025780,kk,Foxconn
49663120,de,Université du Québec
1981725,nb,National Trust for Scotland
27897274,fi,Italian kansanterveyslaitos
264262938,tr,Kırklareli Üniversitesi
4210113882,en,United Kingdom Clinical Research Collaboration
16362100,hy,Rafael Advanced Defense Systems
4392738310,en,NIHR Collaboration for Leadership in Applied Health Research and Care North West Coast
142934699,ko,캘리포니아 주립대학교 풀러턴 캠퍼스
3019813218,es,Abbott Labs
4210132647,en,Iowa City VA Health Care System
1290603121,bho,बिस्व स्वास्थ संगठन
2800016743,de-ch,Arktisches und Antarktisches Forschungsinstitut
142263535,es,Universidad de Nottingham
2800413675,ar,تيلينور
918117844,uk,Міжнародне епізоотичне бюро
102254642,ga,Ollscoil Kirkuk
4210118453,en,Spitäler Schaffhausen
4210097980,en,Hybrid Plastics (United States)
2800055578,zh-cn,加拿大太空局
153555950,pt,Instituto de Tecnologia do Sul de Alberta
2802951139,cs,Staatliche Kunstsammlungen Dresden
132157868,mr,डॉ° बाबासाहेब आंबेडकर तंत्रशास्त्र विद्यापीठ
113848333,ja,茨城県立医療大学
2802625597,fr,Captain James A. Lovell Federal Health Care Center
2802050926,en,University Hospital Arnau de Vilanova
70936203,arz,جامعة اورورا
190082696,de,University of Durham
55188197,en,Seokyeong University
2722730,ca,Universitat de Mongòlia Interior
4210135540,en,Instituto Sapientia
57930482,ja,広島市立大学
132215032,id,Komisi Ekonomi Perserikatan Bangsa-Bangsa untuk Amerika Latin dan Karibia
76610242,de,Cypress Semiconductor Corporation
1313322613,de,Royal National Lifeboat Institution
1281133977,sv,Internationella naturvårdsunionen
102786147,zh-hans,东西大学
189712700,zh-hans,康斯坦茨大学
2799351866,id,pemerintahan India
347606037,fr,Endo
1308446924,zh-hant,生態信托
35839044,sv,Assam Agricultural University
53964585,zh,魏茨曼科學研究所
1317680332,hr,Kongresna knjižnica
32907511,de-ch,Fairleigh Dickinson University
2250650973,ja,サムスングループ
4210121642,en,Rumah Sakit Umum Haji Surabaya
282402327,bcl,Ateneo de Zamboanga na Unibersidad
28527212,krc,Вашингтон
4210139187,en,Ready Set Sign (United States)
4210142482,en,Institut Maupertuis
300940544,bn,এএমএ ইন্টারন্যাশনাল ইউনিভার্সিটি
4210145548,en,Office of the Registrar General & Census Commissioner
80018011,wa,Djeu
11559806,sco,École normale supérieure de Cachan
69886205,nl,Barnardo's
176953057,pnb,البرٹس میگنس کالج
32923980,fr,Xilinx
385545280,be-tarask,Міжнародны зьвяз тэарэтычнай і практычнай хіміі
881427289,sh,Univerzitet u Göteborgu
4210164633,en,Nema Research (United States)
205158640,es,Universidad de Skövde
165488384,eu,General Mills
4210110078,en,Private Pädagogische Hochschule Augustinum
4390039236,en,Moores Cancer Center
7715029,bm,Royal Academy of Music
190118902,zh-hk,聯合國大學
901624438,ja,Realtek
889315371,lmo,agricoltura
55884533,azb,بلک‌راک
33278361,sv,University of Zambia
2799797123,ja,カナダ軍
2799730521,sr-el,Uprava Šireg Londona
54634078,sk,CESNET
4210139431,en,Instituto Superior de Ciencias Sociais e Relações Internacionais
4210151531,en,Complejo Hospitalario Torrecárdenas
28324025,ur,یونیورسٹی آف سینٹرل مسوری
240025564,smn,Asunción autonomisâš ollâopâttâh
133821349,ga,Ollscoil Mandalay
96908189,ga,Ollscoil Xinjiang
4210098797,en,Dioxide Materials (United States)
1316011043,es,Centro para el Progreso Estadounidense
2800204061,ur,سدرن یونیورسٹی سسٹم
2801441622,zh-sg,中国国家铁路集团有限公司
121797337,ja,ライデン大学
4210115592,en,Tecna (Poland)
4210155014,en,"Puerto Rico Science, Technology & Research Trust"
32399674,zh-hans,沈阳师範大学
4387154108,en,Western Fire Chiefs Association
145872427,nl,Radboud Universiteit Nijmegen
4210110433,en,Ekaterinburg State Theatre Institute
171256487,sv,Iraks tekniska universitet
79778647,fr,université de sciences économiques et de droit d'Osaka
4210087619,en,Sivantos (Germany)
4210151333,en,Ketebul Music
4210137974,en,Metropolitan Detroit Research and Education Foundation
2801065305,de,Rosie Hospital
146165071,en,Federal University of Viçosa
90656587,sr,Народна банка Пољске
179066132,uk,Словенська академія наук та мистецтв
2801522054,zh-cn,自由之家
39343248,sv,Humboldt-Universität zu Berlin
145388677,yi,עידס
1316958739,en,California Air Resources Board
159665162,en,National Institute of Development Administration
1320553840,ru,Amgen
173085932,vi,Đại học Âm nhạc và Nghệ thuật biểu diễn Vienna
110017253,uz,Tours universiteti
2800567957,uk,Інститут Франкліна
95549939,el,BNP Paribas
9736820,zh,高等工程技术学院
12859529,eu,Nairobiko Unibertsitatea
4210099785,en,HAMR Industries (United States)
241749,ro,Universitatea Cambridge
4210132365,en,Bolivia Adventist University
2801287017,en,Aixtron SE
2800849165,sv,Brittiska Röda korset
2800402874,cs,Edwards
137473845,uk,Об'єднаний інститут лабораторної астрофізики
2800864995,da,Agropur
2802906086,zh,工業和組織心理學協會
97711275,ru,Университет Сэйдзё
2802797341,ur,ساؤتھ ویسٹرن مشی گن کالج
4392021219,en,"State Enterprise ""Scientific and Research Institute for Metrology of Measurement and Control Systems"""
2800808250,ja,アラスカシーライフセンター
2293663,fa,دانشگاه ایالتی گاورنر
157338126,zh-cn,莫斯科国立师范大学
5561750,zh-hans,巴里大学
6406202,ru,Университет Бенина
2800055578,eo,Kanada Kosma Agentejo
164950643,de,Open University of Israel
4210100961,en,ON Semiconductor (Taiwan)
37677194,ur,پونٹیفیکل لیتران یونیورسٹی
2802461616,ru,Гилдхоллская школа музыки и театра
2800206933,ru,Архитектурный центр (Вена)
2801872989,ja,連邦防衛・国民保護・スポーツ省
1281833594,sv,Defense Logistics Agency
4210166130,en,Lehmann Eye Center
110261225,de,Glan Clwyd Hospital
137613304,uz,Baʼs universiteti
192513696,he,האוניברסיטה הלאומית סן מרקוס
18934190,es,Universidad municipal de Miyazaki
902798049,zh,泰國國家基因工程及生物科技中心
4210122767,en,Keystone Tower Systems (United States)
200763008,cy,Prifysgol Giessen
130701412,bg,Черновицки университет
29855585,ms,Engie
2800308760,en,Atlanta History Center
2799873162,en,Bushfire and Natural Hazards CRC
126520041,gl,Universidade de Ciencia e Tecnoloxía da China
45928872,fr,Alibaba Group
1324766304,ja,バーロウ神経学研究所
135836153,en,Shenyang Agricultural University
28109999,be,Краёўскі ўніверсітэт медыцыны і фармацыі
196817621,he,מכון קרנגי למדע
4210115295,en,Taste and Smell Clinic
172824197,el,Ιστιτούτο τέχνης του Σαν Φρανσίσκο
4210142546,en,GF Machinery (Czechia)
98540497,ka,ბერნარდის კოლეჯი
4210152053,en,Australian Eggs
4210087617,en,Trelleborg (Germany)
2800901821,ar,معهد هولندا لتاريخ الفن
2802293656,zh-hans,格鲁吉亚国家博物馆
4210085894,en,Xention (United Kingdom)
167672050,fo,Eureka College
2802644128,en,Archaeological Institute of America
4210139489,en,Vivekananda Parvatiya Krishi Anusandhan Sansthan
2800985256,en,Jorvi Hospital
137616099,he,האוניברסיטה הטכנולוגית של צוואנה
4210159351,en,Development Trusts Association Scotland
1336096307,he,מחלקת החקלאות של ארצות הברית
2802831386,zh,西澳洲警察
95583923,nds-nl,Direction générale de l'Armement
25222733,fa,شووا دنکو
4210140820,en,Uttarakhand State Council for Science and Technology
53620714,pt-br,Universidade Árabe Americana
99043593,ar,جامعة ماكواري
60922564,ckb,کۆمپانیای ناڤێر
2799285576,en,Albany Technical College
4210145821,en,Centre d'Investigation Clinique Pierre Drouin
121243025,en,International Islamic University Islamabad
2799591315,ja,ハッチソン・コミュニティカレッジ
4210114024,en,MHG Systems (Finland)
4399598392,en,Okinaka Memorial Institute for Medical Research
189448455,fr,GE Healthcare
15873915,id,universitas Al-Mustansiriya
2801041926,en,Tai Po Hospital
2940013459,en-gb,Meadows Foundation
51195161,lt,Emlyon Business School
3132238960,ru,Институт инженеров электротехники и электроники
4387155183,en,Institute for Educational Quality Improvement
2799496647,fr,SNS Reaal
1314913594,zh-hans,美国國家人文基金會
180857899,ast,Pfizer
53465836,cy,Prifysgol Bangalore
65760639,it,Wolfram Research
2801928633,uk,Міська рада Ліверпуля
4387153534,en,Institute of Public Administration
4210109244,en,Ministry of Health
4210139390,en,Great Lakes Cancer Management Specialists
2802078327,es-formal,Centro Conjunto de Advertencia de Tifones
4396570574,en,Bulgarian Academy of Sciences and Arts
4210130267,en,Ospedale di Civita Castellana
3203117334,ang,Þelamearc
90438679,pt-br,Universidade Kim Il-sung
1339579626,rm,Online Computer Library Center
59270414,te,ఇండియన్ ఇన్ స్టిట్యూట్ ఆఫ్ సైన్స్
2800387288,nan,Au-chiu Liân-bêng Chip-hêng Úi-oân-hōe
4400009031,en,"Autonomie, Gérontologie, E-santé, Imagerie et Société"
2802118644,it,Liebherr
7868373,fa,مؤسسه بین‌المللی مطالعات استراتژیک
1320481043,gpe,European Union
4210102973,en,SiOnyx (United States)
5388228,fi,Rochesterin yliopisto
87673952,hy,Էրջիյեսի համալսարան
68784830,pl,Uniwersytet Tirański
165390105,ss,INyuvesi yase Ningizimu Afrika ( UNISA)
2800332440,sh,ASPT
2802421775,hu,John F. Kennedy Előadóművészeti Központ
107145371,he,UNDP
52989892,lt,Tarptautinių atsiskaitymų bankas
2799725268,en,Manchester Academic Health Science Centre
2799764427,en-gb,Bay Area Discovery Museum
34276124,da,Outokumpu Oyj
4210093620,en,Johnson Controls (Switzerland)
4068193,hy,Բելգրադի համալսարան
86908984,be,Універсітэт Французскай Палінезіі
181391015,pt,Universidade Estadual de Campinas
1318003438,ga,Elsevier
4210088769,en,Cupp Computing (Norway)
2801994115,gl,Axencia Espacial Europea
96673099,uk,Данський технічний університет
2801012209,he,בית החולים אלברט ב. צ'נדלר
4210093353,en,Applied Nanotools (Canada)
4210161993,en,Laser Scan Engineering (United Kingdom)
202963720,de,Universität St. Gallen
100621029,eo,Bank of America
4210115734,en,Stichting De Weijerhorst
4210150375,en,Power Plus Communications (Germany)
4387153367,en,Cusanus Institut
8031829,it,The Cooper Union for the Advancement of Science and Art
2801104103,fr,Cabrini Medical Center
2800327333,yue,馬來西亞政府
2801306026,de,Saint Louis Art Museum
4210113624,en,Future Cities Catapult (United Kingdom)
90757844,nb,Universidad Pedagógica Nacional
102272798,sv,INSEAD
1283582996,nn,Novartis
20303223,sr,Бритиш петролеум
64351976,sv,University of Maidugun
1292669757,vec,Toshiba
869089601,km,ណែតហ្វ្លិច
193700539,af,Universiteit van Tilburg
2802129078,arz,مرصد كونكولى
4210090295,en,Omiberry (South Korea)
875251973,ru,Католический университет Уругвая
49324905,vi,Equinor
1293612202,id,Toyota
4210141872,en,Central Scientific Research Institute of Tuberculosis Russian Academy of Medical Sciences
3129322165,uk,Башкирський державний аграрний університет
1301507905,bg,Тата Мотърс
4210138165,en,Crawford Heritage Community Foundation
118136607,sc,General Motors
144648050,zh-hans,龙仁大学
4210101135,en,Hallands sjukhus Kungsbacka
4210119595,en,Boys & Girls Clubs of America
24062138,ga,Ollscoil Konkuk
2799309250,tt,Агрофизик фәнни тикшеренү институты
5023651,da,McGill Universitet
63135867,es,Universidad de Cincinnati
1292894508,en,Roswell Park Comprehensive Cancer Center
1336229394,azb,رازی واکسن و سرم دوزلتمه تدقیقات انستیتوسو
141140421,sq,Instituti i UNESCO-s për të mësuarit gjatë gjithë jetës
142263535,vi,Đại học Nottingham
151567339,yo,Davis
2963244899,zh-cn,巴尔的摩管弦乐队
4210164630,en,Wisconsin Space Grant Consortium
153267046,fa,دانشگاه فنی کایزرسلاوترن
2800719740,fr,American Association of Clinical Endocrinology
130137553,eo,Universitato Aiĉi
1302207122,sv,Carl Zeiss AG
1320351128,mul,Delta Air Lines
201437548,ko,엘 카미노 칼리지
42474999,ko,완넝 과기대학
134235054,el,Πανεπιστήμιο Σαμπαντσί
28166907,ast,Institutu Karolinska
4210110344,en,JS Genetics (United States)
2802246343,pl,Region Waterloo
1312422046,zh,華盛頓州自然資源部
4210097982,en,Iona Senior Services
4210102407,en,Vall d'Hebron Institut de Recerca
202697423,ca,Universitat de Zúric
3124874057,he,אוניברסיטת קלירי
215182574,ga,Ollscoil Hokusho
1290158734,en,Commodity Futures Trading Commission
4210142109,en,Rosenheim Technical University of Applied Sciences
2800798028,fr,Fondation interaméricaine
967637,de,Gannon University
4210111663,en,Empresa de Desenvolvimento Mineiro (Portugal)
4210102274,en,Základní škola Brno
114129787,fa,ان‌سی‌آر
4210127075,en,New Hampshire Hospice and Palliative Care Organization
1338124936,pl,Amerykańskie Muzeum Historii Naturalnej
4210140781,en,Nobody’s Children Foundation
1324540951,zh,RealNetworks
4210092683,en,Asahi Kasei (United States)
2803004835,fr,Doctors Medical Center San Pablo Campus
17442442,es,State Grid Corporation of China
121797337,hyw,Լէյտէնի Համալսարան
2948394018,uz,Northrop Grumman
548769,ko,세계약사연맹
2802615870,en-ca,Philbrook Museum of Art
4210162345,en,Amur State University of Humanities and Pedagogy
2948663404,nl,Boston Scientific
68106152,et,Goiási Föderaalülikool
3020809043,en,Tashkent State Technical University
137902535,zh-hk,北卡羅萊納州立大學
126193024,de,London Metropolitan University
4210098428,en,Centro Universitário Campos de Andrade
4210127039,en,Defence Materials Technology Centre (Australia)
172787465,pms,Università ëd Concepción
2801482984,de,Magen David Adom
2800440371,en,Leicester General Hospital
2802498997,en,Jersey City Medical Center
2799735778,es,Inverurie Hospital
36788626,zh-cn,宾夕法尼亚州加利福尼亚大学
1320288732,sr-ec,биљка
4210112115,en,Queen Mary's Hospital For Children
226567900,zh-cn,穆罕默迪亚大学
4210099606,en,Mitsubishi Chemical Group Science and Technology Research Center (Japan)
180507712,sv,Hult International Business School
4210165376,en,October 6 University
110273157,yo,Kookmin University
126633494,ku-latn,Zanîngeha Besrayê
2802195419,es,Stamford Hospital
4210158065,en,Office of Polar Programs
60997889,ja,レスリー大学
103146751,pt,Universidade das Ilhas Faroé
4394709149,en,Résistances Thérapeutiques du Cancer de la Prostate
21360634,ha,Majalisar Binciken Kimiyya da Masana'antu
4210124155,en,Hyperion University
2738703131,nb,Commissariat à l'énergie atomique et aux énergies alternatives
158338959,da,Kerala Universitet
108714496,be-tarask,Туніскі ўнівэрсытэт
44260953,et,Heinrich Heine Düsseldorfi ülikool
87653560,zh,芬蘭VTT技術研究中心
4210131232,en,Modern College of Business and Science
4210167354,en,Smart Component Technologies (United Kingdom)
4210094535,en,International Humanitarian University
4210088945,en,Parkway School District
2801103342,gl,Unión Europea de Radiodifusión
2801410702,ckb,گەنجینەی سڤالباردی جیھانی بۆ تۆوی ڕووەک
168660222,fa,جنرال موتورز اروپا
368840534,ga,Ollscoil Mississippi
52768194,nb,Hanover College
90678064,tl,Unibersidad ng Colombo
2800605399,en,Piedmont Technical College
153156064,de,KBR
153551853,ur,یونی کریڈٹ
1302438520,zh-cn,澳大利亚野生生物管理局
4210110425,en,Deltamedics (France)
1298017689,zh,法國科學工業城
4210130580,en,Newind (Poland)
2800736356,en,Mount Desert Island Biological Laboratory
207969104,ja,ポインター学院
2800913826,zh-hant,曼谷大都會政府
57783457,ja,サンジャッキント大学
2799644293,ro,Federația Engleză de Fotbal
152031979,de,Pädagogische Universität Nanjing
4210160446,en,RemovAid (Norway)
2801334772,de,Oregon Zoo
4210110139,en,West of Scotland Regional Equality Council
79576946,kk,Пенсильвания университеті
63855395,ru,Западный университет штата Миссури
200280692,az,İvan Franko adına Lvov milli universiteti
1324574813,fr,Primary Children's Medical Center
16733864,wuu,国立台湾大学
111350863,de,Päpstliche Katholische Universität von Puerto Rico
57570584,sah,Удмурт судаарыстыбаннай университета
4210148840,en,Network on Urban Research in the European Union
95946053,pl,Kobe Steel
1334329717,sd,ورلڊ بينڪ
193670377,fa,دانشگاه کراچی
4210127795,en,University Hospital Kyoto Prefectural University of Medicine
2800759097,fr,Danville Area Community College
2800644850,da,British Academy of Film and Television Arts
4210112816,en,Nationale Intensive Care Evaluatie Stichting
4210157668,en,Liverpool Womens NHS Foundation Trust
4210126882,en,The Association of Comparative Study of World Literature
82904351,cs,Univerzita v Santo Tomas
4210105771,en,Endometriosis
4396570538,en,Kyoto Min-iren Asukai Hospital
4210096730,en,Lapharm (Germany)
4210131772,en,Centre For Development Alternatives
913958620,zh-hans,鹿特丹大学
4210121299,en,Jawaharlal Nehru Memorial Fund
4210154099,en,Environmental Energy & Engineering
116545467,he,אוניברסיטת מרי
43579087,zh,威斯康星大学密尔沃基分校
4210106099,en,Newfoundland Aquaculture Industry Association
1285399213,nn,Oxfam
11954620,ka,რუსეთის სოფლის მეურნეობის სახელმწიფო უნივერსიტეტი
1292114621,es,Universidad FUMEC
99731219,arz,المعهد العالى للعلوم التطبيقيه والتكنولوجيا
106814784,bn,রাষ্ট্রীয় মেরুদেশীয় এবং মহাসাগর গবেষণা কেন্দ্র
4210090760,en,Wakayama Rosai Hospital
5681781,sl,Univeza v Adelaide
4210116177,en,Air Water (Japan)
63162264,hy,Nokia Networks
1314466530,pt-br,Universidade de Tokai
188730046,tl,Pamantasang Vytautas Magnus
107707843,nl,Universiteit van Roskilde
67348948,sk,Bayer AG
205783295,pap,Universidat Cornell
4210116457,en,Ministry of Justice
43406934,he,אוניברסיטת לאוול
96580804,cy,Prifysgol Comillas Pontifical
1335663661,es,AARP
1295943188,ja,ブルックリン・チルドレンズ・ミュージアム
4210108706,en,Netherlands Institute for Health Services Research
2800717019,ca,Centre Mèdic Wolfson
28442235,ur,ریرٹن ویلی کمیونٹی کالج
1307600426,ja,ダッソー・アビアシオン
203442698,en,Catholic Theological Union
1292114621,af,Universidade Fundação Mineira de Educação e Cultura
2800060819,ja,カールスバーグ研究所
898088062,de,Ghana Technology University College
2800530175,gl,Axencia Espacial Italiana
1303153112,pt,Instituto Europeu de Bioinformática
64102629,zu,I-Eskom
191114373,zh-hant,威斯康辛大學史蒂芬斯角分校
157725225,it,Università dell'Illinois a Urbana-Champaign
169381384,fo,Rijksuniversiteit Groningen
3130802236,fr,Université nationale Académie de droit d'Odessa
2801482984,be,Маген Давід Адом
50219554,cy,Prifysgol Laghouat
101155339,es,Korea Telecom
2799838188,fa,مؤسسه توانبخشی تورنتو
178712713,ast,Universidá Bryant
158133745,en,MGH Institute of Health Professions
219193219,zh-tw,普渡大學
1284133589,zh-hans,欧洲刑警组织
68278413,en,Brooks Automation
4210124137,en,Vibrant Emotional Health
133743585,eo,Universitato Anadolu
1341284090,en,Royal Swedish Academy of Sciences
53618229,ca,Wheaton College
1318611468,cy,Fidelity Investments
1292524976,vi,Trung tâm Carter
129774422,is,Vínarháskóli
162884033,da,American International Group
19370010,ja,Orange
11947397,he,מוסד טאטא למחקר בסיסי
2800001487,fr,Walla Walla Community College
4210136877,en,Spatial Cognition (United States)
385545280,el,Διεθνής Ένωση Καθαρής και Εφαρμοσμένης Χημείας
173911158,cs,Iowa State University
1339579626,sr-el,Online Computer Library Center
4391768196,en,Gruppo Nazionale per la Fisica Matematica
2802079556,sl,Zvezni urad za varstvo potrošnikov in varnost hrane
2802837601,cy,Ysbyty Cefn Coed
1981725,ca,National Trust for Scotland
44504214,sl,Češka tehniška visoka šola v Pragi
180895376,ja,モービル大学
1324220072,pl,Mount Sinai Hospital
36515993,pl,Uniwersytet Wschodniośródziemnomorski
83328450,de,Miami University
1318003438,az,Elsevier
137559332,zh-hant,聯合國亞洲及太平洋經濟社會委員會
79161377,en,Punjabi University
98899809,ja,ベルギー国立銀行
2801045807,es,Bolsa de Shenzhen
2799486974,pt,Pesquisa Geológica da China
2800592140,zh,普衡律師事務所
1285663327,en,Radiological Society of North America
2799730327,zh-mo,歐洲理事會
4210150614,en,Aalterpaint (Belgium)
28407311,ast,Universidá de Manchester
12335567,cy,Prifysgol Hakuoh
4210131431,en,Transport Research Centre
4210091399,en,Afghan Coalition
1341049462,sl,Istituto Nazionale di Statistica
203042511,es,Universidad de la prefectura de Kumamoto
46860202,lfn,Banco de England
20696738,it,Wuppertal Institute
4210128171,en,Asklepios Klinik Sankt Augustin
25621075,hi,राष्ट्रीय फैशन प्रौद्योगिकी संस्थान
1342477950,pt,Banco Central do Brasil
178645029,et,Illumina
4210152509,en,KLA (Ireland)
2800687812,zh,京都府立嵯峨野高等學校
56590836,az,Monaş Universiteti
35440088,th,สถาบันเทคโนโลยีแห่งสหพันธ์สวิสในซูริก
4210125789,en,Centro Científico Tecnológico - Bahía Blanca
1283382300,zh-tw,BMW
138006243,ru,Аризонский университет
68986083,zh-hant,西北師範大學
1304085615,ko,엔비디아
169090423,zh-tw,東海大學
107158390,hu,Harkivi Nemzeti Rádióelektronikai Egyetem
69984877,pl,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie
172790451,id,Oil and Natural Gas Corporation
4388891903,en,Fundação Lemann
4210159938,en,Cancer Research Foundation
2802508111,hy,Ճարտարապետների ամերիկյան ինստիտուտ
4210096612,en,Southern Sports Leagues
2802431724,cs,Missourijská botanická zahrada
1290603121,hu,Egészségügyi Világszervezet
305801656,be,Эканамічны ўніверсітэт ва Уроцлаве
2799594305,es,Saint Francis Memorial Hospital
2802561160,nl,Stepping Hill Hospital
173911158,nl,Iowa State University
4210128923,en,Friends Together
