funder_id,funder,country_iso_alpha2_code,description,homepage_url,ror_id,openalex_id,wikidata_id,image_url,thumbnail_url,updated_date,created_date
4320328094,RoZetta,AU,"nonprofit organization in Sydney, Australia",http://www.cmcrc.com,,F4320328094,Q30297013,,,2024-08-18,2023-02-13
4320319252,EpicentRx,US,,,,F4320319252,,,,2024-08-25,2023-02-13
4320333164,"Agricultural Experiment Station, New Mexico State University",US,government organization in United States of America,,,F4320333164,Q45133446,,,2024-08-27,2023-02-13
4320308919,Society for the Psychological Study of Social Issues,US,organization,http://www.spssi.org,,F4320308919,Q15995484,,,2024-08-30,2023-02-13
4320314849,Searle Scholars Program,US,award sponsored by the same company,,,F4320314849,Q7441759,,,2024-08-30,2023-02-13
4320306121,U.S. Small Business Administration,US,United States government agency that supports entrepreneurs and small businesses,https://www.sba.gov,015t55b95,F4320306121,Q495354,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/US-SmallBusinessAdmin-Logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/US-SmallBusinessAdmin-Logo.svg&width=300,2024-08-29,2023-02-13
4320334438,"Viện Khoa học vật liệu, Viện Hàn lâm Khoa học và Công nghệ Việt Nam",VN,,http://www.ims.vast.ac.vn/en/default.aspx,011pd5k86,F4320334438,,,,2024-08-30,2023-02-13
4320330347,"State Key Laboratory of ASIC and System, Fudan University",CN,,,,F4320330347,,,,2024-08-26,2023-02-13
4320325261,EP-Nuffic,NL,,,,F4320325261,,,,2024-08-30,2023-02-13
4320315389,Open Philanthropy Project,US,American grantmaking foundation,https://www.openphilanthropy.org,004d1k391,F4320315389,Q25345685,,,2024-08-30,2023-02-13
4320313463,Academic Association for Contemporary European Studies,GB,"membership organization for academics, students and practitioners in all fields of contemporary European studies and the study of the European Union",https://www.uaces.org,02a46t946,F4320313463,Q30325231,,,2024-08-30,2023-02-13
4320325340,Shanghai Key Laboratory of Orthopaedic Implants,CN,government organization in People's Republic of China,,,F4320325340,Q45132654,,,2024-08-27,2023-02-13
4320322882,Pontificia Universidade Católica do Paraná,BR,"private, not-for-profit Catholic university in Brazil",http://www.pucpr.br,02x1vjk79,F4320322882,Q1131088,,,2024-08-30,2023-02-13
4320317004,Thompson Family Foundation,US,,,,F4320317004,,,,2024-08-29,2023-02-13
4320324837,Hochschule Niederrhein,DE,,http://www.hs-niederrhein.de/home-en,027b9qx26,F4320324837,,,,2024-08-30,2023-02-13
4320335189,"Medicinska Fakulteten, Lunds Universitet",SE,"university located in the city of Lund in the province of Scania, Sweden",https://www.lunduniversity.lu.se,012a77v79,F4320335189,Q218506,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Logotyp Lunds universitet (vit).png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Logotyp Lunds universitet (vit).png&width=300,2024-08-30,2023-02-13
4320319516,Australian and New Zealand Society for Vascular Surgery,AU,,,,F4320319516,,,,2024-08-26,2023-02-13
4320322958,Technische Universität Braunschweig,DE,university,https://www.tu-braunschweig.de,010nsgg66,F4320322958,Q734324,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Siegel TU Braunschweig transparent.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Siegel TU Braunschweig transparent.svg&width=300,2024-08-30,2023-02-13
4320326339,Janivo Stichting,NL,"nonprofit organization in Zeist, Netherlands",https://www.janivostichting.nl,04e65y578,F4320326339,Q50037889,,,2024-08-29,2023-02-13
4320335015,Bundesamt für Energie,CH,Swiss federal office,https://www.bfe.admin.ch,020ddnn22,F4320335015,Q1005430,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/BFE Südosten.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/BFE Südosten.jpg&width=300,2024-08-30,2023-02-13
4320328310,Stichting STOPhersentumoren.nl,NL,,,,F4320328310,,,,2024-08-27,2023-02-13
4320327200,King Fahad Medical City,SA,hospital in Saudi Arabia,https://www.kfmc.med.sa,,F4320327200,Q6411562,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/KFMC Main Hospital.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/KFMC Main Hospital.jpg&width=300,2024-08-29,2023-02-13
4320327920,EuroMed Research Business Institute,CY,,,,F4320327920,,,,2024-03-19,2023-02-13
4320329955,Koç Üniversitesi Translasyonel Tıp Araştırma Merkezi,TR,,,,F4320329955,,,,2024-08-26,2023-02-13
4320312261,Agricultural and Horticultural Development Board,GB,UK non-departmental public body funded by farmers and growers,http://www.ahdb.org.uk,010gf7388,F4320312261,Q4694007,,,2024-08-29,2023-02-13
4320322646,Fondation de France,FR,organization created in 1969,https://www.fondationdefrance.org,02zkxjz73,F4320322646,Q2355325,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Fondation de France.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Fondation de France.svg&width=300,2024-08-30,2023-02-13
4320334386,"Office of Research, University of Kansas",US,,,,F4320334386,,,,2024-08-29,2023-02-13
4320324251,Radiumhemmets Forskningsfonder,SE,"organization in Solna, Sweden",http://www.rahfo.se,006hbj696,F4320324251,Q33121736,,,2024-08-30,2023-02-13
4320333237,"The Graduate School, Northwestern University",US,,,,F4320333237,,,,2024-08-27,2023-02-13
4320313061,El-Hibri Foundation,US,,,,F4320313061,,,,2024-03-19,2023-02-13
4320335667,Key Laboratory of Automotive Materials,CN,,,,F4320335667,,,,2024-08-26,2023-02-13
4320307767,Agilent Technologies,US,"American life sciences company that provides instruments, software, services, and consumables for the entire laboratory workflow",http://www.agilent.com,02tryst02,F4320307767,Q393762,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agilent Technologies-Logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Agilent Technologies-Logo.svg&width=300,2024-08-30,2023-02-13
4320334031,Hakai Institute,CA,"research institute in British Columbia, Canada",https://www.hakai.org,02pry0c91,F4320334031,Q5640294,,,2024-08-30,2023-02-13
4320313549,Providence Health Care,CA,organization,https://www.providencehealthcare.org,03qqdf793,F4320313549,Q7252431,,,2024-08-30,2023-02-13
4320308702,Kentucky Space Grant Consortium,US,non-profit organizations based in Kentucky,http://nasa.engr.uky.edu,051ksdh55,F4320308702,Q6392387,,,2024-08-30,2023-02-13
4320316192,PTEN Research,GB,"nonprofit organization in London, United Kingdom",https://www.ptenresearch.org,04b98dz04,F4320316192,Q50037709,,,2024-08-29,2023-02-13
4320310059,"Institute for Children, Youth, and Families",US,"public university in Tucson, Arizona, United States",https://www.arizona.edu,03m2x1q45,F4320310059,Q503419,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/University of Arizona logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/University of Arizona logo.svg&width=300,2024-08-30,2023-02-13
4320327027,State Key Laboratory of Subtropical Building Science,CN,,,,F4320327027,,,,2024-08-29,2023-02-13
4320311808,Jürgen Manchot Stiftung,DE,foundation in Germany,,,F4320311808,Q45132527,,,2024-08-30,2023-02-13
4320334198,"Gene and Linda Voiland School of Chemical Engineering and Bioengineering, Washington State University",US,,,,F4320334198,,,,2024-08-25,2023-02-13
4320338431,Office of Coast Survey,US,archived website with the title in the label,,,F4320338431,Q99867202,,,2024-08-27,2023-02-13
4320330962,Centre Léon Bérard,FR,,http://www.centreleonberard.fr,01cmnjq37,F4320330962,,,,2024-08-30,2023-02-13
4320325611,Veterinärmedizinische Universität Wien,AT,university in Austria,https://www.vetmeduni.ac.at,01w6qp003,F4320325611,Q877421,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Vetmedlogo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Vetmedlogo.svg&width=300,2024-08-30,2023-02-13
4320338057,"Nebraska Center for the Prevention of Obesity Diseases, College of Education and Human Sciences, University of Nebraska–Lincoln",US,,,,F4320338057,,,,2024-07-28,2023-02-13
4320337581,"Diabetes Center, University of California, San Francisco",US,government organization in United States of America,,,F4320337581,Q45133919,,,2024-08-26,2023-02-13
4320319716,Massachusetts Consortium on Pathogen Readiness,US,,,,F4320319716,,,,2024-08-29,2023-02-13
4320333686,BioXFEL Science and Technology Center,US,"X-ray laser research center in Buffalo, NY",https://www.bioxfel.org,00t0q9z88,F4320333686,Q77574896,,,2024-08-30,2023-02-13
4320315667,Society for Leukocyte Biology,US,,http://leukocytebiology.org,0348vjd58,F4320315667,,,,2024-08-30,2023-02-13
4320306763,MAYDAY Fund,US,"nonprofit organization in New York, United States",http://www.maydayfund.org,04cf6r544,F4320306763,Q30272726,,,2024-08-30,2023-02-13
4320324150,National University of Defense Technology,CN,"University in Changsha, Hunan, China",https://www.nudt.edu.cn,05d2yfz11,F4320324150,Q831227,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/National University of Defense Technology1.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/National University of Defense Technology1.jpg&width=300,2024-08-30,2023-02-13
4320327478,Beijing Forestry University,CN,university in China,http://www.bjfu.edu.cn,04xv2pc41,F4320327478,Q4881133,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Beijing Forestry University (53670020).jpeg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Beijing Forestry University (53670020).jpeg&width=300,2024-08-30,2023-02-13
4320309055,Spectrum Pharmaceuticals,US,American biopharmaceutical company,http://www.spectrumpharm.com,050473r14,F4320309055,Q7575301,,,2024-08-30,2023-02-13
4320335263,Manitoba Lung Association,CA,"nonprofit organization in Winnipeg, Canada",http://mb.lung.ca,02yhcgx25,F4320335263,Q30272597,,,2024-08-29,2023-02-13
4320335538,"Leonid Nevzlin Research Center for Russian and East European Jewry, Hebrew University of Jerusalem",IL,,,,F4320335538,,,,2024-08-16,2023-02-13
4320321845,Instituo Cajal,ES,Spanish research center in neurobiology in Madrid,http://www.cajal.csic.es,012gwbh42,F4320321845,Q3298768,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Foto Instituto Cajal.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Foto Instituto Cajal.jpg&width=300,2024-08-30,2023-02-13
4320328940,Shanghai Key Laboratory of Molecular Imaging,CN,,,,F4320328940,,,,2024-08-29,2023-02-13
4320322783,MedImmune,GB,British-Swedish pharmaceutical company,http://www.astrazeneca.com,04r9x1a08,F4320322783,Q731938,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Astrazeneca text logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Astrazeneca text logo.svg&width=300,2024-08-30,2023-02-13
4320313497,Institute for Applied Ecology,US,nonprofit organization,,,F4320313497,Q112085301,,,2024-08-30,2023-02-13
4320322248,Israel Academy of Sciences and Humanities,IL,academy of sciences,http://www.academy.ac.il,03c6c9520,F4320322248,Q209184,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/IsraelAc.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/IsraelAc.svg&width=300,2024-08-30,2023-02-13
4320315644,Matthew's Hearts of Hope,US,,,,F4320315644,,,,2024-08-26,2023-02-13
4320328576,Académie française,FR,"authoritative French learned body on matters pertaining to the French language; a division of ""Institut de France""",http://www.academie-francaise.fr,,F4320328576,Q161806,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Institut de France - Académie française et pont des Arts.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Institut de France - Académie française et pont des Arts.jpg&width=300,2024-08-18,2023-02-13
4320309871,Air Liquide,FR,,https://www.airliquide.com/fr,0431b2v07,F4320309871,,,,2024-08-30,2023-02-13
4320312526,Thermo Fisher Scientific,US,multinational company providing scientific instrumentation,http://www.thermofisher.com,012wakq07,F4320312526,Q643674,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Thermo Fisher Scientific logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Thermo Fisher Scientific logo.svg&width=300,2024-08-30,2023-02-13
4320309116,Cotton Incorporated,US,Non-profit organization,http://www.cottoninc.com,058bgdt55,F4320309116,Q5175698,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/BlackCottonSeal.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/BlackCottonSeal.jpg&width=300,2024-08-30,2023-02-13
4320307201,California Dental Association Foundation,US,"nonprofit organization in Sacramento, United States",http://www.cdafoundation.org,03s0ywz76,F4320307201,Q30271000,,,2024-08-30,2023-02-13
4320337077,Central Plains Scholars and Scientists Studio Fund,CN,,,,F4320337077,,,,2024-08-28,2023-02-13
4320336482,"Key Laboratory of Carbohydrate Chemistry and Biotechnology, Ministry of Education",CN,,,,F4320336482,,,,2024-08-25,2023-02-13
4320316525,Children's of Alabama,US,"hospital in Alabama, United States",http://www.childrensal.org,053bp9m60,F4320316525,Q5098262,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Benjamin Russell Hospital for Children.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Benjamin Russell Hospital for Children.jpg&width=300,2024-08-30,2023-02-13
4320313878,Save the Manatee Trust Fund,US,,,,F4320313878,,,,2024-08-25,2023-02-13
4320313932,Institut de Recherche pour le Développement,FR,French science and technology research institute,https://www.ird.fr,05q3vnk25,F4320313932,Q2910510,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Logo IRD 2016 BLOC FR COUL.png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Logo IRD 2016 BLOC FR COUL.png&width=300,2024-08-30,2023-02-13
4320328259,Menzies Institute for Medical Research,AU,medical research institute in Australia,http://www.menzies.utas.edu.au,,F4320328259,Q6817726,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Menzies Institute for Medical Research.png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Menzies Institute for Medical Research.png&width=300,2024-08-25,2023-02-13
4320308648,Council on Library and Information Resources,US,"organization that forges strategies to enhance research, teaching, and learning environments in collaboration with libraries, cultural institutions, and communities of higher learning",https://www.clir.org,053my8279,F4320308648,Q16952194,,,2024-08-30,2023-02-13
4320334054,"College of Agriculture and Life Sciences, University of Arizona",US,,,,F4320334054,,,,2024-08-26,2023-02-13
4320328808,Fundación Valenciana de Estudios Avanzados,ES,,,,F4320328808,,,,2024-03-19,2023-02-13
4320329547,Universidad Ean,CO,"University in Bogotá, Colombia",https://universidadean.edu.co,00tncsy16,F4320329547,Q9091550,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Universidad EAN logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Universidad EAN logo.svg&width=300,2024-08-30,2023-02-13
4320308537,Boettcher Foundation,US,,http://boettcherfoundation.org,0277pn602,F4320308537,,,,2024-08-29,2023-02-13
4320311315,Fondazione Cassa di Risparmio di Foligno,IT,"nonprofit organization in Foligno, Italy",http://www.fondazionecarifol.it,03krr1869,F4320311315,Q30271452,,,2024-08-30,2023-02-13
4320320083,Guy's and St Thomas' Charity,GB,"nonprofit organization in London, United Kingdom",http://www.gsttcharity.org.uk,02p7svq74,F4320320083,Q30296626,,,2024-08-30,2023-02-13
4320320091,St Peter’s Trust for Kidney Bladder and Prostate Research,GB,"nonprofit organization in London, United Kingdom",http://www.royalfreecharity.org,018w7fz66,F4320320091,Q30296883,,,2024-08-30,2023-02-13
4320307728,Stennis Foundation,US,organization,,,F4320307728,Q16977415,,,2024-03-19,2023-02-13
4320331082,Key Program of China on Biomedical Materials Research and Tissue and Organ Replacement,CN,,,,F4320331082,,,,2024-08-26,2023-02-13
4320313612,Chongqing Postdoctoral Science Foundation,CN,,,,F4320313612,,,,2024-08-30,2023-02-13
4320337717,"Einstein-Mount Sinai Diabetes Research Center, Albert Einstein College of Medicine",US,,,,F4320337717,,,,2024-08-30,2023-02-13
4320322219,IFP Energies Nouvelles,FR,public research organization in France,http://www.ifpenergiesnouvelles.com,03gcbhc33,F4320322219,Q84026,,,2024-08-30,2023-02-13
4320318676,Barney Family Foundation,US,,,,F4320318676,,,,2024-08-18,2023-02-13
4320331308,WindsorEssex Community Foundation,CA,,,,F4320331308,,,,2024-03-19,2023-02-13
4320330084,Research and Innovation Foundation,GR,,,,F4320330084,,,,2024-08-29,2023-02-13
4320316937,Crowley Family Foundation,US,,,,F4320316937,,,,2024-08-18,2023-02-13
4320308715,North Dakota Space Grant Consortium,US,"organization in Grand Forks, United States",http://ndspacegrant.und.edu,045fdzr53,F4320308715,Q30264537,,,2024-08-30,2023-02-13
4320317738,Wessex Academic Health Science Network,GB,"organization in Eastleigh, United Kingdom",http://wessexahsn.org.uk,02ba9v476,F4320317738,Q61931110,,,2024-08-30,2023-02-13
4320331847,"Centre for Air Pollution, Energy and Health Research",AU,,https://eprints.utas.edu.au/id/eprint/36248,,F4320331847,Q108195574,,,2024-07-28,2023-02-13
4320320096,Samantha Dickson Brain Tumour Trust,GB,British charity founded in 1996,http://www.thebraintumourcharity.org/home,01k33dw46,F4320320096,Q17030288,,,2024-08-30,2023-02-13
4320327710,William Lawrence and Blanche Hughes Foundation,US,,,,F4320327710,,,,2024-08-30,2023-02-13
4320323137,Chinese Academy of Medical Sciences,CN,"public university in Beijing, China",https://www.tsinghua.edu.cn,03cve4549,F4320323137,Q16955,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Thu gate.JPG,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Thu gate.JPG&width=300,2024-08-30,2023-02-13
4320314124,Ultragenyx Pharmaceutical,US,"biopharmaceutical company based in Novato, California, United States",https://www.ultragenyx.com,00zbz2c25,F4320314124,Q30288872,,,2024-08-30,2023-02-13
4320326478,Instituto Universitario de Tecnología Industrial de Asturias,ES,,,,F4320326478,,,,2024-08-26,2023-02-13
4320319448,Tryghedsgruppen,DK,,http://www.tryghedsgruppen.dk,,F4320319448,Q12007732,,,2024-07-14,2023-02-13
4320338044,"Materials Research Science and Engineering Center, University of California, San Diego",US,,http://www.mrsec.org,,F4320338044,Q6786591,,,2024-08-30,2023-02-13
4320336226,"Nanhu College, Jiaxing University",CN,"university in Jiaxing, Zhejiang, China",https://www.jxnhu.edu.cn,,F4320336226,Q109348750,,,2024-08-11,2023-02-13
4320327337,Laboratoire d'Excellence en Recherche sur le Médicament et l'Innovation Thérapeutique,FR,,,,F4320327337,,,,2024-08-29,2023-02-13
4320337306,"Institute for Land, Water and Society, Charles Sturt University",AU,,,,F4320337306,,,,2024-08-26,2023-02-13
4320312789,Oregon Academy of Science,US,"scientific society in Oregon, USA",http://www.oas.pdx.edu,,F4320312789,Q109717140,,,2024-03-19,2023-02-13
4320331635,Tommy's National Centre for Miscarriage Research,GB,,,,F4320331635,,,,2024-08-18,2023-02-13
4320327227,Fondazione Rodolfo Debenedetti,IT,,,,F4320327227,,,,2024-06-30,2023-02-13
4320323726,Maersk Group,DK,Danish shipping conglomerate,https://www.maersk.com,046gbzb64,F4320323726,Q18224,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Maersk Group Logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Maersk Group Logo.svg&width=300,2024-08-30,2023-02-13
4320318644,American Dairy Goat Association,US,,http://adga.org,,F4320318644,Q4743579,,,2024-07-14,2023-02-13
4320319771,Beijing Health Promotion Association,CN,,,,F4320319771,,,,2024-08-04,2023-02-13
4320316478,Comcast Innovation Fund,US,American multinational telecommunications conglomerate,http://corporate.comcast.com,00sgxyw28,F4320316478,Q1113804,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Comcast Logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Comcast Logo.svg&width=300,2024-08-26,2023-02-13
4320336461,Korea Midland Power Company,KR,South Korean energy company,https://www.komipo.co.kr,,F4320336461,Q12623697,,,2024-08-10,2023-02-13
4320310482,Markedsmodningsfonden,DK,"organization in Copenhagen, Denmark",http://markedsmodningsfonden.dk/in_english,03k2ghn57,F4320310482,Q30264168,,,2024-08-30,2023-02-13
4320320944,Nordic Culture Fund,DK,Nordic cooperation organization,http://www.nordiskkulturfond.org,02zaaft58,F4320320944,Q3480775,,,2024-08-30,2023-02-13
4320320242,Royal College of Surgeons of Edinburgh,GB,Scottish medical association,http://www.rcsed.ac.uk,021a7d287,F4320320242,Q2171012,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/RCSEd full colour full name-01.png,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/RCSEd full colour full name-01.png&width=300,2024-08-30,2023-02-13
4320315038,Brooklyn Community Foundation,US,,,,F4320315038,,,,2024-08-27,2023-02-13
4320307049,Pride Foundation,US,LGBT philanthropic foundation,http://pridefoundation.org,05tewmz75,F4320307049,Q7242777,,,2024-08-30,2023-02-13
4320331900,Australasian Association of Philosophy,AU,professional organisation of academic philosophers,,,F4320331900,Q4823409,,,2024-03-19,2023-02-13
4320315184,Institute of Mathematics and its Applications,GB,,https://ima.org.uk,01rxg5p40,F4320315184,,,,2024-08-30,2023-02-13
4320323349,Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina,BR,"research support organization in Florianópolis, Brazil",http://www.fapesc.sc.gov.br,0503xdx77,F4320323349,Q29184368,,,2024-08-30,2023-02-13
4320337538,U.S. Army Corps of Engineers,US,engineer formation of the United States Army,https://www.usace.army.mil,05w4e8v21,F4320337538,Q1049334,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/United States Army Corps of Engineers logo.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/United States Army Corps of Engineers logo.svg&width=300,2024-08-30,2023-02-13
4320331524,Horse Trust,GB,British equine charity,,,F4320331524,Q7740346,,,2024-08-28,2023-02-13
4320336328,"Dipartimento di Culture, Politica e Società, Università degli Studi di Torino",IT,,,,F4320336328,,,,2024-03-19,2023-02-13
4320329979,Shenzhen Gas Corporation,CN,,,,F4320329979,,,,2024-08-26,2023-02-13
4320319604,Conselho de Reitores das Universidades Portuguesas,PT,,http://www.crup.pt,,F4320319604,Q16482287,,,2024-08-20,2023-02-13
4320326785,Miljø- og Fødevareministeriet,DK,governmental entity in Denmark,http://mfvm.dk,05sdke129,F4320326785,Q20729200,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Logo of the Danish Ministry of Environment and Food.jpg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Logo of the Danish Ministry of Environment and Food.jpg&width=300,2024-08-30,2023-02-13
4320306338,Ford Motor Company Fund and Community Services,US,American multinational automotive company,https://www.ford.com,00g2tkw06,F4320306338,Q44294,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Ford logo flat.svg,https://commons.wikimedia.org/w/index.php?title=Special:Redirect/file/Ford logo flat.svg&width=300,2024-08-30,2023-02-13
