source_id,society_seq,society,homepage_url
51499954,1,"American Psychological Association, Society for the Teaching of Psychology (Division 2)",http://teachpsych.org/
51654951,1,"ESSKA - European Society of Sports Traumatology, Knee Surgery and Arthroscopy",https://www.esska.org/
51837974,1,The International Society for Ion Mobility Spectrometry,https://www.isims.info/
51939333,1,Hong Kong Society for Transportation Studies,http://www.hksts.org/
53533488,1,"Wuhan Institutes of Physics and Mathematics, Chinese Academy of Sciences",http://english.wipm.cas.cn/
53651343,1,Institution of Mechanical Engineers,http://www.imeche.org/home
53926609,2,Thermal Spray Society,https://www.asminternational.org/web/tss
54078964,1,"Institute of Botany, Academy of Sciences of the Czech Republic",https://www.ibot.cas.cz/en/
54083545,2,International Phytotechnology Society,http://www.phytosociety.org/
54158622,1,The American Institute for Maghrib Studies,http://aimsnorthafrica.org/
54255202,1,Royal Geographical Society with IBG,http://www.rgs.org/
55449769,1,Korean Meteorological Society,http://www.komes.or.kr/
55641825,1,Asia Research Institute of the National University of Singapore,http://www.ari.nus.edu.sg/
55943811,2,European Histamine Research Society,https://www.ehrs.org.uk/
55970647,1,American Fisheries Society,https://fisheries.org/
56397279,1,Botanical Society of China,http://http//www.botany.org.cn/
56399094,1,Division on Women and Crime of the American Society of Criminology,http://ascdwc.com/
56679652,1,Indian Ocean Research Group Inc.,https://indianoceanresearch.group/
57016439,1,British Society of Paediatric Dentistry,http://www.bspd.co.uk/
57027881,2,http://www.symbolicinteraction.org/,FALSE
57049600,1,Program on Negotiation at Harvard Law School,http://www.pon.harvard.edu/
57504206,2,African Society for Immunodeficiencies,http://asid-africa.org/en/
57770130,1,Florida State University College of Criminology and Criminal Justice,http://criminology.fsu.edu/center-for-criminology-public-policy-research/
58241369,1,Mayo Clinic,http://www.mayoclinic.com/
58498366,1,American Academy of Periodontology (AAP),
59042063,1,Crawford School of Public Policy at the Australia National University,
59248909,1,European Association of Urology,http://www.uroweb.org/
59289252,2,CEPS - Centre for European Policy Studies,https://www.ceps.eu/
59604070,1,Policy Studies Organization,http://www.ipsonet.org/
60093453,1,Australian Psychological Society,https://www.psychology.org.au/
60281869,1,British Educational Research Association (BERA),http://www.bera.ac.uk/
60318618,1,International Society of Surgery,http://www.iss-sic.com/
60865174,1,American College of Cardiology,https://www.acc.org/
61245073,1,American Society for Photobiology,http://photobiology.org/
61446109,1,The Tavistock Institute,http://www.tavinstitute.org/
62069514,1,Entrepreneurship Development Institute of India,http://www.ediindia.org/
62275304,1,Society for Imaging Informatics in Medicine,http://siim.org/
62375027,1,IPSA's Research Committee on the Structure and Organization of Government (SOG),http://sog27.org/
62595639,1,International Society of Biomechanics in Sports (ISBS),http://www.isbs.org/
62676688,1,Combustion Institute,http://www.combustioninstitute.org/
62820861,1,British Bryological Society,http://www.britishbryologicalsociety.org.uk/
62863702,1,Australian Society of Viticulture and Oenology,http://www.asvo.com.au/
62865007,2,American Association for Dental Research,http://www.iadr.org/AADR
62966998,1,Cancer Research UK,https://www.cancerresearchuk.org/
63018980,1,European Society for Engineering Education,http://www.sefi.be/
63099517,1,Australian Teacher Education Association (ATEA),http://www.atea.edu.au/
63107127,1,British Society for Plant Pathology,http://www.bspp.org.uk/
63783143,1,"Society for Biotechnology, Japan",http://www.sbj.or.jp/e/
64184962,1,International Society of the Learning Sciences,https://www.isls.org/
64250036,1,Society of Multivariate Experimental Psychology,http://www.smep.org/
65171370,1,Indian Academy of Sciences,https://www.ias.ac.in/
65486112,1,CIMNE,https://www.cimne.com/
65504228,1,European Photochemistry Association,https://www.photochemistry.eu/
65924262,1,Canadian Academic Accounting Association (CAAA),https://www.caaa.ca/
66163274,1,Association of Chinese Political Studies,http://www.acpsus.org/
66320806,2,Network for Advancement of Transfusion Alternatives,http://www.nataonline.com/
66394278,1,International Association for the Study of German Politics,https://www.iasgp.org/
66559934,2,The Society of Skeletal Radiology,http://www.skeletalrad.org/
66666449,1,Midwest Sociological Society,http://www.themss.org/
66787172,2,Failure Analysis Society,https://www.asminternational.org/web/fas/home
66787336,1,"The Oto-Rhino-Laryngological Society of Japan, Inc.",http://www.jibika.or.jp/english/index.html
66816338,1,Association of Psychologists in Academic Health Centers (APAHC),https://ahcpsychologists.org/
66857027,1,European Society for the Cognitive Sciences of Music,http://www.escom.org/
66898606,1,Indian Association of Cardiavascular & Thoracic Surgeons,http://www.iacts.org/
67393510,1,German Chemical Society,https://www.gdch.de/
67695068,1,Primary Care Diabetes Europe,https://www.pcdeurope.org/
67833540,1,"Association with the Centre for African Studies, University of Cape Town",http://www.africanstudies.uct.ac.za/
68257882,1,National Communication Association,http://www.natcom.org/
68463970,1,CIRET,http://www.ciret.org/
68802660,1,SFGBM,https://sfgbm.fr/
68913162,1,Chartered Institute of Library and Information Professionals,http://www.cilip.org.uk/
69220080,1,British Sociological Association,http://www.britsoc.co.uk/
69229622,1,British Society for Sport History,https://www.sportinhistory.org/
69248470,1,Royal Society Te Aparangi,https://royalsociety.org.nz/
69627091,1,Society for the Study of School Psychology,https://www.sssp-research.org/
69687699,2,ASM International,https://www.asminternational.org/
69801987,1,Sociedade Brasileira de Computação,http://www.sbc.org.br/index.php?language=2&subject=248
69840963,1,International Society of Psychiatric Mental-Health Nurses,http://www.ispn-psych.org/html/about_us.html
69872077,1,Association for Project Management (APM) and the International Project Management Association (IPMA),http://www.apm.org.uk/ and https://www.ipma.world/
70002872,1,Japanese Society of Pathology,http://pathology.or.jp
70191686,1,Japanese Society of Echocardiography,http://www.jse.gr.jp/en/index.html
70513841,1,Society for the Study of Addiction to Alcohol and other Drugs,http://www.addiction-ssa.org/
70661765,1,Society of Behavioral Sleep Medicine,https://www.behavioralsleep.org/
70928947,1,American Society for Pain Management Nursing,http://www.aspmn.org/
71191459,1,European Institute of Education and Social Policy,http://www.eiesp.org/
71291065,1,Orphanet,http://www.orpha.net/
71588376,1,The Institute of Public Administration of Canada,http://www.ipac.ca/
71860415,1,European Association of Developmental Psychology,http://www.eadp.info/
72071028,3,Norwegian Statistical Association,https://sites.google.com/site/statistiskforening/
72072742,1,Institute of Rural Management Anand,https://www.irma.ac.in/
72160414,1,Korea Water Resources Association,http://www.kwra.or.kr/eng/main/index.htm
72188638,1,International Society for Experimental Hematology,http://www.iseh.org/
72366220,1,János Bolyai Mathematical Society,http://www.bolyai.hu/index_en.htm
72530233,1,International Society for First World War Studies,http://www.firstworldwarstudies.org/
72772346,1,Association for Environmental Health and Sciences Foundation (AEHS),https://www.aehsfoundation.org/
72893657,1,"Department of Geography, National University of Singapore",http://www.fas.nus.edu.sg/geog/
72913437,1,Deutsche Krebsgesellschaft e.V. (DKG),https://www.krebsgesellschaft.de/
72944096,1,Diabetes UK,http://www.diabetes.org.uk/
72950743,1,United Association for Labor Education,http://www.uale.org/
73028643,1,The Classification Society,https://tcs.wildapricot.org/
73047979,1,British Association of Urological Nurses,https://www.baun.co.uk/
73080522,1,"Department of Educational Leadership, Policy, and Human Development at North Carolina State University",
73484101,1,Multimedia Archives,https://www.youtube.com/user/ijrrmultimedia
74916569,1,Occupational Therapy Australia Limited,https://www.otaus.com.au/
75230789,1,Royal Meteorological Society,https://www.rmets.org/
76397174,1,The Brazilian Society of Mechanical Sciences and Engineering,http://www.abcm.org.br/
76594230,1,Environment Institute of Australia and New Zealand,http://www.eianz.org/
76877748,1,ASPA,https://www.aspanet.org/
77033920,1,International Association for the Philosophy of Sport,International Association for the Philosophy of Sport
77082647,1,International Comparative Policy Analysis-Forum (ICPA-Forum),https://comparativepolicy.org/icpa-forum/icpa-forum-member-benefits/
77346633,1,Australian Linguistic Society,http://www.als.asn.au/
77500791,1,Chinese Society of Clinical Oncology (CSCO),http://www.csco.ac.cn/
77581241,1,Entomological Society of China,http://entsoc.ioz.ac.cn/
77999381,1,Australasian Palaeontologists,http://aap.gsa.org.au/
78692710,1,International Federation of Dental Hygienists,http://www.ifdh.org/
78792899,1,International Council for Small Business,https://icsb.org/
78926909,1,Very Large Databases Endowment Inc.,http://www.vldb.org/
79074319,1,American Academy of Clinical Neuropsychology,https://theaacn.org/
79162425,1,British Medical Ultrasound Society,http://www.bmus.org/
79173686,2,https://www.uib.no,FALSE
79187626,1,The European Society of Veterinary Dermatology,https://www.acvd.org/
79449806,1,Oikos Editorial Office,http://www.oikosoffice.org
79872515,1,Indian Ceramic Society,http://www.incers.org/
80110507,1,AASP - The Palynological Society,https://palynology.org
80347152,1,International Society for Third Sector Research (ISTR),http://www.istr.org/
80821584,1,The Japan Society of Ultrasonics in Medicine,http://www.jsum.or.jp/
80823180,1,Association for Critical Sociology,http://www.criticalsociology.org/
81083566,2,Crop Science Society of America,https://www.crops.org/
81103468,1,"Management Centre for Human Values, Indian Institute of Management, Calcutta",https://www.iimcal.ac.in/faculty/centers-of-excellence/management-center-for-human-values/management-center-for-human-values
81521204,3,Mathematical Sociology Section of the American Sociological Association,http://www.mathematicalsociology.org/
82098733,2,https://www.britishecologicalsociety.org/,FALSE
82178847,1,Economic Society of Australia,http://esacentral.org.au/
83170543,1,European Educational Research Association,http://www.eera.eu/
83254143,1,National Association of School Nurses,http://www.nasn.org/
83262020,2,https://www.iaaer.org/,FALSE
83451902,2,Israel Society of Colon and Rectal Surgery,http://www.iscrs.org/english.html
83557516,1,Canadian Society for Chemical Engineering,http://www.cheminst.ca/about/csche
84585612,1,American College of Lifestyle Medicine,http://www.lifestylemedicine.org/
84680275,1,Society of Chemical Industry,
84753440,1,Asia-Pacific Academic Consortium for Public Health,http://www.apacph.org/wp/
84837402,2,American Neurogastroenterology and Motility Society,http://www.motilitysociety.org/
85012985,1,Cognitive Development Society (CDS),https://cogdevsoc.org/
85245245,1,Commission on Legal Pluralism,http://www.commission-on-legal-pluralism.com/
85335245,2,University of Vilnius,https://www.vu.lt/en/
85680040,1,Society for Language Development (SLD),https://web.sas.upenn.edu/societyforlanguagedevelopment/
85837164,1,"CASI, and the official journal of CRSS-SCT",https://crss-sct.ca/
85906241,1,Interior Design Educators Council,http://www.idec.org/
85907422,1,American Geographical Society (AGS),https://americangeo.org/
85953240,1,Institute of Physics and Engineering in Medicine (IPEM),http://www.ipem.ac.uk/
86125002,1,European Association of Environmental and Resource Economists,https://www.eaere.org/
86387881,3,American Broncho-Esophagological Association,http://www.abea.net/
86419656,2,http://www.bda.uk.com/,FALSE
86486980,3,Japan Society of Andrology,http://www.j-andrology.org/
86633019,1,the Italian Society of Surgery,https://www.sicitalia.org/
86871763,2,American Medical Society for Sports Medicine,https://www.amssm.org/
86895130,1,British Association for Cytopathology,http://www.britishcytology.org.uk/
86954274,1,Canadian International Council,http://opencanada.org/
87100381,1,Asia-Pacific Educational Research Association,http://eras.org.sg/apera/
87123477,3,German Aerospace Center,https://www.dlr.de/DE/Home/home_node.html
87304893,1,UNISA Press,https://www.unisa.ac.za/sites/corporate/default
88041965,1,Emergency Nurses Association,http://www.ena.org/
88226677,1,The Phytochemical Society of Europe,http://www.phytochemicalsociety.org/
88471346,1,International Society of Photosynthesis Research,https://www.photosynthesis-research.org/
88719806,1,The European Association of Chemistry and the Environment (ACE),http://www.europeanace.com/index.php
89004459,1,American Association of Colleges for Teacher Education (AACTE),http://www.aacte.org/
89023782,1,European Federation of Food Science and Technology,http://www.effost.org/
89339265,1,International Society of Cerebral Blood Flow and Metabolism,http://iscbfm.org/
89921308,1,"Institute of Materials, Minerals and Mining",http://www.iom3.org/
89947762,1,Agricultural Economics Society,http://www.aes.ac.uk/
90044667,1,Pan American Society for Clinical Virology and The European Society for Clinical Virology,http://www.pascv.org/ http://www.escv.org/
90283396,1,Political Studies Association,http://www.psa.ac.uk/
90435924,1,American Anthropological Association,http://ad.americananthro.org/
90511721,1,Willi Hennig Society,http://www.cladistics.org/
90526950,1,The Society for the Psychological Study of Social Issues (SPSSI),http://www.spssi.org/
91057606,1,Japan Society of Gene and Cell Therapy,http://www.jsgct.jp/info.htm
91252481,1,International Speech Communication Association (ISCA),http://www.isca-speech.org/
91329243,2,Société de Biologie Cellulaire de France,http://www.sbcf.fr/
91612243,2,Primates Society of Japan,http://primate-society.com
91695523,1,Peripheral Nerve Society,http://www.pnsociety.com/
91823780,1,Society Home Page,http://www.clays.org/
92068807,1,The Ohio State University,https://www.osu.edu/
92638099,4,Polish Society for Photodynamic Medicine,
93528005,1,Society for Educational Studies,http://www.soc-for-ed-studies.org.uk/
93626530,1,Korean Society of Automotive Engineers,http://journal.ksae.org/
93630570,1,Product Development & Management Association,http://www.pdma.org/
94083415,1,Institute of Behavioral Finance,http://www.dremanbehavioralfinance.org/
94339582,1,Organization for Research on Women and Communication,http://www.orwac.org/
94414036,1,Canadian Association of Geographers,
94429145,1,Deutsche Geologische Gesellschaft - Geologische Vereinigung (DGGV),http://www.dggv.de/startseite.html
94971995,1,Politics of Education Association,
95463437,1,Society for Vector Ecology,http://www.sove.org/
95624121,1,Group for the Advancement of Psychodynamics and Psychotherapy in Social Work (GAPS),http://www.gaps.org.uk/
95927495,1,Australian Library and Information Association,http://www.alia.org.au/
96000363,1,International Federation of Automatic Control,http://www.ifac-control.org/
96167972,1,Institute of Corrosion,http://www.icorr.org/
97150082,1,Society for In Vitro Biology,https://sivb.org/
97342212,1,Association for Iranian Studies,https://associationforiranianstudies.org/
98289679,1,British Psychological Society,https://www.bps.org.uk/
98320179,1,The Trade Union and Professional Association for Family Court and Probation Staff,http://www.napo.org.uk/
98723585,1,Ecological Society of America,https://www.esa.org/
99033363,1,American Institute for Bisexuality,http://www.bisexual.org/
99249366,1,Political Studies Association,http://www.psa.ac.uk/
99404374,1,Société française de psychiatrie de l'enfant et de l'adolescent,
100175869,2,European Neuroendocrine Tumour Society,https://www.enets.org/
100205347,1,Association of Children's Residential Centers,http://togetherthevoice.org/
100227592,3,Austrian Spine Society,https://www.spine.at/
100706773,1,Society for Applied Philosophy,https://www.appliedphil.org/
100777832,1,"AIJ, AIK and ASC Chief Editor: Professor Xilin Lu",https://tandfonline.com/action/journalInformation?show=societyInformation&journalCode=tabe20
101177023,1,Society for Adolescent Health and Medicine,http://www.adolescenthealth.org/
101755860,2,WVPA,http://www.wvpa.net/
102011834,1,francophone societies in nuclear medicine,https://www.sfmn.org/
102860129,1,International Literacy Association (ILA),https://www.literacyworldwide.org/
102949365,1,Strategic Management Society,http://strategicmanagement.net/
103047102,2,Institute for Operations Research and the Management Sciences,https://www.informs.org/
103800664,1,International Development Ethics Association,https://developmentethics.org/joining-idea-2/
103858575,1,Center for the Study of the Presidency and Congress,http://www.thepresidency.org/
103865650,1,American Association of Pharmaceutical Scientists,https://www.aaps.org/
103976430,1,International Society for Chinese Medicine,http://www.iscm.org.mo/
104092111,1,American Nuclear Society,https://www.ans.org/
104414929,2,Royal Botanical Society of the Netherlands,http://www.knbv.eu/en/homepage
104550190,1,American Society Biochemistry and Molecular Biology,https://www.asbmb.org/
104568202,1,Association for Tertiary Education Management,https://www.atem.org.au/
105044966,1,American Counseling Association,http://associationdatabase.com/aws/NCDA/pt/sp/home_page
105066276,1,"Taylor & Francis in cooperation with Umeå University, Sweden",http://www.umu.se/english
105236765,1,William Alanson White Institute,http://www.wawhite.org/
105501033,1,International Lake Environment Committee,http://www.ilec.or.jp/en/
105929320,1,International Association of GeoChemistry,http://www.iagc-society.org/
106274365,1,Council for Social Development,http://www.csdindia.org/
106613514,1,SexEd Network,http://network.sexedstore.com/
106614353,1,African Organisation for Research & Training In Cancer (AORTIC),http://www.aortic-africa.org/
106623195,1,Entomological Society of Korea,
106707257,1,Akadémiai Kiadó Hungary,https://akjournals.com/view/journals/10998/10998-overview.xml?rskey=cnFi1a&result=68
107036887,1,Asia Academy of Management,http://www.aaom.asia/
107325288,1,The Society for Social Choice and Welfare,http://www.unicaen.fr/recherche/mrsh/scw
108239708,1,ALCAS,http://www.alcas.asn.au/
108455820,1,Economic History Society of Australia and New Zealand,https://economichistorysociety.wordpress.com/
108525051,1,"American Academy of Allergy, Asthma and Immunology",http://www.aaaai.org/
108845946,1,LSE Department of Economics,http://www.lse.ac.uk/economics/home.aspx
109525458,1,Institution of Mechanical Engineers,http://www.imeche.org/home
109761077,2,Northeastern Academy Department of Criminal Justice Sciences,
109884595,1,The Japanese Society of Fisheries Science,https://jsfs.jp/en/
110036823,1,"Elections, Public Opinion and Voting Behavior",https://connect.apsanet.org/s32/
110643388,3,Hong Kong Society of Professional Optometrists,http://www.hkspo.org.hk/
