work_id,title
4250612380,Another Ute Uprising and Famous Guests
3206723086,"Developing data mart using extraction, transformation and loading"
3217235374,Effects of Vibration on Small Blood Vessel Perfusion within the Vocal Folds
2523269941,溶劑和酰基受體對α-氰基－3-苯氧基苄醇乙酯的酶促對映體選擇性轉酯化反應的影響
3028828821,Contamination of filtering face piece 3 masks with SARS-COV-2 during endotracheal intubation
2796150380,Musikforschung in der Volksrepublik China (1949-1988)
2185669860,"The neural basis of idiom processing: Neuropsychological, neurophysiological and neuroimaging evidence"
2798898953,Across the Solar System
2755659645,A Qualitative Study of the Crime-control Potency of Traditional Justice System in Oshogbo
3139148960,Management of Adverse Events Associated with PARP Inhibitors as First-Line Maintenance Therapy in Ovarian Cancer
2600203688,Subject benchmark statement. Languages and related studies
136319417,INTERNATIONAL COMPARATIVE ANALYSIS ON URBAN TRANSPORTATION ENERGY CONSUMPTION
2040856673,Attractor embedding in metal cutting
1591148713,The Effect of Adverse Supply Shocks on Monetary Policy and Output
761119895,An Analysis of the Financial Ratios of Taiwan Export Industries.
2077587809,Minisatellite DNA Profiles: Rapid Sample Identification in Linkage Analysis
356601076,分散型電源設備(コジェネ)の国内における導入状況と普及への期待 (特集 分散型電源システムの現況と展望)
757088115,坚持实事求是原则 贯彻“共同发展”方针
2945793601,Ru nanoparticles supported on N-doped reduced graphene oxide as valuable catalyst for the selective aerobic oxidation of benzyl alcohol
3141726412,Real-Time High Resolution THz Imaging with a Fiber-Coupled Photo Conductive Antenna and an Uncooled Microbolometer Camera
3001661208,ОТНОШЕНИЕ СТУДЕНТОВ К СМЕШАННОМУ ОБУЧЕНИЮ ПРИ ИЗУЧЕНИИ АНГЛИЙСКОГО ЯЗЫКА
3152890329,Sentiment Sentence Construction Algorithm of Newly-Coined Words and Emoticons Dictionary for Social Data Opinion Analysis
37957058,Studies on Microorganisms in Simulated Room Environments
3149490019,A discussion of incorporating tableware concentrated decontaminating in sanitation administration permission management
1483000546,Processing and analysis of seismic reflection data for hydrocarbon exploration in the plio-quaternary marine sediments
281486230,"Hat die AusprÃ¤gung, Ausdehnung und Lokalisation der peritonealen Endometriose einen prÃ¤diktiven Wert fÃ¼r Schmerzsymptomatik und SterilitÃ¤t?"
4399095569,Prolongated and large dose of r-ATG relieves PD-L1 inhibitor-induced allograft rejection in liver transplant recipient
3214815991,RECONCEPTUALISING TRANSLANGUAGING PRACTICES FOR MINORITY LANGUAGE IMMERSION EDUCATION: IMPLICATIONS FOR TEACHER EDUCATION AND CURRICULUM DESIGN
4392542790,"DIN ISO 965-4:2024-04, Metrisches ISO-Gewinde allgemeiner Anwendung_- Toleranzen_- Teil_4: Grenzmaße für feuerverzinkte Außengewinde, passend für Innengewinde der Toleranzfeldlagen_H oder_G nach Aufbringung des Überzugs (ISO/DIS_965-4:2024); Text Deutsch und Englisch"
1981717017,Search for Ultra-High Energy Tau Neutrinos in IceCube
2327299165,Прямые измерения ультракоротких времен жизни оптических фононов
4251892696,Control of Nondeterministic Discrete-Event Systems for Bisimulation Equivalence
276533543,"HP-119-1 冠動脈疾患を合併した胸部大動脈瘤に対する診断・治療(心臓:後天性疾患(手術1),ハイブリッドポスター,第109回日本外科学会定期学術集会)"
762518349,怎样让职高语文课堂“活”起来
3189478303,지능형 스토리텔링 콘텐츠 기획지원도구 모델설계 및 구현에 관한 연구 - 가족이야기(familyHistory)를 중심으로 사례연구
3081641952,Preface To The 2013 Edition
4385252148,Mutual information maximization and feature space separation and bi-bimodal mo-dality fusion for multimodal sentiment analysis
2253719786,立足农村“沃土”落实语文综合性学习
2031309825,Extensive Intestinal Atresia and Forestomach Distention in a Full Term Fetal Calf
2205005058,아태지역 높이체계 연계를 위한 현황 조사 및 분석
2047220981,"Discussion: “A New Concept of Zero-Leakage Noncontacting Mechanical Face Seal” (Etsion, I., 1984, J. Tribol., 106, pp. 338–343)"
2413347991,Inhibition of tumor cell induced platelet aggregation by prostacyclin and carbacyclin: an ultrastructural study.
2366600761,Agrobacterium tumefaciens-Mediated Transient Transformation of Arabidopsis thaliana Leaves
761553904,多种措施确保“下乡产品”质量
2496157798,UPAYA MENINGKATKAN KEMAMPUAN BERPIKIR KRITIS DENGAN STRATEGI INKUIRI TERBIMBING
4109882,パルプ及び製紙に関する研究 : 第15報 紙のAir Resistanceに就ての基礎的実験(1)
2064180930,The Architecture of the Right Ventricular Outflow Tract in the Normal Human Heart and in the Presence of Ventricular Septal Defects
1913743005,Estética de las vulvas
4253021215,"From the Prussian to the German School, 1891–1895: Operational Doctrine and the Ideology of Sea Power"
3183819818,"Cara Tanam dan Pemupukan Tanaman Kacang Hijau di Lahan Kering Iklim Kering Sumba Timur, Nusa Tenggara Timur"
4393123911,On the Theory of Thermal Switching in Semiconducting Devices
4247233705,Sulfasalazine and folate deficiency
2317538096,Possible sites of action of gossypol on steroidogenesis in mouse leydig cells
2092414956,Anatomical localization and time course of Fos expression following soman-induced seizures
2978981607,Con el pétalo de una nota
2091762542,Fluorescence Immunohistochemical Localization of Malate Dehydrogenase Isoenzymes in Watermelon Cotyledons
4242894334,Issue Information
24525969,Analisis Pengaruh Penerapan Good Corporate Governance terhadap Operational Risk pada Bank Maspion Tahun 2008-2010
938074904,聚焦现在完成时中考“六”考点
832641347,Expediente técnico de homologación de una cabina C5
2913756444,Extended Inclusion of Nature in Self Scale
4381465610,iQMC: Iterative Quasi-Monte Carlo for k-Eigenvalue Neutron Transport Simulations
2081056958,Trocing planar surface motion from projection without knowing corespondence
4379618909,IEEE Communications Society Information
2787889833,"Samia Bano (ed.), Gender and Justice in Family Law Disputes: Women, Mediation and Religious Arbitration"
4225685391,Restricted Boltzmann Machine
4240258007,Das ideale Fermi-Gas: Zustandsgleichungen für Fermionen
2076384498,Novel CDKN2A Mutations Detected in Western Swedish Families with Hereditary Malignant Melanoma
52100697,Observations sur le document de Montreux relatif aux obligations juridiques internationales pertinentes et aux bonnes pratiques pour les Etats concernant les activités des sociétés militaires privées
2320679106,"�ber die Nitrierung von 7-Chlor-5-phenyl-1H-thieno[2,3-e]1,4-diazepin-2(3H)-on"
4313163545,DID THE GABILAN MESA FORM BECAUSE OF THE CHANGE IN SLIP BEHAVIOR ON THE SAN ANDREAS FAULT?
2116618702,Effect of Fe-rich intermetallics on the wear behavior of eutectic Al–Si piston alloy (LM13)
1980495760,"Expression and function of CCAAT/enhancer binding proteinβ (C/EBPβ) LAP and LIP isoforms in mouse mammary gland, tumors and cultured mammary epithelial cells"
1981853564,Citrate binding of Al3+ and Fe3+
3123227317,The BRIC Nations and the Anatomy of Economic Development: The Core Tenets of Rule of Law
2520264104,Influence of errors in prescriptions on the security of medicine
3210569752,A discussion on the Improvement of Chinese Vegetation Classification System and Nomenclature
4300507874,Innovation in theory and practice
2348792670,The environmental SCience Research lnstitU“On OfBaotou City
1607844882,Planta desaladora de agua Caldera : integración industria ciudad
4391658212,GIRK channel as a reporter system to study allostery in M2 muscarinic acetylcholine receptor
2087313135,Plasma and Muscle Myostatin in Relation to Type 2 Diabetes
1586803374,Hızlı Ardışık Entübasyon Protokolü ve İlaçları
4285359259,Corpus-based teaching materials for specialised courses: the case of English for mathematicians
2384683601,Problems and Countermeasures of Imposing Discharge Fee
3025763019,COVID-19 and Labour Law: Japan
2228493511,Identifying a Network and its Effects
3216795325,Prismatic edge dislocations in graphite
4396340232,GBIF Occurrence Download
2136212517,Effects of dietary enrichment with a marine oil-based n-3 LCPUFA supplement in sows with predicted birth weight phenotypes on growth performance and carcass quality of offspring
2996582859,Validation of Learning Media Using Argument Driven Inquiry (ADI) Learning Model
3029998414,Unsupervised adversarial deep domain adaptation method for potato defects classification
4397515662,CCDC 1501761: Experimental Crystal Structure Determination
4396538623,Avant-propos
2217232019,Der Hall von Innenräumen
1999973964,Electric control of tunneling energy in graphene double dots
4385810338,Force Characteristics of Yersinia pestis Lipopolysaccharide Interaction with TLR4 and CD14 Receptors on J774 Macrophages: Atomic Force Microscopy
1574245383,Reflections on the United Nations sanctions against South Africa
4390891779,Packing and unpacking management control in major sport events
4385269368,A discrete version of CMA-ES
4241960368,"Coastal-Fish Communities along the Northern Coast of the Gulf of Finland, Baltic Sea: Responses to Salinity and Eutrophication"
4230729821,Petition
2788527671,Adult female with symptomatic AVPR2-related nephrogenic syndrome of inappropriate antidiuresis (NSIAD)
1987513055,Anisotropy of Microporous Fe-Based Samples Deduced from Electric Field Patterns and Resistivity Measurements
2053124065,The variability of pharmaceutical preparations*
3048969770,FUNCTIONAL EVALUATION OF MASTICATORY MUSCLES DURING THE INCREASED PHYSICAL EXERTION
1488124604,Ungleiche Chancen im Wissenschaftssystem: Artefakt oder Realität?
4206051304,Optimizing the Medication-Use Process (9903)
3187650572,Does reducing municipal taxes works to increase revenue and reduce inequality at metropolitan level
4397300011,CCDC 1550638: Experimental Crystal Structure Determination
4213198704,5 Towards a Creative Involution
1043146961,Pengaruh Media Audio (Lagu Anak-Anak) Dan Media Visual (Kartu Bergambar) Terhadap Pengetahuan Gizi (PUGS Dan PHBS) Serta Tingkat Penerimaannya Pada Anak Usia Sekolah dasar Negeri Di Kota Bogor
3026462691,Right Lung Middle Lobe Agenesis and Multiple Bone Anomalies
4254707516,Selection of friction reducer for slickwater fracturing to achieve both fracking robustness and production maximisation
2976951630,"Botanical Evaluation of Some Stevia (Stevia rebaudiana, Bertoni) Varieties under Different Nitrogen fertilizer Levels."
2566347944,2. The Pirates of Phoenicia
1563770173,Assaying and PET imaging of ytrrium-90: 1/spl Gt/34ppm>0
4233844010,Meet the Editorial Board
4400757012,Export tax rates in Argentina
4250199390,VA Studying Treatments for Gulf War Illnesses
2255538901,Evaluating the Impact of Outward Foreign Direct Investment in China on Taiwanese Manufacturing Firms
2074193194,"The influence of chitosan hydrogel on stem cell engraftment, survival and homing in the ischemic myocardial microenvironment"
2267903995,Задача оптимального управления для систем с импульсными воздействиями при нелокальных краевых условиях
2560564410,MVL-PUFs: multiple-valued logic physical unclonable functions
4237506714,"MONKSHOOD, ACONITE (Aconitum)Aconite (Aconitum)"
4242093644,Chinese Medicine Men: Consumer Culture in China and Southeast Asia (review)
4248917137,UltraPoorGraduationPilotinYemen
3024121956,[Study of angle between maxillary incisor and alveolar bone using cone-beam CT].
2284148561,Designing Development Work for Greater Outcomes
2154141340,Resistance to institutional change: the case of the Japanese publishing field
2066291151,The Absolutely Fabulous but Flawlessly Customary World of Female Impersonators
4290881098,Census quam propter participes dare non possum
3129097102,Decision letter: Metabolomic profiling of rare cell populations isolated by flow cytometry from tissues
4281747995,SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PENGGUNAAN MEDIA PEMBELAJARAN ONLINE MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS (AHP)
3162235294,"Spanish philosophers perceptions of pay to publish and open access: books versus journals, more than a financial dilemma."
3176713355,La caza en la prehistoria de la provincia de Albacete
4248249972,Évolutions dans les pays membres de l'OCDE
2000730547,Morphology of suspension polymerized polyacrylamide
4235329086,Recently Patented Inventions
1593661441,Datalog and description logics: Expressive power
2572531829,The Role of Religion on Purchase Behavior of Muslim Consumers: The Context of Bangladesh
2386899659,"An Analysis of ""We Need a More Dialectic Viewpoint of Nature"
3200341085,Does the medical insurance system really achieved the effect of poverty alleviation for the middle-aged and elderly people in China?Characteristics of vulnerable groups and failure links.
3022310114,Nach dem niederländischen Nein: Wie geht es weiter mit dem EU-Ukraine Assoziierungsabkommen?
3000692212,Применение заменителей масла какао в производстве конфет с корпусом типа пралине
3023262274,"Le safou, un atout nutritionnel dans la diète des camerounais"
141414036,2-1-18. 金属冠周囲歯肉のLangerhans細胞に関する電子顕微鏡的検索 (第74回日本補綴歯科学会学術大会講演要旨)
2322063756,More than Exception: Categories and the Problem of “Nature” in the Ruhr
1633442320,Electroless Deposition Approaching the Molecular Scale
2471194281,[Diabetic vascular disease: a clinical case of cutaneous and visceral capillaropathy].
4385111863,"amalgamize, v."
2476244633,Participating in Deaf Sport: Characteristics of Deaf Spectators
4239210012,Agricultural Libraries
4389988582,Energy Optimization of Microgrids Based on Electricity-Carbon-Green Certificate Synergy
4308146710,ST‐SIGMA: Spatio‐temporal semantics and interaction graph aggregation for multi‐agent perception and trajectory forecasting
224250666,打上げ煙火玉に働く Magnus 力に関する研究
2955520266,Polymorphism and Safety of Drugs in the Case of Leocaine - A Local Anaesthetic of New Generation
4390289169,Trusts and the Fundamental Freedoms – The Exit Tax Regime in Trustees of the P Panayi (Case C-646/15)
4231455614,Performance Measurement
2607487545,"Demography of the sessile rotifers, Limnias ceratophylli and Limnias melicerta (Rotifera: Gnesiotrocha), in relation to food (Chlorella vulgaris Beijerinck, 1890) density"
4394337182,Analysis of the NANDA-I taxonomy “maternal-fetal dyad” concept in high-risk pregnancy: integrative review
2922170547,The revolving door of families in the child welfare system: Risk and protective factors associated with families returning
4385048853,"aggression, n."
2014603422,"Experimental Surgery, Including Surgical Physiology"
2598488868,La tecnología: una herramienta de apoyo para pymes y emprendedores desde el entorno universitario
4390216933,Data for EMSL Project 51545 from April 2022
466180009,LibGuides: Reference Books: Business and Economics
4213221074,Loudness
2068826920,Sports tourism in Israel
2291086656,Neutral solution low in glucose degradation products is associated with less peritoneal fibrosis and vascular sclerosis in patients receiving peritoneal dialysis
4390394044,Using literary conversations to design stimulating learning environments for all elementary students
2100893201,Control theoretic approach to inertial navigation systems
1957492878,Wederzijdse erkenning en wederzijds vertrouwen : De Nederlandse rechtspraak inzake overlevering
4231105428,Books Received
4238131727,Numerical Study of Crack Propagation in Stiff Clays
2443645358,[Complications in HELLP syndrome due to peripartal hemostatic disorder].
4393067051,Chapter One: What Is the Scope of the Domestic Violence Problem in Society?
3211726777,Noise Electrometry of Polar and Dielectric Materials.
3107157883,Acute coronary syndrome patients with two minor high-bleeding risk criteria have the same bleeding rate that patients with one major criteria
2894620285,Mechanical Factors Affecting Heart Morphogenesis
3031550300,神经性厌食症患者的临床观察与护理
2396876303,OTCs and PPIs what is going on here?
3185790764,Anania Shirakatsi Musician
570038044,"フランス人歴史家の大川周明論--ピェ-ル・ラヴェル氏の論文「日本の超国家主義の中心人物,大川周明(1886〜1957年)」について"
4322769198,Investigation of the Possibility of Using High-Clay-Mineral Opal-Cristobalite Rocks for Fine Purification of Water from Highly Soluble Organic Compounds
2914131879,Measurements of Lipid Vesicle Charge in Solutions of Zwitterions
4302305892,Quench dynamics in the Jaynes-Cummings-Hubbard and Dicke models
2086990283,RP‐HPLC method with electrochemical detection for the determination of metoclopramide in serum and its use in pharmacokinetic studies
2359899274,Immune Quantum Algorithm for Division of Hardware and Software of Soc System
2757078564,"Dolç, salat, amargant, àcid, umami... I aigua!"
2800437408,Analysis of gene expression patterns in feeding sites induced by sedentary plant parasitic nematodes.
2950148425,Integrated Corporate Network Service Architecture for Bring Your Own Device (BYOD) Policy
2080624201,"The Nature of Social Laws: Machiavelli to Mill By Robert Brown Cambridge University Press, 1984, 270 pp., £22.50"
3150125851,"William Fryer, No 1 Command Depot, Perham Downs, Salisbury Plains, [England] to Liz, c1917"
2070365018,Steel: A new round of protectionism in American trade
1489521620,Atresia congénita del colon. Una causa rara de obstrucción intestinal neonatal
4386721973,Classical dynamics of infinite particle systems in an operator algebraic framework
2055142270,Role of early fundoscopy for diagnosis of Wolfram syndrome in type 1 diabetic patients.
2996173083,"Molecular Docking-based Virtual Screening, Molecular Dynamics and Atoms in Molecules (AIM) Studies to Identify Potential Inhibitor against the Extracellular Region of Human Epidermal Receptor 2"
2363890877,A Method to Accelerate or Decelerate the Speed of Step Motor Controlled by Singlechip Following S Curve
2963719215,Novel findings on the impact of HIV infection: Interplay between T cell development and peripheral T cell homeostasis
2567552212,"Town Of Oakham, Massachusetts Annual Official Reports For The Financial Year Ending December 31, 1918"
2797117899,Uber das Vorkommen der Symmeria paniculata Benth. in Afrika
4247931348,EDITORIAL
4395906066,Occurrence Download
4243066064,Books Received for Review
2743568343,Validation of the Section Maba of Diospyros L. (Ebenaceae)
2784189674,Artificial Intelligence Estimation of Carotid-Femoral Pulse Wave Velocity using Carotid Waveform
188328295,Role of small nuclear research centers in technology transfer
2898190525,Självbetjänad bagageinlämning : Ett produktutvecklingsarbete för Sveriges flygplatser och dessas bagagehantering
115938309,Fortbildung von Führungskräften in Finnland
2105425623,"Planococcus columbae sp. nov., isolated from pigeon faeces"
2993402611,[Pathogenesis of thrombus formation in varicose veins].
4400978837,The Privacy of Emotions
3107523817,A Happy Life
792026302,Libro de las historias de Nuestra Señora
2771397694,Modelling of cerebral tuberculosis in BALB/c mice using clinical strain from patients with CNS tuberculosis infection
643768163,A study of the influence relationship between opinion leaders and followers
1971728622,Granule structure of C-type Chinese Yam (Dioscorea opposita Thunb var. Zhongbowen) starch by acid hydrolysis
2046728129,On asymptotic properties of derivatives of the deformation tensor of solutions of the systems of elasticity theory
2753270279,Concentração de metais pesados em plantas de maracujá doce cultivadas em dois solos tratados com lodo de esgoto
4283816531,"Land Use, Temperature, and Nitrogen Affect Nitrous Oxide Emissions in Amazonian Soils"
2422440213,[Cardiac glycoside-induced inhibition of membrane ATPase as a cause of digitalis intoxication].
2294303398,Impacts of Aerosols on Human Health in East and Southeast Asia
4320086697,Empirically Equivalent Distributions in Ontological Models of Quantum Mechanics
2025150225,Navigating reductionism and holism in evaluation
2160767073,Past absence as a predictor of present absence: the case of a large Danish municipality
1613179944,The International Science Hall at the Brussels Exhibition
2332346697,La prosodie du français populaire des jeunes
4234629437,The Roman Forum
4226270634,Élisabeth Lacoin. Les traces vivantes du Chatfoin. Conclusion
2280135785,Evaluación de una propuesta extraescolar de conductas apropiadas en educación física y deportiva (Extracurricular proposal evaluation for appropriate behaviours in physical education and sports)
2473269039,MO-FG-CAMPUS-IeP2-03: Validation of an SSDE-To-Organ-Dose Calculation Methodology Developed for Pediatric CT in An Adult Population
3082363190,Analysis of copy number alterations reveals the lncRNA ALAL-1 as a regulator of lung cancer immune evasion
2996678712,Differences in Metastatic Pattern in Patients Presenting With or Without Obstructing Colorectal Cancer: A Retrospective Observational Study of 2595 Patients
2063597804,Is the Stock Market Efficient?
2914062209,Observations on developing reliability information utilization in a manufacturing environment with case study: robotic arm manipulators
135739742,OCCURRENCE OF HYALURONIDASE INHIBITORS IN FRACTIONS OF ELECTROPHORETICALLY SEPARATED SERUM
214973862,"Selection of rigid N-donor ligands influence the dimensions and luminescences of five new Cd(II) coordination polymers, based on a flexible tricarboxylic acid"
4312798768,新时期移动通信技术发展与应用
63987288,Der unbekannte Kunde
4328136565,Weight gain with age and coronary atherosclerosis: Only the tip of a deadly iceberg
1955947058,동축 카메라로 부터 얻은 영상의 분석과 응용
1994689978,The ancestry of reptiles
2167634770,O USO DE SI E A EDUCAÇÃO PSICOSSOMÁTICA : EXERCÍCIOS ESTÉTICO-POLÍTICOS DA CULTURA SOMÁTICA MODERNA
2529595813,Physicians' Knowledge about Radiation Dose in Radiological Investigation in Iran.
3197903150,The SLED project and the dynamics of coronal flux ropes
2026244900,Complication Rates Following Open Reduction and Internal Fixation of Ankle Fractures
104201479,Entrevista a Jonathan Safran Foer
4400091460,Educational Leadership and Social Justice: 4.0
4254715089,BRAZIL
2303667570,ENACTIVISM AS A NEW VERSION OF EXTERNALISM AND THE PROBLEMS OF SELF-KNOWLEDGE
2432129160,Sustainable inflammation transforms hepatic cells by causing oxidative stress injury and potential epithelial-mesenchymal transition
2780195538,自然由来物質の溶出現象における熱力学的解析の利用 (特集 : 自然由来物質への対応)
2294398758,Расчет и построение кривых обеспеченностей расходов воды рек
2073347116,Modelling of Microstructure Evolution during Hot Rolling of a 780 MPa High Strength Steel
2052734118,INVESTIGATION OF AGROTECHNICAL METHODS FOR CONTROL OF WATER EROSION OF SOILS
1038849394,关于计划与市场的 中性 分析：兼论社会主义市场经济
1164694378,编辑学理论研究的新成果──读《学术期刊编辑理论与实践研究》
2587044194,"Copolymerization of Propylene Oxide with Allyl Glycidyl Ether by Using Double Metal Cyanide Complex Catalyst: Synthesis, Characterization and Reactivity Ratio"
2611549301,Introduction to Harriet Martineau: A Global Anthology of Women's Resistance from 600 B.C.E. to the Present
2918373188,"Portraits: Fabienne Verdier, peintre"
45723623,"豊臣政権の九州国分に関する一考察 : 羽柴秀長の動向を中心に(II 中世社会の展開と近世社会の成立,近世社会の成立と展開,所理喜夫先生退職記念号)"
611155100,シアニン色素の研究-38-ピラン及びチオピラン核を含む色素の合成
2160343902,Systems testing and statistical test data coverage
2287717263,Antioxidanter og mandlig subfertilitet--en gennemgang af et Cochranereview
4306194548,Evaluation of the Efficacy of Amphotericin B and Terbinafine Microemulsions and Their Combination on Cutaneous Leishmaniasis and Comparison with the Conventional Drug Form in BALB/c Mice
1957919225,訴訟上和解、調解之確定力與執行力(上)
2361000245,ON DISCUSSING INDUSTRY TOURISM
4206499798,The Archive
2557398072,Methodology for power factor evaluation of an industrial-type user when photovoltaic system is used
2324577353,Some reliability indexes and sojourn time distributions for a repairable degradation model
2790335739,Clinical Performance of a New Option for Contact Lens Fitting in Corneal Ectasias in Brazil
2964188524,From neutrino electromagnetic interactions to spin oscillations in transversal matter currents
4211161796,Un frammento leopardiano presso la Biblioteca civica di Rovereto
2625345454,"Spectral investigations on Eu3+,Sm3+‐doped and Sm3+/Eu3+ co‐doped potassium‐fluoro‐phosphate glass emitting intense orange‐red for lighting applications"
1025721074,Activation of latent virus in gypsy moth (Lymantria dispar) in different periods of an outbreak.
2247861742,El desarrollo conceptual
3174744853,Fairness ideals in inventory allocation
2405408645,Research Guides. Nancy Deegan. Nancy's Profile.
3158811243,Novel Strategies to design Controllers and State Predictors based on Disturbance Observers
4387663298,The Prevalence of Polypharmacy In Older Europeans: A Multi-country Database Study of General Practitioner Prescribing
2322046588,Effect of Chemical Formulations for Uranium Decontamination by Chemical Gels
2210060445,Plant condition monitoring
2298792496,청소년 게임중독의 심리적요인과 상담
4282960712,Sa1186: INDUCIBLE EXPRESSION OF IL-33 FROM THE BASAL EPITHELIUM ELICITS ESOPHAGEAL AND EPIDERMAL HYPERPLASIA AND TYPE 2 INFLAMMATION.
2991458632,Gravitational waves from newborn accreting millisecond magnetars
4394973776,XIV МНТК “Сучасні напрями розвитку інформаційно-комунікаційних технологій та засобів управління”
184441289,Artigo: Movimentos sociais e ONGs: dos lugares e dos sujeitos
2491588885,Preparation of superconductive P3 cobalt oxyhydrates Nax(H2O)yCoO2 with three-layered CoO2 using NaMnO4 solution
2520503389,都市人，警惕“贷款综合征”
2352674246,An Experimental Study of Hurdle Teaching
2060254230,pRIPPLE: a parallel version of a polynomial-time piecewise linear estimation algorithm
2746063711,ミセル系と組み合わせたN ビニルピロリドン コポリマーを用いた薬物‐ヒト血清アルブミン標準溶液中のアンピシリンの結合特性の決定【Powered by NICT】
4235681763,Repercussões das hidrelétricas binacionais na região das Missões Jesuíticas
2322865320,History of Russian Literature
2044719167,Long-Term Outcomes of Adolescents With Juvenile-Onset Fibromyalgia in Early Adulthood
2149506817,The physiological mechanisms of calcium chloride application on broad bean plants grown under salinity stress
2056507983,The discrimination of orientation by young infants
2477174672,Long term survival: predictors and trends in the South London Stroke Register from 1995 to 2009
2968521248,Automatic canola mapping using time series of sentinel 2 images
4382141011,Exploration of Trimetallic Nanoparticles as Electrocatalysts for Oxygen Reduction
2378201407,The Private Life of Deng Xiaoping
209497226,The Power of Schooling.
4288035088,Cosmic ray shower rate variations detected by the ARGO-YBJ experiment during thunderstorms
2590684800,Multivariate Preoperative and Intraoperative Predictors of Postmastectomy Radiation Therapy in Patients for Whom Immediate Breast Reconstruction Is Planned
2352444027,Inspection and dead-load experiment research of service bridge structure
2180966186,"El Palenque, Spring Issue 1934"
4250839551,Reports of Societies
601004837,今こそ共有すべき「放送倫理マインド」--マスコミの倫理とは、マスコミの節度 (特集 いま、あらためて「放送倫理」)
236808172,System Architectural Concepts: Army Battlefield Command and Control Information Utility (CCIU).
2783758842,Space problem and infrastructural facilities in west Bengal public libraries
2324243456,Message from the Sections Vice-President
2011283295,IMPAIRED ACCUMULATION OF A CATIONIC PHOTOSENSITIZING AGENT BY A CELL LINE EXHIBITING MULTIDRUG RESISTANCE
74592581,Lika men olika : Sverigedemokraterna och Socialdemokraterna i svensk rikspress på nätet 2010
407371727,Variation Diminishing Splinesによる多変数関数近似
3106988022,Efficient Residue Number System Based Winograd Convolution
4394321915,MOESM1 of Comparative analyses of structural features and scaffold diversity for purchasable compound libraries
2800954918,Gearrscéal: In Am an Dóchais
4392660850,Characterization of Radiation Shielding Capabilities of High Concentration PLA-W Composite for 3D Printing of Radiation Therapy Collimators
2981259942,Les fils d’affranchis dans l’Ordo Pompeianus
2109843992,Sampling and Reconstruction of Sparse Signals in Fractional Fourier Domain
3195180729,Environmental impact assessment of coal fired thermal power stations
