publisher_id,alternative_name_seq,alternative_name
4310315338,1,Sabinet
4310315679,1,The Optical Society
4310315679,5,Optical Society of America
4310319680,4,EDUSP
4310319682,1,Campus Verlag
4310319702,3,Palgrave
4310319702,7,格雷夫·麦克米伦
4310319703,1,Palgrave
4310319722,1,Permanente Press
4310319724,2,Herbert Publications Ltd.
4310319727,1,コクランレビュー
4310319727,5,องค์การความร่วมมือโคชเรน
4310319727,9,Cochrane-keskus
4310319727,13,Colaboracion Cochrane
4310319727,16,Collaboration Cochrane
4310319727,20,Кокранівська співпраця
4310319727,24,Кохран
4310319730,1,中国机械工业出版社
4310319731,3,Химическое общество Мексики
4310319732,2,IUP
4310319732,6,印第安纳大學出版社
4310319736,4,Field Museum
4310319736,8,Museo Field
4310319736,12,Muzeum Fielda
4310319736,17,موزهٔ تاریخ طبیعی فیلد
4310319736,21,Музей естественной истории имени Филда
4310319736,25,フィールド博物館
4310319736,29,菲爾德自然歷史博物館
4310319739,3,The Journal of Neuroscience
4310319745,3,RLHS
4310319747,2,日本醫學雜誌株式會社
4310319748,3,EDP Science
4310319749,1,퀸즐랜드 공과 대학교
4310319749,5,QUT
4310319749,9,昆士蘭科技大學
4310319750,2,衛生動物学会
4310319751,4,朝日新闻出版社
4310319771,2,Scandinavian University Press
4310319777,3,Karolinum Press
4310319787,2,영국 왕립 학회
4310319787,6,ߙ߭ߏߦߊߟ ߛߏ߬ߛߊߦߑߕߌ߬ ߐ߬ߝ ߟߐ߲ߘߐ߲߬
4310319787,10,ロイヤル・ソサエティ
4310319787,14,Breska vísindaakademían
4310319787,19,Fellow of the Royal Society
4310319787,23,Inglise Kuninglik Ühing
4310319787,27,Konunglega enska náttúrufræðifélagið
4310319787,31,Kraliyet Cemiyeti
4310319787,32,Královská společnost nauk
4310319787,36,Kuninglik Selts
4310319787,40,Londýnská královská společnost
4310319787,44,Regalis Societas Londiniensis
4310319787,49,Royal Society for the Improvement of Natural Knowledge
4310319787,53,Sociedade Real de Ciências
4310319787,57,Tabiat haqidagi bilimlar taraqqiyoti bo`yicha London qirollik jamiyati
4310319787,61,Tabiat Haqidagi Bilimlar Taraqqiyoti Bo`yicha London Qirollik Jamiyati
4310319787,67,The Royal Society of London for Improving Natural Knowledge
4310319787,71,المجتمع الملكي
4310319787,75,انجمن سلطنتي
4310319787,79,جامعه سلطنتی
4310319787,82,جمعية الملكية
4310319787,86,Британско кралско общество
4310319787,90,Британське королівське товариство
4310319787,94,Королевское общество
4310319787,97,Кралско дружество
4310319787,101,Лондонско кралско дружество
4310319787,105,Թագավորական ընկերություն
4310319787,109,फ़ैलो आफ़ रॉयल सोसायटी
4310319787,112,倫敦皇家學會
4310319787,116,英国王立協会
4310319789,1,MRU
4310319789,5,université Mykolas Romeris
4310319790,2,Polytechnic
4310319790,6,Regent Str. Polytechnic
4310319790,10,University of Westminster
4310319790,14,جامعة ويستمنستر
4310319790,19,Універсітэт Вэстмінстэра
4310319798,2,계산기 학회
4310319798,6,ACM
4310319798,10,Asociacion para la Maquinaria Computacional
4310319798,14,Association for Computing Machinery
4310319798,19,Udruženje za računalne strojeve
4310319798,23,الأقسام الدراسة لدراسة الحاسب
4310319798,27,انجمن ماشين هاي محاسب
4310319798,31,অ্যাসোসিয়েশন অব কম্পিউটিং মেশিনারি
4310319798,32,এসিএম
4310319798,36,美国计算机协会
4310319798,40,アメリカ計算機学会
4310319799,4,アメリカ環境衛生科学研究所
4310319800,1,Edition text+kritik
4310319802,4,Vysoká škola strojní
4310319803,2,VWV
4310319805,1,Pawiyatan Luhur Ahmad Dahlan
4310319808,1,전기 전자 기술자협회
4310319808,5,สถาบันวิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์
4310319808,9,Học Viện của các Kỹ Sư Điện và Điện Tử
4310319808,13,IEEE CT Society
4310319808,16,IEEE計算機學會
4310319808,20,IEEE電腦學會
4310319808,24,Institute of Electrical & Electronics Engineers
4310319808,28,Instituto de engenharia elétrica e eletrônica
4310319808,35,The Institute of Electrical and Electronics Engineers
4310319808,39,آیایایای
4310319808,43,ای تریپل ای
4310319808,47,جمعية مهندسي الكهرباء و الإلكترونيات
4310319808,50,موسسه مهندسان برق و الکترونیک
4310319808,54,Институт за инженери по електроника и електротехника
4310319808,58,ඉතිහාසය IEEE
4310319808,62,國際電機電子工程師學會
4310319808,64,电气和电子工程师协会
4310319808,68,電機電子工程師學會
4310319809,3,Universidade de Brasília
4310319809,7,Бразыльскі ўнівэрсытэт
4310319811,2,Emerald Group Publishing Limited
4310319811,6,MCB University Press
4310319813,1,Ergon Verlag
4310319815,4,世界科学出版社
4310319816,1,Klett Schulbuchverlag
4310319820,3,МАИК Наука/Интерпериодика
4310319821,1,GEDI グルポ・エディトリアレ
4310319824,1,Meiner Verlag
4310319826,4,PWN
4310319826,8,издательство PWN
4310319828,3,جامعة كوية
4310319832,1,Uitgeverij Verloren BV
4310319843,2,Gebrüder Mann Verlag
4310319845,1,Americká geologická společnost
4310319845,5,GSA
4310319845,9,アメリカ地質学会
4310319846,2,"J. B. Lippincott Company, Philadelphia"
4310319847,4,Curzon Press
4310319847,8,George Routledge & Co.
4310319847,12,Routledge and Kegan Paul Ltd.
4310319847,17,ראוטלג
4310319847,21,רוטלג'
4310319847,25,劳特里奇
4310319854,2,Scottish Society for the Propagation of Christian Knowledge
4310319854,6,Society in Scotland for Propagating Christian Knowledge
4310319867,2,메트로폴리탄미술관
4310319867,6,Bảo tàng mỹ thuật Metropolitan
4310319867,10,MET
4310319867,14,Metropolitanin taidemuseo
4310319867,19,Metropolitan Museum of Art di New York
4310319867,23,Metropoliten-Muzey
4310319867,27,musée métropolitain de l'Art
4310319867,31,Museo Metropolitano de Arte de Nueva York
4310319867,32,Museo Metropolitano de Nova York
4310319867,36,Museu Metropolità de Nova York
4310319867,40,Museum Seni Metropolitan
4310319867,44,New York Metropolitan Müzesi
4310319867,49,متحف متروبوليتان
4310319867,53,موزه هنر متروپولیتن نیویورک
4310319867,57,מוזיאון המטרופוליטן
4310319867,61,Метрополитен музеј
4310319867,67,Музей «Метрополитен»
4310319867,71,Музеј Метрополитан
4310319867,75,Музэй Мэтраполітэн
4310319867,79,მეტროპოლიტენის მუზეუმი
4310319867,82,大都會美術館
4310319869,1,ヒンダウィ・パブリッシング・コーポレーション
4310319869,5,Hindawi Publishing Corporation
4310319871,4,Hogrefe Verlag
4310319874,2,Františkova univerzita
4310319874,6,Palacky-Universität Olomouc
4310319874,10,Palacky-Universiteit Olomouc
4310319874,14,Palacký University of Olomouc
4310319874,19,Universitat Palacký d'Olomouc
4310319874,23,Université Palacky d'Olomouc
4310319874,27,UP
4310319874,31,Оломоуцкий университет
4310319874,32,Университет Палацкого
4310319876,1,Edizioni ETS
4310319879,2,Metzler-Verlag
4310319881,1,Institute of Mathematical Statistics
4310319884,1,EDITIONS ODILE JACOB
4310319885,3,내셔널지오그래픽
4310319885,7,Kok-ka Tōe-lí Ha̍k-hōe
4310319885,11,National Geographic
4310319885,15,National Geographic Society
4310319885,18,Společnost National Geographic
4310319885,22,قومی جغرافیائی انجمن
4310319885,26,مجلة ناشيونال جيوغرافيك
4310319885,30,مجله نشنال جئوگرافیک
4310319885,33,نشنالجیوگرافیک
4310319885,37,האגודה הגאוגרפית הלאומית
4310319885,41,נעשינאל זשיאגראפיק
4310319885,45,НГД
4310319885,48,ナショナル ジオグラフィック協会
4310319887,2,CDU-SEDES
4310319887,6,société d'édition d'enseignement supérieur
4310319889,1,Catholic Biblical Association of America
4310319892,1,IAP
4310319895,2,openlibhums.org
4310319898,2,Istituto aeronautico di Mosca
4310319898,6,МАИ
4310319898,10,莫斯科航空學院
4310319900,1,슈프링어 페를라그
4310319900,5,Springer
4310319900,9,Springer-Verlag
4310319908,1,ネイチャー・リサーチ
4310319908,5,Nature Publishing Group
4310319911,2,Lexxion Verlagsgesellschaft mbH
4310319912,3,UAEMex
4310319912,7,Universidad Autónoma del Estado de Mexico
4310319913,1,pagepress.org
4310319915,4,Universidade Federal de Santa Catarina
4310319922,2,Haug Verlag
4310319922,6,Trias Verlag
4310319923,4,Universite de San Francisco
4310319923,8,USFCA
4310319924,1,prensas universitarias de Francia
4310319924,5,P.U.F.
4310319926,4,Pearson Plc
4310319926,8,培生
4310319932,1,minsocam.org
4310319934,4,Birleşik Devletler Jeolojik Etüd
4310319934,8,Institut géologique américain
4310319934,12,Servicio Geológico de Estados Unidos
4310319934,17,Survey Geologi Amerika Serikat
4310319934,21,United States. Dept. of the Interior. Geological Survey
4310319934,25,USAs geologiske undersøkingar
4310319934,29,Usgs
4310319934,34,سازمان زمین شناسی ایالات متحدهٔ آمریکا
4310319934,38,سازمان نقشهبرداری زمینشناسی ایالات متحدهٔ آمریکا
4310319934,42,سازمان نقشهٔ برداری های زمین شناسی آمریکا
4310319934,46,Управление по Картография на Съединените Американски Щати
4310319934,51,美国地质勘探局
4310319936,3,Murmann Publishers GmbH
4310319937,1,Bioscientifica (United Kingdom)
4310319938,2,Uni Pilsen
4310319938,6,University of West Bohemia
4310319938,10,Westböhmische Universität Pilsen
4310319938,14,ZČU
4310319939,4,Nomos Verlagsgesellschaft mbH & Co. KG
4310319941,3,North-West  University
4310319941,7,Pukke
4310319941,11,University of Bophuthatswana
4310319943,2,BPV Medien
4310319943,6,Kölnische Verlagsdruckerei
4310319943,10,OZ Druck Köln KVD
4310319943,14,Velber Verlag
4310319945,1,BMJ Group
4310319948,1,Otto Müller Verlag Salzburg
4310319954,2,KNCV
4310319955,4,学术出版社
4310319964,1,マクミラン・カンパニー
4310319964,5,Macmillan
4310319964,9,Macmillan Children's Books
4310319964,13,Macmillan Computer Publishing
4310319964,16,Macmillan Publishers Ltd
4310319964,20,Minotaur Books
4310319964,24,Макмілан
4310319965,3,施普林格-自然出版集团
4310319967,2,Oldenbourg Industrieverlag
4310319967,6,R. 奧登堡出版社
4310319970,2,Afrika-Studiecentrum
4310319972,1,Birkhäuser Verlag AG
4310319982,4,Chinese Science Publishing and Media Ltd.
4310319982,8,Kexue Chubanshe
4310319982,12,科学出版社有限责任公司
4310319984,3,Università degli Studi di Udine
4310319984,7,Universite d'Udine
4310319985,1,Spektrum der Wissenschaft Verlagsgesellschaft
4310319986,2,Leske + Budrich
4310319986,6,VS Verlag für Sozialwissenschaften
4310319987,4,Koninklijke Boom uitgevers
4310319988,1,StudienVerlag
4310319989,3,Stämpfli (publisher)
4310319993,1,LPI
4310319999,2,Georg Thieme Verlag KG
4310319999,6,Verlag Georg Thieme
4310320000,2,Georg Thieme Verlag KG
4310320000,6,Verlag Georg Thieme
4310320006,1,ACS
4310320006,5,美国化学会
4310320007,3,Видавництво АН СРСР
4310320007,7,Издательство АН СССР
4310320007,11,Наука (издательство)
4310320007,15,科学出版社
4310320009,4,Видавництво «Наука»
4310320009,8,Издательство «Наука»
4310320009,12,俄罗斯科学出版社
4310320014,1,Vandenhoeck & Ruprecht
4310320017,4,SAGEパブリケーションズ
4310320017,8,SAGE出版
4310320019,1,Otto Schmidt Verlag
4310320021,2,Ernst u. Korn
4310320029,2,MedPharm Polska
4310320032,2,WEKA Uitgeverij
4310320035,1,Waxmann
4310320036,4,Westermann Verlag
4310320040,2,Wochenschau Verlag Dr. Kurt Debus GmbH
4310320047,3,"Masarykův ústav a Archiv AV ČR, v. v. i."
4310320052,4,Academia Nacional de Ciências
4310320052,8,Academia Nacional de las Ciencias
4310320052,12,Accademia Nazionale delle Scienze degli Stati Uniti
4310320052,17,Amerika qo‘shma shtatlari milliy fanlar akademiyasi
4310320052,21,Amerika Qoʻshma Shtatlari Milliy Fanlar Akademiyasi
4310320052,25,NAS
4310320052,29,National Academy of Sciences
4310320052,34,The National Academy of Sciences
4310320052,38,USNAS
4310320052,42,Yhdysvaltojen kansallinen tiedeakatemia
4310320052,46,الأكاديمية الوطنية للعلوم بالولايات المتحدة الأمريكية
4310320052,51,НАН ЗША
4310320052,55,აშშ-ის მეცნიერებათა ეროვნული აკადემია
4310320052,59,アメリカ科学アカデミー
4310320052,63,美国科学院院士
4310320052,65,美國國家科學研究院院士
4310320054,1,ガリマール
4310320054,5,EDITIONS GALLIMARD
4310320054,9,Editora Gallimard
4310320054,13,Gallimard
4310320054,16,Gallimard Publishers
4310320054,20,Librairie Gallimard
4310320054,24,Видавництво Ґаллімар
4310320054,28,ガリマール社
4310320055,3,Editions de Minuit
4310320055,7,Les Editions de Minuit
4310320055,11,Мінюі (видавництво)
4310320056,2,Dicionário Larousse
4310320056,6,Larousse
4310320056,10,הוצאת לארוס
4310320056,14,Лярус
4310320058,3,Американская ассоциация искусственного интеллекта
4310320059,1,"École normale supérieure Editions, Lyon"
4310320059,5,"ENS Editions, Lyon"
4310320060,4,"Sociologický ústav AV ČR, v. v. i."
4310320061,2,AIP Publishing LLC and ACA
4310320062,1,International Scientific Information
4310320066,3,Actes Sud
4310320066,7,Actes Sud Junior
4310320066,11,Éditions Actes Sud
4310320068,4,美國臨牀腫瘤醫學會
4310320070,1,アルマン・コリン
4310320070,5,Editions Armand Colin
4310320070,9,阿尔芒·科兰出版社
4310320072,2,Association medicale canadienne
4310320080,2,Harrassowitz
4310320080,6,Otto Harrassowitz
4310320080,10,הוצאת הראסוביץ
4310320082,3,מכון שלם
4310320083,1,Institute of Physics Publishing
4310320087,3,CNRS EDITIONS
4310320087,7,Éditions du CNRS
4310320088,2,Calman Lévy
4310320088,6,Calmann Lévy
4310320088,10,Éditions Calmann-Lévy
4310320095,3,Éditions Dalloz
4310320098,3,Ceska botanicka spolecnost
4310320104,2,PeerJ Inc.
4310320106,3,Fondo de Cultura Economica
4310320106,7,Fondo de Cultura Económica de México
4310320108,4,Springer Science+Business Media Dordrecht
4310320113,4,Aubier-Flammarion
4310320113,8,Flammarion
4310320115,1,EKM Teaduskirjastus
4310320116,4,Harper & Brothers
4310320116,8,Harper & Row
4310320116,12,哈柏兄弟
4310320116,17,哈珀出版社
4310320118,1,il Mulino
4310320119,3,Dublin Institute of Advanced Studies
4310320119,7,都柏林高等研究所
4310320120,2,IES
4310320128,2,Méridiens Klincksieck
4310320130,3,Éditions de L'Herne
4310320131,1,Documentation française
4310320132,4,Ed. la Découverte
4310320134,1,Casa Editrice Leo S. Olschki
4310320134,5,Leo S. Olschki Editore
4310320135,3,librairie Droz
4310320136,2,L.G.D.J.
4310320137,4,Vrin (edition)
4310320138,3,K・G・ザウアー
4310320138,7,K. G. Saur Verlag
4310320138,11,Verlag Dokumentation Saur
4310320139,1,Adrien Maisonneuve
4310320140,4,"McFarland & Company, Inc., Publishers"
4310320141,2,Foundation for Museums of Japanese History
4310320141,6,人間文化研究機構国立歴史民俗博物館
4310320144,2,诺瓦科学出版社
4310320148,4,The Journal of the Polynesian Society
4310320149,2,Presses de l'Université Paris-Sorbonne
4310320149,6,PUPS
4310320150,1,Presses universitaires de Strasbourg
4310320151,3,Presses Universitaires de Rennes
4310320155,1,American Physiological Society
4310320155,5,美國生理學會
4310320157,2,아셰트 리브르
4310320157,6,Groupe Hachette
4310320157,10,Hachette et Cie
4310320157,14,Hachette Littérature
4310320157,19,Hachette SA
4310320157,23,Librairie Génarale Française
4310320157,27,Librería Hachette y Cía.
4310320160,2,Český statistický úřad
4310320160,6,управління статистики Чехії
4310320162,3,ネブラスカ大学出版会
4310320163,1,AMCA
4310320166,1,Edisud
4310320168,2,Belin éditeur
4310320173,2,EDITIONS KIME SARL
4310320174,1,Âge d'homme éditions
4310320174,5,Éditions de l’Âge d’Homme
4310320174,9,Éditions l'Âge d'Homme
4310320174,13,L'Âge d'Homme
4310320174,16,L'Âge d'homme (édition)
4310320175,3,Éditions Masson
4310320175,7,ELSEVIER MASSON SAS
4310320176,2,E. Privat
4310320178,3,Éditions de l'atelier
4310320178,7,Editions Ouvrières
4310320178,11,Les Editions de l'Atelier
4310320179,1,Éditions Erès
4310320181,2,Associazione italiana biblioteche
4310320184,2,La Nuova Italia Scientifica
4310320186,3,桦树屋
4310320186,7,樺樹屋出版社
4310320189,2,ایڈنبرگ یونی ورسٹی پریس
4310320195,1,American Electrochemical Society
4310320195,5,انجمن الکتروشیمی ایالات متحده
4310320197,2,Fondazione Spadolini
4310320198,1,Angeli Editore
4310320198,5,FrancoAngeli Editore
4310320204,4,Sentral nga Instituto para iti Agmaymaysa a Katologo
4310320206,1,La nuova Italia
4310320207,3,Successori Le Monnier
4310320208,2,Pellegrini editore
4310320209,4,"Mimesis Edizioni, Milano"
4310320211,1,Nicola Zanichelli editore
4310320214,1,Nuova Eri
4310320214,5,RAI-ERI
4310320215,3,Rubettino
4310320218,3,Societa Chimica Italiana
4310320223,3,Continuum Books
4310320223,7,Continuum Publishing Group
4310320223,11,The Continuum Publishing Company
4310320223,15,T&T Clark
4310320226,3,Amerika Akustik Derneği
4310320229,2,ВолГУ
4310320232,2,경제협력 개발기구
4310320232,6,Ekonomik Kalkınma ve İşbirliği Örgütü
4310320232,10,İktisadi İşbirliği ve Gelişme Teşkilatı
4310320232,14,Kooperazio eta Hazkunde Ekonomikorako Erakunde
4310320232,19,O.C.D.E.
4310320232,23,OECC
4310320232,27,OEES
4310320232,31,OICE
4310320232,32,Organisasi Kerjasama dan Pembangunan Ekonomi
4310320232,36,Organisation de coopération et de développement économiques
4310320232,40,Organisation for Economic Cooperation and Development
4310320232,44,Organisation für Europäische Wirtschaftliche Zusammenarbeit
4310320232,49,Organismo para la Cooperación y el Desarrollo Económico
4310320232,53,Organização para cooperação e desenvolvimento econômico
4310320232,57,Organizacion de Cooperacion y Desarrollo Economicos
4310320232,61,Organizacion para la Cooperación y el Desarrollo Económico
4310320232,67,Organización para la Cooperación y el Desarrollo Económicot
4310320232,71,Organizaţia pentru Cooperare şi Dezvoltare Europeană
4310320232,75,Organization for Economic Cooperation and Development
4310320232,79,Organizzazione Europea per la Cooperazione e lo Sviluppo
4310320232,82,RCTL
4310320232,86,Yenileşim
4310320232,90,منظمة التعاون والتنمية
4310320232,94,Οργανισμός για την Οικονομική Συνεργασία και Ανάπτυξη
4310320232,97,Европска организација за економску сарадњу и развој
4310320232,101,ОЕЦД
4310320232,105,Организация европейского экономического сотрудничества
4310320232,109,ОЭСР
4310320232,112,ეთგო
4310320232,116,ওইসিডি
4310320232,120,經濟合作發展組織
4310320238,1,Издательство Медицина
4310320239,3,マサチューセッツ医学会
4310320244,4,计算语言学协会
4310320248,2,Инженерная академия России
4310320252,4,Academia Americana de Artes y Ciencias
4310320252,8,Academia estadounidense de las artes y las ciencias
4310320252,12,amacad.org
4310320252,17,American Academy of Arts & Sciences
4310320252,21,اکادمی هنر و دانش ایالات متحده
4310320252,25,فرهنگستان هنر و دانش امریکا
4310320252,29,美国艺术与科学研究院
4310320252,34,アメリカ芸術・科学アカデミー
4310320254,1,AAPT
4310320254,5,انجمن امریکایی مدرسان فیزیک
4310320254,9,Американская ассоциация учителей-физиков
4310320255,3,AASTeX
4310320255,7,Amerykańskie Towarzystwo Astronomiczne
4310320255,11,Societatea Astronomică Americană
4310320255,15,جامعهٔ اخترشناسی آمریکا
4310320255,18,Американское Астрономическое Общество
4310320256,3,Bio Med Central
4310320256,7,BM Central
4310320257,1,AIP
4310320257,5,Instituto americano de fisica
4310320257,9,مؤسسه فیزیک ایالات متحده
4310320257,13,موسسه فیزیک آمریکا
4310320258,2,Association of Official Agricultural Chemists
4310320259,4,Amerika Tıp Derneği
4310320259,8,Asociación Medica Estadounidense
4310320259,12,الاتحاد الطبي الأمريكي
4310320259,17,アメリカ医師会
4310320260,1,American Meteorological Society
4310320261,3,Americká fyzikální společnost
4310320261,7,Sociedad Americana de Fisica
4310320261,11,Societatea Americană de Fizică
4310320261,15,جامعهٔ فیزیک ایالات متحده
4310320261,18,جامعه فیزیک امریکا
4310320261,22,Медали и премии Американского физического общества
4310320262,4,APA
4310320262,8,Asociacion Americana de Psicología
4310320262,12,Asociacion Estadounidense de Psicología
4310320262,17,האגודה הפסיכולוגית האמריקאית
4310320262,21,Американска психологическа асоциация
4310320262,25,Американская ассоциация психологов
4310320262,29,美國心理學聯合會
4310320263,2,American Society of Microbiology
4310320263,6,האגודה האמריקאית למיקרוביולוגיה
4310320264,3,アメリカ血液学会議
4310320266,2,Radcliffe Medical Press
4310320273,1,AACR Academy
4310320273,5,美国癌症研究协会
4310320274,2,美国糖尿病协会
4310320275,4,АГІ
4310320276,1,APS
4310320277,3,美國公共健康協會
4310320278,4,米国生化学・分子生物学会
4310320281,1,American Speech-Language-Hearing Association
4310320282,2,ATLA
4310320287,2,Fischer Bücherei
4310320287,6,Fischer-Verlag
4310320289,1,Beilstein-Institut
4310320290,2,University of Łódź Press
4310320292,1,伯格漢圖書
4310320293,3,VM Group
4310320295,2,Harvard Law School
4310320297,1,BioOne Complete
4310320298,2,IWAP
4310320299,4,Latvijas Universitāte
4310320299,8,Lotyšská univerzita v Rize
4310320299,12,Riga universitet
4310320299,17,Universität von Lettland
4310320299,21,האוניברסיטה של לטביה
4310320300,1,DADL
4310320305,1,CTSA
4310320307,4,College Art Association of America
4310320308,1,CUL
4310320309,3,The Commercial Press
4310320311,2,Constable & Robinson Ltd.
4310320314,2,Kansas U
4310320314,6,Universitetet i Kansas
4310320314,10,Univ of KS
4310320316,1,Future Science
4310320320,3,Honnold/Mudd Library
4310320321,1,New Century Science Press LLC
4310320322,2,De Gruyter
4310320324,1,Dartmouth Libraries
4310320327,2,VT Libraries
4310320329,1,Academic Conference and Publishing International Limited
4310320332,1,Termedia Publishing
4310320335,2,Pitt ULS
4310320335,6,University of Pittsburgh Library System
4310320336,3,Neuer Fachverlag
4310320337,1,Carol Davila University Press
4310320340,1,University College London Press
4310320345,1,KeAi Communications Co. Ltd.
4310320346,2,"KeAi Communications Co., Ltd."
4310320348,1,Dove Medical Press Ltd
4310320349,3,Duke University Library
4310320353,1,エドワード・エルガー出版
4310320355,4,Equinox Sheffield
4310320357,3,F1000 Research Ltd
4310320358,4,美國實驗生物學學會聯合會
4310320361,1,Galpin Society
4310320362,2,リトル・ブラウン
4310320362,6,"Little, Brown"
4310320362,10,"Little, Brown, and Company"
4310320362,14,利特尔布朗公司
4310320362,19,利特爾&布朗出版社
4310320362,23,小布朗公司
4310320363,4,The University of Florida George A. Smathers Libraries
4310320363,8,University of Florida Smathers Libraries
4310320364,1,Akademiai Kiado
4310320373,3,"Annual Review of Biochemistry, Ltd."
4310320377,1,Jyväskylän yliopisto
4310320377,5,Университет Ювяскюля
4310320378,2,ウェスタンオンタリオ大学図書館群
4310320380,1,University College of Rhodesia and Nyasaland
4310320383,2,SOCIETE FRANCAISE D'HISTOIRE URBAINE
4310320387,2,Nations Unies Editions
4310320389,1,Kerman Medical University
4310320396,3,Conde Nast Publications
4310320396,7,Condé Nast-Verlag
4310320397,1,NZHS
4310320399,4,Universidad Autonoma Metropolitana Unidad Xochimilco
4310320401,3,"OceanSide Publications, Inc."
4310320408,1,KAIM
4310320413,1,Science Printers and Publishers
4310320416,1,JOVE
4310320421,1,Heymann
4310320424,1,Idea Group Publishing
4310320425,3,劳伦斯和维沙特出版社
4310320432,1,ベーレンライター
4310320432,5,Bärenreiter-Verlag
4310320437,1,ABC-Clio
4310320437,5,"ABC-Clio, LLC"
4310320439,4,IEEE Computer Society
4310320439,8,IEEE计算机学会
4310320440,1,Peter Lang AG Internationaler Verlag der Wissenschaften
4310320440,5,Peter Lang Verlagsgruppe
4310320440,9,Verlagsgroupe Peter Lang
4310320448,1,medknow.com
4310320449,3,Informa plc
4310320465,3,NZ Nurses Organisation
4310320470,2,The Pennsylvania State University Press
4310320475,2,Rodopi
4310320476,3,Rowman and Littlefield
4310320476,7,"Rowman & Littlefield Publishing Group, Inc."
4310320476,11,罗曼与利特菲尔德
4310320476,15,羅曼和利特菲爾德
4310320476,18,莱曼和赖特菲尔德出版社
4310320477,1,拉塞尔·塞奇基金会
4310320478,2,College of Nurses Aotearoa NZ
4310320480,1,サイエンス・リサーチ・パブリッシング
4310320480,5,"Scientific Research Publishing Inc. (Delaware, USA)"
4310320480,9,النشرالعلمي
4310320497,3,MicroSoc
4310320502,2,Sweet & Maxwell Ltd
4310320504,1,Dānišgāh-i Tarbīyat-i Mudarris
4310320504,5,تربیت مدرس
4310320504,9,タルビアト・モダレス大学
4310320508,3,Society for Industrial and Applied Mathematics
4310320508,7,工业与应用数学学会
4310320508,11,アメリカ応用数学会
4310320508,15,美国工业与应用数学协会
4310320508,18,美國工業與應用數學學會
4310320510,2,University of Western Australia Publishing
4310320513,2,University Press of Southern Denmark
4310320514,1,University of Minnesota Press
4310320516,2,U of T Libraries
4310320524,2,B.G. Teubner
4310320524,6,Teubner-Verlag
4310320527,1,Frontiers
4310320527,5,Frontiers Media S.A.
4310320535,1,러시아 과학 아카데미
4310320535,5,Acadèmia de Ciències de Sant Petersburg
4310320535,9,Acadèmia de les Ciències de Sant Petersburg
4310320535,13,Academia de Ştiinţe sociale de pe lingă C.C. al P.C.U.S.
4310320535,16,Academia de Științe sociale de pe lîngă C.C. al P.C.U.S.
4310320535,20,Acadèmia Russa de Ciències
4310320535,24,Acadèmia Soviètica de Ciències
4310320535,28,Accademia delle scienze della Russia
4310320535,35,Cesarska Akademia Nauk
4310320535,39,Neuvostoliiton tiedeakatemia
4310320535,43,RAS
4310320535,47,Rusa Akademio de sciencoj
4310320535,50,Russische Academie der Wetenschappen
4310320535,54,Ryska vetenskapliga akademin
4310320535,58,Sovjetiske vitenskapsakademi
4310320535,62,Vetenskapsakademien i Petersburg
4310320535,64,أكاديمية العلوم السوفيتية
4310320535,68,الأكاديميه الروسيه للعلوم
4310320535,72,האקדמיה של סנקט פטרבורג
4310320535,76,АН СССР
4310320535,81,Руската академия на науката
4310320535,85,სსრკ მეცნიერებათა აკადემია
4310320535,89,帝国サンクトペテルブルク科学アカデミー
4310320535,93,ソヴィエト科学アカデミー
4310320535,98,ソビエト連邦科学アカデミー
4310320543,1,SIP
4310320547,3,テイラーアンドフランシス・グループ
4310320547,7,Taylor and Francis
4310320547,11,Taylor & Francis Group
4310320547,15,泰勒与弗朗西斯
4310320547,18,泰勒及法蘭西斯
4310320547,22,泰勒弗朗西斯集团
4310320552,4,C. H. Beck
4310320552,8,C.H. Beck Verlag
4310320552,12,Verlag C.H.Beck
4310320555,3,UIC
4310320556,2,Royal Society of Chemistry
4310320556,6,The Royal Society of Chemistry
4310320556,10,皇家化学会
4310320556,14,英國皇家化學學會
4310320558,3,CAS
4310320558,7,化学文摘
4310320559,1,ピアソン・ロングマン
4310320559,5,"Longman, Hurst, Rees, & Orme"
4310320559,9,Longmans
4310320559,13,Pearson Longman
4310320559,16,ロングマン (企業)
4310320561,2,Brill
4310320561,6,Brill Archive
4310320561,10,Brill Publishers
4310320561,14,E. J. Brill
4310320561,19,Koninklijke Brill
4310320561,23,布裏爾出版社
4310320566,3,Издательство Эриха Шмидта
4310320570,1,Sara Book Publication
4310320571,3,Alan R. Liss Incorporated
4310320571,7,"Liss, Inc"
4310320580,2,Wydawnictwo Uniwersytetu Wrocławskiego
4310320583,1,ケミカル・ソサイエティ
4310320586,1,がんとかがくりょうほうしゃ
4310320595,3,ブルームバーグ・プレス
4310320595,7,John Wiley & Sons Inc
4310320595,11,J. Wiley
4310320595,15,Wiley InterScience
4310320595,18,Wiley (видавництво)
4310320595,22,جان وایلی و فرزندان
4310320599,1,Backhuys Publishers BV
4310320657,2,Editions L'Harmattan
4310320657,6,Harmattan
4310320657,10,LIBRAIRIE-EDITIONS L'HARMATTAN
4310320676,2,"VEB Johann Ambrosius Barth Verlag für Medizon, Stomatologie und Naturwissenschaften"
4310320811,2,Видавничий центр ЛНУ імені Івана Франка
4310320862,2,The Herpetologists' League
4310320989,3,האגודה הבינלאומית למחקר קריפטוגרפי
