institution_id,acronym_seq,acronym
28166907,1,KI
4210127415,1,HP
4210086870,1,SOS
22188714,1,UPEI
4387153165,1,USTY
55016150,1,MRIIRS
4210166497,1,JCS
4210096078,1,HIS
4210104603,2,FIAT
4401726834,1,JUNO
4210087602,1,LGC
170215575,1,NUDT
4210152265,1,CFDHRE
4210086861,1,LHCH
4210101733,1,ÚŽFG AV ČR
27873310,2,OKCCC
4210161803,1,UIFR
9508535,1,ATU
4210151571,1,EL
4210130167,1,CSEND
4210103516,1,CMPS
2799576119,1,LSPU
4210092752,1,LCRF
4210115736,1,BCDSP
4210120200,1,BZFO
4210140459,1,CDC
4210124484,1,SCIC
1311206647,1,AAAS
4210121425,1,HfK
4210158136,1,BgVV
4210101836,1,IHGSP
313325847,1,UPS
4387155418,1,LACCEI
4210122499,1,BIC
4210163260,1,HAF
4401200248,1,CAREF
4210099130,2,SPVM
4210166114,1,SDCF
2801944787,1,CRIN
4210106404,1,ULEAM
2802333474,1,RMBL
4210087132,1,WMI
1308466193,1,NCCS
4210141078,1,LPGP
4210111087,1,ANAC 
4210151124,1,InExCB - KZ
4210150605,1,PDI
4210129323,1,B&FC
4387155288,1,ZI
1282776028,1,DIW Berlin
4210124438,1,CORIM
4210167355,1,ORCI
4210163977,1,IITD
4387156367,1,IDS
3132228530,1,CNSMDL
193365169,1,NCNU
4210136297,1,ISGI
141140421,1,UIL
4210130333,1,BCAB
4210087412,1,CPST
4210136884,1,CVT
4387153851,1,DEVSOC
4210119291,1,ACGA
4210130090,1,ARU
20305541,1,UNAN
2801290870,1,BSL
4389425478,2,ARPE
4387154158,1,APANAC
4210110824,1,VACREF
3131589887,1,TCM
82333064,1,CNSA
1292020679,1,IOG
2800345298,1,KCC
4210154766,1,UBB
2799557411,2,KWF
4387154509,1,LPT
4210163927,2,INCC
4210133114,1,IESF
1301779074,1,ACPM
118517470,2,FIAN 
4210121478,1,GLS
109144446,1,BADW
4210100694,1,CML
2800463856,1,PPS
4210150347,1,MUVA
2799946165,1,SWIC
4210114215,1,KRSU
4210127717,1,AFCM
195019228,1,YAU
4210106516,1,LBVPAM
4210157236,1,NIRP
3129271201,1,ISCE
2802929321,1,AKUH
4210138037,1,NHSRC
4210105178,1,CSCTR
4387154834,1,ICL
4210134313,1,BIOGER
4210146022,1,GRADE
2800701874,1,TNMGRMU 
4210159015,1,SARRC
4210139872,1,ERG
4210152254,1,CREAD
4210096987,1,AEI
79156528,2,UNITEN
4392021239,1,SPHERE
4210113687,1,USACM
4210167311,1,IOZCAS
4210160510,1,IAB
4387152917,1,QCIF
70349855,2,NCSR
4210114946,1,FAR
11414854,1,NDA
1325529123,1,PERF
4210103878,1,KDDF
4210145449,1,CSET
4210126802,1,АКМНССиДВ
4210086593,1,ISMANS
4391768179,2,USGS FORT
4210126236,1,IPHEP
4210123529,1,UJCM
4210130298,1,DI
4210115136,1,ALMA
4210155290,1,BIT
4210109807,1,LCFC
4210117009,1,IRCL
4210147359,1,ROG
4210162059,1,NSPHMPDB
11786554,1,VSU
4210101030,1,DPMLJ
4210119846,1,BIEK
4210111071,1,TBNEP
4210151629,1,EMHS
4387153778,1,OC
111467783,1,PUG
4210128697,1,BBN
2801439107,1,KEPE
4210089331,1,LPPL
3133182661,1,IDIZ
3131107225,1,UAS
4210120043,1,IMEC
4210098602,2,NOWB
4210126316,1,MIMSR
4210141662,1,AFIP
14303183,1,VWC
188963388,1,I2IT
2802418398,1,RCU
161597582,1,RTEU
4387154167,1,MPIG
4391767870,3,RSF
4210131009,1,NCAIDS
182980787,1,UD
2801046236,1,WNC
4210113074,1,CBCHS
4210128305,1,SVR
4210141681,1,IQMS
72091625,1,UBU
3131746957,1,TSUC
4210102259,1,ASME
124055696,1,UCPH
4210142046,1,PAS
4210128353,1,IFP
4392738283,1,FGB
20616075,1,QHNU
2802313673,1,MCI
4210116849,1,ZACH
4210126845,1,SPCE
132487946,1,ICE
82951845,1,RMIT
4210114694,1,NAS
70546738,1,UAAAN
4210116583,1,AJAS
4210118437,1,ITTI
126913320,1,DPN
1342389974,1,THECB
4210121658,1,CED
3129351386,1,SLU
4210152651,1,IPNL
4210150476,1,CES
4210094186,1,CNLS
4210118745,1,MoMAK
70451448,1,HAW
335036346,1,HNGU
4210094800,1,SACIDS
4387156044,1,IAME
4210142913,1,NADC
4210157822,1,ASL
4210090285,1,AALC
4210111204,1,CSIS
4394709212,1,LIRTES
4210142520,1,OE
4210161359,1,RSHC
4210111740,1,TBI
4210099248,1,VTCT
4210128860,1,CARF
4210126961,1,BBS
2801078287,1,EIC
4210107822,1,DT
4210106856,1,ARCS
4210092027,1,LABERCA
4210129534,1,CSEPB
4210131732,1,SLCO
4210095216,1,SAT
4210154151,1,GEICO
4210127046,1,ACP
4210104285,1,ADRIQ
4210092427,1,IRDES
11880225,2,KREC
4210098347,1,CCASL
4210125522,1,ACTPOL
4210145821,1,CIC-P
4210112406,1,IRE
4210087493,1,NMITT
4210148950,1,IMSETHC-BAS
4210125836,1,ACNM
4210116971,1,MWG
4210136234,1,CINBO
143413998,1,QUST
2802971700,1,FRI
4210087193,1,NDMC
2801845744,1,TGH
4210112939,1,IPI
4210132924,1,GRG
4210151891,1,ApECOR
4210141981,1,CUZZS
4210089006,1,CBIP
110588058,1,PRT
4400008943,1,INBIE
1290802369,1,CEE
4210114712,1,LCA
4388446387,1,UNISA
4210124142,1,IPM
4210100575,1,BGI
1298986040,1,IIRR
4210166731,1,IBJI
4210151704,1,OAC
4210106619,1,RIF
4210111006,1,FDF
4210137839,1,PCHF
119060216,1,HKNU 
138873065,1,LIU
185234458,1,MBKU
29181729,1,MMA
4210111047,1,RACH
260099557,1,ASUE
35913352,1,VSE
2800571489,1,BTF
4210089183,1,LUTH
4210101705,1,NPOL
2801384261,1,NCTCOG
4387155708,1,AddF
74680897,1,P&G
4210102424,1,SHT
4210124883,1,NPA
4210095728,1,IIDH
2800871051,1,EBA
4210102092,1,LadHyX
4210161659,1,PACT
220050277,1,EAC
4210145551,1,ОХНМ РАН
4210132221,1,CTCM
4210133470,1,SIT
4210124705,1,CRT
4391767667,1,IANR
4210103784,1,KOSGEB
4210122789,1,AMSA
37797678,1,UNIUYO
4210164940,1,IIST
4210163301,1,SDCH
4210110947,1,RAEE
4210098022,1,DRIF
170733385,1,UAST
4210143565,1,ROCC
4210091297,1,SKNIIMESH
4210165977,2,МВЕУ
149899117,1,MPG
4210127542,1,IMSG
4210104568,1,MTC
4389425231,1,GDR BIM
1324220350,1,LCPE
4210116996,1,IICAR
4210112200,1,SCM
4210159641,1,ASAP
2802034590,1,CONRAD
4210115370,1,LCS
4210091510,1,IPU
1295435021,1,BM
155538133,1,CSE
4210120429,1,KIGIT
2802916955,1,MFPL
4210157202,1,UMT
2800909037,1,DHHS
4210142998,1,ODP
4392021116,3,UNESCO IOC IODE
4210142131,1,ITME
4210152499,1,IDPC 
4210100931,1,SACTWU
2800981379,1,JSCC
3132465597,1,IQWiG
4210113997,2,JSC UNIICM
4210127805,1,CCNS
1305477107,1,ROSA
4210118488,1,DMRF
2802837860,1,NFD
4210129118,1,FRTCM
4210110121,1,HAS
4210101717,1,ICIDCA
4210101798,1,PPHP
4210121837,1,EFRR
4210146372,1,ECTRA
39624965,1,THL
4210138286,1,PPT
4210140923,1,RIPS
4210116982,1,MMV
2803030221,1,AMH
4210099714,1,ICVARF
4210117582,1,KIS
4210118308,1,PURAM
4210112346,1,IMEA
4388482744,1,MCHC
2802289959,1,WPS
88372448,1,DPU
125565006,1,BPCL
4210086848,1,CSF
149581226,1,HPU
4210110050,1,CCB
4210107707,1,AEPU
1335927249,1,DOI
4387154788,1,RSMj
4210163039,1,IfAÖ
4210124392,1,OEMAC
4387154498,1,DéTROI
4210155867,1,LPL
2799654588,1,KCS
55546527,1,IIPA
47282705,1,CCS
4210148552,1,ETIS
4210106009,1,INCDMRR
4390039288,2,ANL ATLAS
2800521494,1,LFMI
140287389,1,TU-K
4210151228,1,CFSC
4210137471,1,IFO
4210119818,1,HIRA
2799610667,1,AWWA
4210089539,1,CIRE
4210105240,1,SCMSAC
1302275403,1,ACF
4210162289,1,SWA
4210121799,1,MIGA
4210145617,1,WITI
4210136308,2,TIMC
4210154504,1,INR
4387154443,1,BPDPKS
1317634868,2,NIEPA
4387153152,1,FPF
4210086765,1,ARI
4210158327,1,WAPF
4210094396,1,CNESTEN
2800313864,2,OAR
4210128647,1,HLI
4210123245,1,AQAC
4210140139,1,GBC
4210087436,1,CRRU
4210159133,1,GUIDE
4394709119,1,KISSR
1296551785,1,NGU
4210166308,1,USWRS
136754270,1,UEPB
4210132699,1,ASMi
4210154943,1,MND
4210150741,1,STA
4210109428,1,NPS
4210152903,1,GE
4210167081,1,GREA
4394709138,1,LPTNC
103043317,1,WisDHS
4210161510,1,LPA
4387155264,1,IPOPS
4210119507,1,BKZ
113741061,1,SEAFDEC/AQD
4210100969,1,CCR
4210087555,1,KAHOMA
4210107055,1,CATS
52010207,1,KMU
1295044509,1,ICA
4210107772,1,SSPF
4210090874,1,GCIFA
4210092378,1,NFF
4210117063,1,BTCF
4210162689,1,HNRE
4210121976,1,CEMFI
4210138043,1,SSIS
4388891788,2,INCASS
2800745293,1,AOSSM
4391768114,2,FRS&T
4210106848,1,CTICM
3130551410,1,NJTA
4210152652,1,UAE
4387154308,1,CRESS
171231263,1,CSU
275847375,1,APhA
2800706061,1,ALA
1285887220,1,SSWAHS
45812101,1,BNTU
230965063,1,UMI
4400573168,1,ITSSMT
4210092394,1,UJAK
4210151284,1,SDYS
1297959126,1,SGSC
53592917,1,JXNU
4210144884,1,DMH
4210096971,1,OPC
35496013,1,MSA
4210149032,2,MRAC
4387154801,1,BAU
4399598394,1,MINCIN
2802498011,1,CMB
4210103752,1,UMECIT
4210086999,2,НЭИКОН
4210139671,1,CETYS
1333153716,1,UCSC
4210087497,1,SEMI
189917405,1,DU
2802234274,1,QR
4210112180,1,FIS
4387153440,2,INIBIBB-CONICET
4387152806,2,BRP
4210160102,1,NCGG
4210113669,1,GNRL
2799946305,1,LSC
4210105005,1,LLC (or PINE)
4210110752,1,LPC
4210148293,1,LEU
4210138026,1,FTL
4210097657,1,WSHA
4210143899,1,CVBR
4210130476,1,DMIMS
4387153039,1,UNIMED BH
4210111846,1,ENA
4210146284,1,BLfD
64157871,1,BJMC
4210097772,1,GMU
1280179531,2,NIER
3133014862,3,FTE
178975111,1,SSI
32021983,1,CAU
2802461698,1,ALS
2800203172,1,ABAI
4210166767,1,TSWAA
4210116402,1,SLMC
4210138797,1,GNCH
4210116419,1,MPS
4210149973,1,TMOS
153904384,1,ULIS
4210125531,1,RB
1342364093,1,MoJ
2802815837,1,LCC
4210098684,1,CRCA
4210102299,1,ITAC
4210135121,1,ITBT
4210111217,1,CeTIM
4210106473,1,SRMU
4389425332,1,PBNF
4210106940,1,CCC
4210153580,1,IFEEP
4210137618,1,DGTHG
4210091305,1,ICO
4210086754,1,OBT
4210096649,1,IFD
4210098428,1,UNIANDRADE
4210113210,1,NSF DIS
38919395,1,IIFT
4210159897,1,WeSET
138039077,1,UMB
4210130164,1,DCH
2800052891,1,RIBA
4387152785,2,CSPD
4210101494,1,WSU
4210142370,1,OBI
4210135772,1,UMR PVBMT
4210144241,1,CIAL
4210137780,1,GHICL
4210154275,1,BARD
4210127381,1,ISACB
2802480118,1,CCC
4210161130,1,KPJ APSH
4210159614,1,AHN
4210109685,1,ALEHM
4210152853,1,L.A.C.E.
1323260719,2,RSP
2802644128,1,AIA
3149230897,1,IDA
4210128712,1,SSKRU
4210137334,1,MLA
118517470,1,LPI RAS
4210130265,1,TAAT
4387154147,1,CCMC
4210137802,1,IPM
1279594646,1,AEMET
2799772232,1,SDC
4210149584,1,KRIMFI
4210129007,1,WIT
4210101305,1,UDCI
4210165349,1,HGF
120379545,1,IMAU
2800675667,1,IMA
2800396611,1,EVC
4210167250,1,F-CRIN
4210102115,1,AAES
142270456,1,THA
28670366,1,NEON
166889024,1,ccc
4210155412,1,LHOA
4387155300,1,UNIVORAN2
4210125259,1,NCTM
4210119983,1,DCPS
4210116449,1,IICA
4210115876,1,ENSAN
4387154409,2,UMR LPC2E
4210139337,1,CCHC
1322434055,1,UJC
288498992,1,WWF
4210125455,1,NPFE
2910417565,1,PDFA
4210139166,1,DGPML
4210094346,1,HIP
4210107865,1,WU
4210097521,1,SK
4210154288,1,LfULG
3131360656,1,SRTC
4210124494,1,IBIF
4394709121,1,DPWE
4210090827,1,ACPP
4210135106,1,UNINT
4210145595,1,PIMR
4210147543,1,UEAP
4210121589,1,USLB
4210130709,2,NCA CR
4210157540,1,SAB
4537092,1,AAU
4210142042,1,NVCCF
4392021114,1,DRZ
4210113472,1,SPRI
4210124805,1,IPFCC
17866349,1,UFTMP
2802554594,1,AJRR
4210129057,1,PKRU
4387930300,1,IHIE
68145777,1,CIMAP
177308816,1,CNU
4401200266,1,JRCSPP
4210118987,1,IWK 
3131446353,1,AUB
4210131187,1,IREAS
2799853345,1,UHW
4210098617,1,MCRF
4210100367,1,VSGC
4210152225,1,MAS
4210089172,1,MIDAS
4210108581,1,BMG
4210102910,1,ÚJČ AV ČR
4210130263,1,UDM
4210137727,1,NIGEB
4387152819,2,SBC LTER
4210092153,1,SSRC
4210101559,1,UNIKU
2802592152,1,TPPF
885602679,1,DPC
4210149676,1,LOF
4210146266,1,PRAC
4210115412,1,NIIMH
113409471,1,KIT
1328515355,1,DCF
139759216,1,BUPT
4210166297,1,UNLA
4210159566,1,TDPU
4210150966,1,WSU
4210096556,1,ICARTI
4210117720,1,IUN
4210162035,1,StSMU
1280822658,1,FSO
4210133927,2,UMR SAS
3018305852,1,IFMT
3129570296,2,UOB
1314311274,1,ISM
4210089138,1,IPHCA
2802226052,1,MMC
3018837529,1,UCLV
4210136838,1,IfL
4210153434,1,PIMIT
219388962,1,UWr
4210127346,1,JM
178764607,1,KRU
4210121296,1,FENPB
4210158923,1,FEBAB
4210112841,1,CRJC
4210121854,1,QCMRI
4210108516,1,SHH
3132060171,1,KNUCA
4210115822,1,IITP
4210119919,1,MGIM
4210144271,1,UNLAR
4210099856,1,KLACES
4210104688,1,AIT
4210149063,1,ASI
4210143979,1,STI
4210118666,1,PST
2800302175,1,kmbs
4210142971,1,NDHC
4210114448,1,AIN
4210140602,1,FALP
4210137113,1,ACE
4210104641,2,СБУ
4210136532,1,CFO
4210125570,1,NCB
4210103434,1,BBI
4210111736,1,ÚFP AV ČR
4210088067,1,WTIA
4210125506,1,ASSTA
4387152442,1,SDTI
268709337,1,PSA
4210127075,1,NHHPCO
4210145495,1,FVT
1297971548,1,ICSI
4210143834,1,CENPEC
4210161717,1,JSCTS
4210100663,1,IAEP
4210100350,1,JTR
4210159919,1,ÚNPF
2800887031,1,BBCC
4210144904,1,IRS
4210151957,1,NI
4210112268,1,CDD
4210103817,1,BilSE
4210117127,1,PHR
4210128988,1,IFOS
902764099,1,SEGi
161106909,1,IUMS
4210096394,1,QU
2799789293,1,CICM
4400573301,1,CARM
4210115251,1,FAITC
4210096546,1,IGES
226983648,1,NMIMS
4210115844,1,BDD
4210106109,1,NELP
4210160429,1,CCR
4387152086,1,SFŽP ČR
4210155081,1,CVAHS
4210103237,1,CNM
4210166188,1,KCHGU
4210166876,1,YIAL
2800348288,1,SDCCD
4210121389,2,EWN
4210149329,1,UNASMAN
4210117984,1,HISF
4210099724,1,AMCOW
4210095093,1,ASBMB
876098953,2,BMC
4210100515,1,NIRTH
4210166194,1,ZFA
4210089592,2,IJC-CERCA
4210156190,1,HDRF
2800909232,1,DFPS
2800290716,1,MPPL
203172682,1,NAU
4210143771,1,UMB
4210164206,1,NMHS
4210145789,1,TVAREF
4210117726,1,NASBE
4210098711,1,MINCT
4210150138,1,IC ARTS
4210138606,1,PRLDEF
4210100283,1,ICUBE
4210139932,1,WSNP
4210097447,1,BPC
4210152018,1,TMR
4210147447,1,NYSF
4210149494,1,IAS
4210135842,1,ZIPAR
197487182,1,CBS
4210113759,1,BIPS
4210122504,1,LOEWE TBG
4387153727,2,OAC
4210135439,1,RMIT
3131688573,1,CWU
143485900,1,TU
4387156121,2,IAINFMPAPUA
4210141672,1,MSF
4210139427,1,RRI
1283092701,1,SBMC
2802574061,1,MMM
4210086835,1,PVM
4387153398,3,DARIAH EU
4210101225,1,ASDS
4210120092,1,VUU
4210118677,1,UNIEDPA
4388482660,1,PPD
4210142925,1,IHTE UB RAS
4210122243,1,TBLS
4210142231,1,CUJ
866291873,1,MCC
4387154654,1,ADH
4210150754,1,EIPR
4387154310,1,LNOx
4210130374,1,GfM
4210156048,1,LfD
3144841111,1,ASG
1303474014,2,DSTO
4210133101,1,ICPH
1315279114,1,ZWU
4210095385,2,IFF-CSIC
25604308,1,IBA
4210113171,4,UCCS
4210093521,1,SA
4210149428,1,VÚCHV
4210153671,1,NIOK
195893879,1,NARI
4394709258,1,DEC-ISCP
4210108609,1,FOPH
4210119490,2,ITI
2800805447,1,QEII
221342038,1,KUFOS
4210136513,1,LCPME
4387155733,1,WSTF
4210158074,1,ASDAP
4210099711,2,FGSС
4210088756,1,RVH
4210094601,1,NASN
36243813,1,UNAL
2800700664,1,TPRC
4210117600,1,DRFT
4210139418,1,CEBEDEAU
4210126568,1,SBA
4387153293,1,IEF
4401200302,1,DSEE
2800635117,1,AISC
4210115330,1,EBN
4210090236,1,NHGRI
4210131481,1,USP
2802781690,1,ÖNB
51955386,1,TEILAR
4210153363,1,TKCC
4210163685,1,INRP
4210089843,1,GEIC
111329961,1,WTS
52669646,1,WWU
52004705,1,UWU
102134673,1,LiU
4210104223,1,ICS
4210120830,1,SHM
4210104567,1,ICS
4387152464,1,CRFJ
4391012599,1,IEIA
4210100914,1,MoES
4210098288,1,ISEM
4210167277,1,ODSA
29801172,1,TJNAF
4210116693,1,AMT
3133211407,1,FBSU
4388891839,1,LAB
4210149695,1,INESAN
173432400,1,IISS
4387153782,1,MOO
4210131701,1,ICST
4210121021,1,IDDRI
4210095171,1,LabEx-ReFi
4210165232,1,IRFU
67061984,1,NILU
4210158000,1,IBT
4210115899,1,MSDC
4210093581,1,LSPF
4387152365,1,ÚPV
4210114473,1,CERF
4399657964,1,RVTTI
82462995,1,BU
82828225,1,KMUTNB
4210092319,1,МЦНМО
4210092546,1,MGAP
1336492463,1,AIM
4387155279,1,LIB
6002401,1,NESCent
4210143531,1,AAARI
4210156689,1,PWSZ
4210093889,1,TUBC
4210119030,1,MIRECC
18774595,1,BGTU
4210137086,1,BDPU
3130890911,1,KCM
4210132475,1,HFM
4210106114,1,HCDE
4210164162,1,NWSA
4210114662,1,HMA
4210102891,1,WSZiA
869194970,1,BTI
4210092647,1,CERT
4210157362,1,GAADRD
2800506335,1,DJJ
134315084,1,RMRIMS
4387156135,1,CUE
1343035065,3,DOC
4210150507,1,CERCEC
2800894131,1,ABA
4210151452,1,FWIOO
4210132235,1,MUA
4387154578,1,AGROTECNIO
143104139,1,HWS
4388891828,1,TACC
4210122368,1,IAE
4210095454,1,AFN
4210111130,1,VIROS
4210111177,1,OSMAR
4210117751,1,PUPR
101286899,1,DVC
4210152448,1,ITM
4387153723,1,MASM
4210110328,1,UNICA
4210150492,1,AIMPLAS
4210125582,1,CKA
4210161591,1,JBA
4210107515,1,BPL
1311737585,1,ConnDOT
4387153034,1,LISA
4210128417,1,AMRI
4210091094,1,ÚH AV ČR
4210104999,1,KVB
4210112395,1,UNICAPITAL
1325620243,1,UNIDO
4387930299,1,CEDIA
4387153029,1,ISC
145468249,1,SRLST
4210139976,1,CSSANZ
4210114214,1,ISCAD
4210119072,1,GARF
4210089383,1,NRF
4210101319,1,CDEC
4210117973,1,CHDI
4210095353,1,WSA
4210149244,1,SCCL
2800335069,1,ASCLS
4210141393,1,FHSV-FoBiZ
4210088486,1,IPLA
2801983185,1,UICC
4210151992,1,KUIS
2802378004,1,HRC
4210087333,1,ICONM
169009895,1,UNAH
4210088441,1,HUPES
4210120710,1,GE
4210142856,1,SAGC
4210092773,1,UKCEH
2800926800,1,JNTBGRI
2801579017,1,ALGH
242631042,1,EBC
4389425503,1,NOSC
4210093159,1,ISPE
4210137771,1,NMAAHC
4210137333,1,IML
4210166938,1,CSI
4210155173,1,COA
4387153575,1,SWCE
80293557,1,UCSY
253996506,1,LBHC
1336243289,1,NCHH
1304155728,1,MMA
4210145389,1,CES
4210116389,1,COMRU
4210100985,1,CSSM
4210133347,1,IVW
4210094630,1,WML
4210113425,1,NRCSS
4210124078,1,Torc
4210118871,1,IRFC/JS
4210117598,1,WOC
4210114293,1,ANGH
2801312941,1,MCCC
174612323,1,UDC
4210105558,1,VNIIMZ
4210126023,1,ESnet
4210111376,1,INALI
4210098474,1,KSE
4210099174,1,SPAM
2802362269,1,HSC
4210112577,1,NSF MPS
2800658630,1,ORMC
4210118006,1,HET
4210111573,1,IChPh
4210157782,1,ZRMK
6750721,1,UM
4210110466,1,TMQ
4210146542,1,DMCR
4210138393,1,UNAD
203187632,1,UPV
4210120038,1,AMAAC
4210100971,1,LGF
4210141830,1,MCF
4210088790,1,HACC
63568130,1,SLIET
4210165427,1,CEENTA
173063890,1,HU
4210093933,1,HSVA
4210157539,1,MOFTEC
2799517759,1,JRCS
47301684,1,ISU
4210136394,1,JDRF UK
4210160778,1,MNEC
130823665,1,UrFU
4387930228,1,IIA
4210113642,1,CTC
4210141537,1,SRI PCM
187521650,1,CCM
4210118727,1,RIA
4210102170,1,NYA
4210139700,1,EuroSLA
4210124921,1,IGI
4210105326,1,MOCRU
4210090783,1,ISCR
4210113084,1,NWIM RANEPA
4210134539,1,DFO
4210117562,1,CIUP
4387153501,2,CT-IPC
104906788,1,CUP
4210100619,1,WPHI
31721044,1,CIDE
4210113458,1,USIDNET
4210100280,1,CTI
4387155191,1,UNISCJSA
4389425300,1,EPG
4210138027,1,LCHS
113033119,1,PUC
4210152680,1,VITUKI
4210164949,1,IAE SB RAS
4210159535,1,GIS-IReSP
50898853,1,BSU
4210138054,1,INA
4210093941,1,KVAM
4210164665,1,BORP
4210146984,1,DDD
4210107032,1,NEES
57835872,1,SJCC
4210119139,1,LPMMC
4210156950,1,CMI
4387153709,1,DAPA
4210154057,1,ISSP
4210148538,1,FSD
2799653420,1,UCU
2799448541,1,CMC
4210119422,1,BITRI
273065767,1,CUHAS
4210156075,1,NIDCD
4210148621,2,CEPS
4210144381,1,IRTSV
4210142700,1,RUFIS
4210154018,1,WSM
4210120984,1,SRTS VD
4210141863,1,GHA
4210097223,1,CSA
4210125660,1,CLR
4210139774,1,SCS
255401655,1,ACC
86659429,2,SUNT-GCC
4210091336,1,LIBR
3163904508,1,NIOF
4210095593,1,KEU
79833322,1,PMU
4210155288,1,MORS
4210164317,1,ITM
4210100676,1,RCCC
4210123395,1,JFMC
4210107459,1,PCI
4387153099,1,WPVGA
134793997,1,NUTN
4210160544,1,AAIP
4210092879,1,VTB
4210157807,1,MOE
2800638415,1,FHP
4210123867,1,EERA
4401041624,1,FIL
4210159904,1,UC
2799323393,1,SAHH
1293226324,1,UNESCO
4401200378,1,MAVDR
