work_id,grant_seq,award_id,funder_id
2981786034,1,,4320322030
2051125955,1,00770107,4320325065
2975767541,5,D18001,4320335785
2949323697,2,,4320334618
2844722855,3,,4320323230
3193066225,2,NF170736,4320320006
3161206725,5,DE-AC52-07NA27344,4320338286
4389219434,3,R21AG078972,4320337337
4313461527,2,891489,4320338337
3031719679,2,,4320321435
4391927232,4,22H05134,4320334764
3136104190,1,No.2017/01/X/ST4/01939,4320322650
2992140338,1,27505/2016,4320321091
4378953821,5,679980,4320334678
3163684269,3,UL1TR002494,4320337472
2078023020,1,61072037,4320321001
2914046195,1,P11B2015‐42,4320322926
4393157315,1,82073124,4320321001
4311257365,1,D/TC/GDEC/2022,4320336713
2367449556,1,STI 554/1-1,4320320879
2789516783,1,The equipment of innovative laboratories doing research on new medicines used in the therapy of civilization and neoplastic diseases’’,4320334960
3142326536,25,MR/M021475/1,4320320994
2993713351,2,ZR2017MB043,4320324174
4213063137,2,,4320322957
4317793522,1,,4320338279
3083123471,2,The JPB Research Network on Toxic Stress: A Project of the Center on the Developing Child at Harvard University,4320309814
3167262572,1,18POST34080154,4320306230
4313750738,2,MR/T04294X/1,4320314731
2061133001,3,FA8750-12-2-0314,4320306110
4282032898,1,,4320324956
4394692796,2,82071689,4320321001
4388485808,1,IT17218,4320322675
2015618358,1,NJ06156,4320332299
3135759478,2,CHE 1665389,4320337393
2528847047,2,MOE2015-T2-2-008,4320320751
4383337600,1,305741/2018-7,4320322025
2886683995,2,2018R1A2B6001566,4320311649
2511630146,4,DE-SC0008637,4320337480
2790087014,1,2014R1A2A1A10051322,4320322120
4224278883,3,81871315,4320321001
3124082272,3,18H02842,4320320912
4296292989,7,2019YFE0120000,4320335777
2901150489,2,201608535076,4320322725
4387223504,2,202301AT070411,4320330404
2525907961,2,ACI-1516586,4320306076
4224293769,2,19K05121,4320334764
1918993083,3,T32 GM007240,4320337354
3110756441,2,80NSSC18K1674,4320306101
246023554,4,,4320338111
3131489225,1,,4320306531
3123392765,1,U01 HL142518,4320332161
4293543732,1,U1804283,4320321001
4387866533,3,,4320320300
3203982077,2,,4320324706
2435734523,3,F34,4320321181
2957558437,2,,4320322025
3042074103,2,,4320322589
1562093647,1,,4320306142
3205762608,6,2020/06397-3,4320320997
2936167073,4,,4320337472
2884390303,1,# 17006,4320324984
2943039121,3,,4320320348
4301185355,3,81971060,4320321001
2989402582,3,RCS 17-154,4320309610
2939178688,4,2K12EY022299-06,4320337350
2947068622,1,17-04-00549,4320321079
4361284631,2,72031009,4320321001
2562044373,1,31540012,4320321001
4386932215,3,2021J01185,4320321878
3140320871,7,BK20202004,4320322769
4311964482,4,,4320327834
2960448615,1,107601‐001,4320319949
3006041690,1,61227902,4320321001
4321456085,3,MR/S035214/1,4320314731
4361267603,3,ERA-CVD JTC2017,4320330882
4308062005,1,51908217,4320321001
2606062020,3,,4320327518
2900788789,2,DP130100334,4320334704
3040853031,1,31971698,4320321001
2969938082,2,PDF/2015/00217,4320334771
3043859796,1,81570453,4320321001
4319067598,2,511093,4320334593
2002488388,1,09-067212,4320309756
2897614562,8,81771627,4320321001
4327941902,1,CBET 2042930,4320306076
3144887425,1,INIOAS-398-023-01,4320328815
4283454699,3,JQ19030,4320322919
1999978133,4,U1232210,4320321001
2792113061,1,PICT 0479-2013,4320337954
2062972364,1,11201008,4320321001
2512874452,1,51573166,4320321001
2923506657,7,U2C ES026561,4320332161
1993540167,3,GM052470,4320332161
2046634518,1,,4320337345
2800975467,1,"DFG, GA 401/26-1",4320320879
3097755114,2,22071054,4320321001
3198899551,1,81702118,4320321001
3033460586,1,CTQ2016-75884-P,4320321837
2950661485,3,GM127131,4320332161
4391644124,5,483/20,4320322252
4388153645,3,D5000230054,4320321392
2907617661,2,22130009,4320320912
4387357854,2,"UL1-TR-000040, UL1-TR-001079, and UL1-TR-001420",4320337472
3207409399,1,C26A12SLP3,4320322510
4394856179,1,No.335/UN5.2.3.1/PPM/KP-TALENTA/2022,4320327947
4293878358,5,NK-0001,4320335322
2088373491,1,09/080(0706)/2010-EMR-I,4320320721
3198752743,1,KNUSTR/3/008/2005,4320324616
2090516669,1,,4320311362
4232498626,2,51303185,4320321001
2903012834,3,31661143004,4320321001
4200373780,1,,4320334952
4283785654,10,1136241,4320334705
4205612774,2,2019FBZ03,4320326874
3041669956,2,14/50867–3,4320320997
4248517419,3,2-SRA-2016-234-S-N,4320310820
3116183918,2,,4320319993
4296591837,5,21877014,4320321001
3175784386,107,UH3AI113337,4320337357
2897443941,2,11371029,4320321001
4318923731,3,82200819,4320321001
3034823177,4,2018B030311026,4320321921
4309852223,1,21FGLB067,4320335869
2123654457,4,,4320306253
4212982928,1,ECR/2018/002300,4320320719
2054072420,1,128039,4320321108
2792766035,1,16K18849,4320334764
4214747662,1,758232,4320338335
4312990449,2,Y201979,4320321133
2964115844,1,,4320320879
2135948837,1,,4320321764
4223958197,1,,4320327972
4309918464,4,,4320314919
4391326536,1,2021MD703896,4320321543
2044995086,2,3200B0-102232/1,4320320924
2912929386,1,,4320322322
2999453395,2,,4320332359
2314559588,3,14.B25.31.0028,4320321912
4391874701,1,51821005,4320321001
2187988103,1,51279220; No. 51439001,4320321001
2889668372,1,848914,4320323031
4206558247,3,JP18K14254,4320334764
3118818552,2,grant n. 2013-0612,4320321499
4386320492,5,2022A1515010109,4320337111
2959815054,2,106-2221-E-002-139-MY2,4320322795
2922488100,5,,4320324738
3212016963,21,01‐18‐5301,4320335787
3044282383,4,GKZD020029/010,4320327024
4386168862,6,20232BAB201040,4320322665
3161978020,4,y2019031,4320322947
2906693869,3,308708/2015-6,4320322025
2767951909,1,Creation of Life Innovation Materials for Interdisciplinary and International Researcher Development,4320320912
4313175887,2,1804a09020092,4320336578
2969671529,6,51802331,4320321001
2166511258,57,,4320334960
2793371956,3,MONB00363,4320332299
2908972139,1,No. 26288107 & No. 15KK0189,4320320212
2066194720,1,41301333,4320321001
4284883086,1,,4320325559
1981059416,2,19-00-R006,4320337345
4375846636,5,32271300,4320321001
4392884478,1,81801949,4320321001
2928271725,2,,4320309117
4392679330,1,,4320311904
2902070141,4,2018M630068,4320321543
2800997846,2,BK20150927,4320322769
4379380107,1,,4320324156
4384277500,1,,4320309807
2495356611,1,61401070,4320321001
3210018358,1,,4320332161
2936191760,1,,4320311687
2810188110,1,GDKJQQ20152008,4320323192
4283270109,3,JP21K03459,4320334764
2022011211,2,81171604,4320321001
2891923211,1,P13-1044:1,4320322659
2997155574,6,R01HD066963,4320337611
2907704074,1,National Key Projects of Research and Development,4320334969
4383070479,1,31872126,4320321001
2529616060,2,,4320320360
2977961330,3,61803185,4320321001
2905819506,2,CMMI-1547102,4320335353
3133320545,1,,4320327429
3207249634,1,62001001,4320321001
2205566050,1,1004156,4320334705
2921069691,2,DEC2016/23/B/ST3/03437,4320322511
3173245457,1,"61701550,61901025",4320321001
2343533142,2,DP150103837,4320334704
2557520207,2,HI14C2428,4320322034
3120407020,3,,4320308129
4206725162,1,22074069,4320321001
2603236387,1,,4320337480
2924536639,5,2017T00228,4320321543
3012560024,2,2018J01573,4320321878
3129422897,2,JP18H02676,4320334764
3111957535,4,11604152,4320321001
2311704555,2,172062,4320322729
4288729350,37,SEV-2016-0588,4320322930
4399737006,7,8582/31/2022,4320328501
3011228792,2,61972440,4320321001
4386878575,2,"Z210012,7212094",4320322919
4313680597,2,81371669,4320321001
2591743633,2,,4320320275
3037791834,2,SGA2,4320332999
2799297956,1,11647014,4320321001
4225325547,3,0042/2018/A2,4320323893
2940466308,1,51808519,4320321001
3103681429,1,C 90347,4320318240
2722104519,1,R01 CA104947,4320337351
4396242440,2,JPMJCR21U3,4320334789
4399040236,2,21571085,4320321001
4400490065,1,,4320321001
4280562946,1,41302126,4320321001
2617145826,5,213/MAT/10-11,4320321024
2995552152,1,81570454,4320321001
4296552498,1,2017/27/B/NZ9/01007,4320322511
3088182673,2,Higher Education Quality Enhancement Project (HEQEP),4320307855
2759819253,1,NNX11AQ90A,4320306101
2428122401,1,OPP1098456,4320306137
3015760814,3,5R01-EB023297,4320332161
2964387600,5,oic-201801003,4320326843
4386423531,1,32102006,4320321001
4221074226,1,106-2221-E-002-082,4320322795
2996602107,1,U1636213,4320321001
4394683994,5,2108085QE204,4320334897
2291907838,3,2014A030313366,4320321921
2921584023,1,,4320309446
4391476233,3,RDJP2022-44,4320324787
2936414238,1,,4320320715
4399324677,2,ZR2022QH023,4320324174
2520252945,3,,4320325288
2333005043,1,F-0038,4320306196
2604458478,6,R01‐GM083925,4320337354
4200398168,1,21406224,4320321001
3029614928,2,91845106,4320321001
4295250203,3,,4320338080
4380154067,1,,4320306101
2770863732,4,award335703,4320320006
4283719738,4,2018GXNSFAA281271,4320322768
3120087862,2,,4320310751
4376106594,2,IA-028,4320322448
2995960993,1,#U01FD005486,4320332163
4385155070,4,,4320337355
3132518307,1,NA11OAR4320072,4320332181
2999193838,5,41888101,4320321001
4232719197,1,2462,4320322674
2651631686,14,CA180816,4320337351
2795887607,1,55200032,4320308269
2767099843,1,21502036,4320321001
4389482216,2,SBF005/1014,4320320241
3159796108,1,61775033,4320321001
4205691424,3,2021R1A2C2008447,4320322120
4210863149,1,,4320306101
2920976661,4,JP18H05478,4320334764
2799751759,3,PRONEX 16/2551-0000 499-4,4320322502
4399050569,4,R56/AG074499,4320337337
2937000748,1,BIA2017-83467-P,4320322930
3208028783,2,PAPD-2018-87,4320327518
2072600520,2,DK068384,4320337357
3012605825,3,31471639,4320335777
2789751811,5,,4320310820
2324989997,1,,4320321873
3132276313,1,1H79TI080682-01,4320332164
4324311288,5,2020YFB1505802,4320321540
4379600298,7,DEB 1950447,4320306076
4307411366,1,21906017,4320321001
3215359902,1,CRG-2018/001551,4320334771
2581578281,1,,4320321091
4320487223,1,81301345,4320321001
3002092653,5,61761019,4320321001
2954981467,1,21662028,4320321001
4387783682,1,12171493,4320321001
2626162978,1,81270068,4320321001
2966329427,2,BFU201782421‐P,4320321764
3206848112,1,CHE-1900188,4320332172
3027737877,2,,4320307855
3210687693,1,41402075,4320321001
2103936063,1,,4320320671
4304890811,2,K01DK107791,4320337357
2064872712,1,,4320320912
3032650675,2,2016YFC0600505,4320335777
3011684525,5,785907,4320335254
4294653791,3,R01 CA83115,4320332161
4313731376,2,62206009,4320321001
4210301328,1,FP7-ICT-2013-10 project EvoEvo grant 610427,4320320300
3000968215,1,51478183,4320321001
4285162654,1,51777207,4320321001
4388900644,1,R01-DA021059,4320337347
2337329566,14,SAPPJ-2014-00031,4320334593
3189064623,1,,4320322480
2549656439,4,BK20141430,4320322769
3175456170,17,41906032,4320322440
2144317785,2,1801110N,4320314349
3124256909,1,,4320309678
4295219564,1,,4320321001
4252470849,1,,4320306176
4399875255,1,2240512,4320306076
1992034122,2,,4320332177
2976108576,2,XK1802-6,4320335787
4307170285,2,42076176,4320321001
4385997248,5,GC‐18‐001,4320323654
2071636919,3,61102068,4320321001
2962952956,4,,4320321091
3120574977,4,,4320322203
2996823777,1,,4320324424
2990038237,1,7351-02,4320309024
2810779771,1,2015R1D1A1A01058815,4320322120
2804737541,3,25222717,4320321592
4393928220,1,DE-SC0002106,4320306084
2884453693,1,,4320310214
2918102814,1,61402004,4320321001
4284896030,3,2021YT132,4320328965
4200509312,3,,4320338368
2969163072,1,2016YFE0126600,4320335777
3103447286,1,EEC-1160504,4320306076
4392884056,6,62103035,4320333688
1988265401,1,2009/01005-0,4320320997
4281701711,2,21305092,4320321001
3047911805,1,31760763,4320321001
2888727534,21,,4320321091
4364379056,2,,4320322025
4389552618,5,UL1 TR002369,4320337472
4224951219,1,P 44650-1,4320322711
1896535744,1,DE-AC02-06CH11357,4320306084
4313448527,2,R01-GM095850,4320337354
4316661141,8,1813401,4320335353
3119918980,1,"CRC/Transregio 205/1, Project B11, B12 and S01 “The Adrenal: Central Relay in Health and Disease”",4320320879
3126192276,1,,4320312020
2964772567,2,104151/Z/14/Z,4320320006
2810888449,1,11372123,4320321001
4290744372,1,,4320317581
3121314148,2,21705035,4320321001
4223991844,7,20210302123129,4320327913
4391757345,7,2019QL016,4320329000
4395049778,2,PID2019-108851RB-C21,4320322930
4384498550,2,NNF195A0059372,4320325957
3201785062,2,AS-106-TP-L04-3,4320321041
1987477549,1,71361130014,4320321001
2889231556,1,61525501,4320321001
3081480740,4,2017YFD0201900,4320335777
2412058145,1,,4320338080
2616404652,5,106112016CDJZR135506,4320335787
2885077784,2,,4320326982
2735381622,1,DK61130,4320332161
4384563887,1,2020R1A6C101B197,4320321198
4292227720,2,ST/V001965/1,4320325432
2921433445,2,41572040,4320321001
3152122136,2,16K10092,4320334764
3081796335,2,11421303,4320321001
2148434054,1,,4320307758
2144059906,2,NRF-2011-0028597,4320322120
4401757506,1,001,4320321091
3169712198,2,61902116,4320321001
2969937203,3,,4320337353
3097957463,5,51674116,4320321001
3172693118,2,,4320314168
3129908926,2,,4320326189
2302456407,1,,4320334506
2966172427,5,1306630,4320337392
2581628975,3,41472038,4320321001
2537125555,1,51322901,4320321001
2976384268,1,,4320320696
2953354056,2,PF/10/018,4320322308
3148337942,3,,4320321390
3047162147,1,,4320322323
1848151577,4,,4320334789
3098009268,3,16H05983,4320334764
3127006109,6,61802164,4320321001
4390268766,10,,4320323333
2588512842,1,,4320321505
2562515984,1,26350421,4320334764
2907904014,3,"JSPS KAKENHI Grant numbers, JP15K12646",4320334764
3195507726,23,2018M630349,4320322725
2408218571,2,25610127,4320334764
2525431032,1,NNX10A168H,4320308606
2976245759,2,21878048,4320321001
4225619311,1,31871967,4320321001
1995206626,1,,4320334593
4362468612,1,,4320321594
4395080024,1,2239824,4320306076
2164886352,4,,4320322120
4327694209,2,,4320321681
3055846340,1,,4320321504
2601901846,3,R01-DC010290,4320337346
2937908498,1,JP17K17720,4320334764
3024880019,2,,4320310758
4391608522,5,2022M710304,4320321543
4401326517,1,2021YFB3301100,4320335777
4220729547,3,FT210100459,4320334704
4392015348,2,CRG/2022/005666,4320334771
4283211343,1,,4320321292
2031195767,3,IST-2000-26473,4320323846
2067773893,2,1398.2014,4320321912
2460722791,1,5R21DA030876,4320337347
3134295537,2,,4320325675
3011274279,2,,4320320966
4249681755,1,CHE1807106,4320306076
3131363875,2,TCRD‐TPE‐ 110‐05,4320323512
2763296742,3,FP7/2007–2013,4320334960
2904243413,6,P01120943,4320332161
2008762966,3,1308085QA14,4320321001
2951517633,1,,4320320366
4200534456,2,51732011,4320321001
3136486764,1,428282/2018-0,4320322025
2784110008,2,,4320338111
1548441930,1,81030027,4320321001
1975362326,2,21366013,4320321001
2485537671,1,NRF-2014R1A5A1009799,4320322120
4399759653,3,,4320323351
3130107878,2,1231306,4320306076
2202409380,2,11179003,4320321001
2911421315,3,SSTF-BA1301-12,4320332195
4395680453,1,42176173,4320321001
2963758333,2,1508085MA12,4320334897
4380716659,12,UIDB/04106/2020,4320334779
4386714917,4,61663021,4320321001
1999231006,2,09555231,4320320912
2895700641,2,,4320310845
2238399847,1,,4320319963
2943983058,1,40080602,4320319996
3021398890,4,1R21HS024983,4320332177
2565420726,3,U1501241,4320321001
4293515589,1,0118U006190,4320322850
3108628266,4,XK1803-05,4320335787
3026022297,3,PCIN‐2017‐061/ AEI,4320315062
2302344606,7,CBET 1066343,4320337390
4385697270,1,,4320320883
3117515580,4,,4320311440
4393054030,2,,4320334705
2967771094,10,P50 AG005133,4320337337
2467035649,1,21276239,4320321001
3010368800,13,R01MH062349,4320337346
4399035889,1,11971283,4320321001
4401480678,1,DH-2022ZY0006,4320317287
4400962500,1,,4320334779
2949242965,2,DP1 DA039543,4320337347
3202749397,4,EP/P001009/1,4320334627
4393411751,2,ANR-10-LABX-0010/ANR-10-IDEX-0001-02,4320320883
4319224793,4,CSTC2019 jcyj-msxmX0613,4320327726
2944505324,1,1703394,4320337392
2937251225,1,1908730,4320306076
2909475727,1,Grant No. 41576163,4320321001
3125764993,3,"GY2017001, GY2018025",4320327777
3164583783,2,17K05844,4320334764
2904736151,1,K12-HD047349,4320332161
2559608209,1,EP/I002154/1,4320334627
2970506711,1,Not specified,4320322570
4292664297,1,MOST110-2113-M-003-021,4320322795
3195711248,1,1293,4320322406
4392142660,1,2021JJ40266,4320322843
4283796242,2,,4320321883
1460320650,3,III 45022,4320322729
2094963713,1,P51OD011092,4320332161
2951981717,3,2572015AA20,4320335787
3034446448,2,61671108,4320321001
2963787995,3,17JZD018,4320321106
2756627202,1,DK 056350,4320332161
3095782019,1,10FI14_170409,4320320924
4399729508,1,,4320321408
2405066569,1,H10100 and H10062,4320309659
2901051058,1,,4320311073
3209862160,1,2017-04864,4320321030
3096275652,5,CA-40360,4320332161
4394752181,3,22090050,4320321001
2912409038,1,41877394,4320321001
4401617934,3,,4320326185
2610512769,4,NA15OAR431074,4320332181
4298005255,1,765224,4320320300
3032031570,2,CZ.02.1.01/0.0/0.0/16_019/0000787 “Fighting INfectious Diseases,4320321005
3109822821,1,RP-PG-1210-12004,4320335255
1969256165,2,0810294,4320306076
3025045967,1,,4320320997
3217644754,1,12701272,4320321001
2887962269,3,,4320326701
3119917117,1,R01HL155417‐01,4320306080
4382933635,2,U1904189,4320321001
2088517937,2,2012CB933101,4320335777
2521964332,24,2015H1A2A1033649,4320322120
2006168640,3,11171055,4320321001
4213191521,1,88881.186967/2018-01,4320321091
4399164419,2,2103116,4320337390
2998784273,1,10077553,4320321681
3092613007,2,21773076,4320321001
4388139950,2,GrantagreementNNF14CC0001,4320325957
1988897099,4,R03 TW06919,4320332161
2029401045,3,21175049,4320321001
2396953295,1,,4320320912
3193210921,1,Junior Research Fellowship,4320320721
3165950832,5,,4320326713
3036946291,1,2018R1A2A1A05079100,4320322120
3150971500,1,N00014-19-1-2526,4320337345
2773300977,2,DMR-1351959,4320337367
3168773009,2,FQXi-RFP-1808,4320311357
3148544689,1,,4320320300
4376630597,1,AG074004,4320337337
2924282919,2,2011-68005-3041,4320332299
4399167978,6,2023A1515012818,4320337111
4319919031,2,2018/MAB/5,4320321042
2900333408,1,160055,4320320924
2057921899,1,MSM 0021620860,4320321006
3032967711,1,1660/31/2018,4320328501
3170991539,2,,4320322990
4296309244,1,,4320322007
4393946649,6,2022M720648,4320321543
1978936144,1,P30CA047904,4320332161
4308150738,5,1R01AR077793,4320332161
4309012914,1,82170916,4320321001
3103099583,3,15/IA/2864,4320320847
2129226802,1,,4320332161
2197630993,2,51408048,4320321001
2089227776,1,AG-05119,4320332161
4229366721,4,1623684,4320335353
2888971840,2,ARC‐1417300,4320306076
3159178846,3,,4320334627
2769435895,2,JP25287042,4320320912
2785399043,2,EP/G031819/1,4320334627
3032974759,2,Basic Research Project (203411),4320328359
4401632262,4,R01DE031812,4320337365
2753356146,4,DE-AC02-05CH11231,4320332359
4378836656,1,2016/23/N/ST8/03688,4320322511
4400662016,7,112‐2740‐B‐A49‐002,4320331164
2040920281,1,,4320306631
4388456369,6,,4320306159
2884919442,2,11672193,4320321001
3199391549,3,21K05027,4320334764
4395064082,1,,4320322971
2143900412,4,61203081,4320321001
4366603200,2,U21A20284,4320321001
4399599496,2,2019YFE0122300,4320335777
2923348709,2,41771514,4320321001
2884137574,1,,4320311430
3032971296,1,19-11-00069,4320324099
2043976852,7,122/643,4320334943
2582767966,1,N:15T-1A197,4320310936
3097273043,7,19H04883,4320334764
4390357313,3,D5000210817,4320335787
3036923662,4,2018B030311001,4320321921
4313487952,2,,4320320751
2274386546,5,,4320325957
1983705855,2,2012GSF11803,4320321001
2990098164,2,,4320321112
2891300925,2,400906/2016-3,4320322025
2586233180,2,11225523,4320321001
4390499060,3,22072016,4320321001
2946937277,1,C06X0807,4320320771
4310385578,13,2017-P1231,4320326256
3187794082,1,20-06-0067,4320322739
3211468074,1,81800025,4320321001
2402538536,4,,4320332183
4319812826,1,17K07467,4320320912
2949622290,62,,4320334704
2995007127,1,391215328,4320320879
2340949774,1,81272945,4320321001
4312342220,3,BK20210922,4320322769
4399290974,1,17GRO-PS48-0092-7,4320312963
3134179022,3,DNRF143,4320320943
4377139057,4,16JCZDJC31100,4320323993
3215670505,2,,4320332359
3184523169,2,cstc2019jcyj-msxmX0581,4320323172
4322631692,2,,4320321730
3015272914,1,2017/15175-1,4320320997
2116641738,1,,4320320912
3046823963,3,"TUDFO/51757/2019-ITM, Thematic Excellence Program",4320335908
2008934360,1,NSC 99-2410-H-390-029-,4320321040
2767846218,4,RE/13/1/30181,4320323320
2991379440,3,51625805,4320321001
4280518809,4,IITP-2021-2020-0-01602,4320335489
2923741314,5,61672114,4320321001
1978200882,5,KRF-2007-359-C00009,4320327953
2760639904,1,81572173,4320321001
2282481375,2,61177049,4320321001
2964312383,1,1033906,4320334593
3022554540,4,2017YFA0205600,4320335777
4323046639,1,2020-JSKSSYS-04,4320317441
3208283078,1,Grant # 4829,4320316035
2945580566,1,,4320322315
2944498592,1,21474091,4320321001
4220812960,1,P201-19-04243S,4320321006
4225888491,3,61872024,4320321001
2898476659,1,51702032,4320321001
3092760649,2,20190459,4320334926
2968045283,1,41872203,4320321001
3205613603,1,H2020‐MSCA‐IF‐2018 843094,4320320300
2417787864,5,10QH1403000,4320321885
2949421155,1,,4320320912
4285799321,1,,4320321227
2112986518,2,,4320332611
4221116912,3,,4320334923
2605683221,2,316488,4320334679
2593872108,1,11121541,4320334812
2292443665,1,,4320320801
2395095042,2,51474001,4320321001
2962030253,1,21675155,4320321001
2099589567,1,,4320320300
4376132621,3,R37 AG025667,4320337337
3169686050,12,U1630134,4320335777
4287092287,1,,4320322725
4289936602,3,"2018CXGC1209, 2021CXGC010506",4320333596
2394588964,1,U19 AI100627,4320332161
2560077761,1,R01 CA154562,4320332161
2518219926,1,DJCLS R 12/16,4320323359
2972083282,1,31700519,4320321001
3087186741,1,31600482,4320321001
2921815679,3,81372959,4320321001
3159141464,10,2018YFB0905400,4320336475
3107199294,2,R01MH095683,4320337346
4388817680,2,,4320325698
4378746634,3,Core grant to the Waisman Center - U54 HD090256,4320337611
2810610378,4,319286,4320334678
2772861754,1,,4320323424
2606514200,2,APQ-00299-12,4320322980
4387344660,1,RGNS 65-070,4320329659
4306938202,1,2016YFC0500907,4320321001
2923042114,1,31051,4320322729
2887976745,5,11374274,4320321001
2004237248,1,013018,4320310657
3091814176,2,,4320321543
2802169593,3,51779024,4320321001
2768116986,7,BK20170802,4320322769
4391110010,1,(No. 2019YFA0708704),4320335777
2750971276,1,DE-NA-0003525,4320338291
4282913214,1,MOST 109-2221-E-224 -026 -MY2,4320321040
2885835694,2,PHY-1306702,4320306076
4242299777,3,DFS-09-14,4320306271
4323646039,2,16KISK038,4320321114
2002258987,1,,4320322468
2773119075,1,61773156,4320321001
2140945478,4,100-2923-M-002-007-MY3,4320321040
4386034541,1,,4320321202
4391564186,4,,4320335125
2324686734,1,CNS-855047,4320306076
4399901335,1,32160375,4320321001
2982594808,3,2019B21314,4320327599
3146833266,4,,4320327884
2766848225,1,NRF-NRFF2017-7,4320320709
2777972842,1,,4320309388
2328741614,2,MCB-1052234,4320337397
3096659773,2,DEB‐1046113,4320306076
4394689441,1,WE 4678/12-1,4320320879
4396687937,2,P2CHD042849,4320337611
2635600055,2,1308485,4320337393
4382565788,1,22-72-10056,4320324099
2017038249,4,226487,4320334960
2949801319,1,,4320320912
4389894972,2,U20A20145,4320321001
2300286827,2,,4320323193
4200022397,1,,4320321626
4319067632,3,307100/2021-9,4320322025
3206702898,1,1662177,4320306076
3121363814,1,316106,4320321108
2753707546,4,FA9550-15-1-0053,4320338279
3014967662,3,2018YFB0406702,4320336026
4283155480,5,NRF-2020R1A2C3004973,4320322120
4387805605,1,52102012,4320321001
2966031264,2,61805213,4320321001
2789403277,3,41573007,4320321001
4200045408,1,,4320327959
4324026421,2,51564009,4320321001
4301373841,1,"61975144,61675150",4320321001
2554165798,1,,4320332186
2789203541,2,LR14C030001,4320338464
4285088106,2,,4320323032
2909602686,1,CMU107-N-07,4320324301
4375955467,3,2012CB967903,4320335777
4281719189,3,JPMJCR19K2,4320338075
4399287107,2,52173293,4320321001
2247745759,5,301137/2014-5,4320322025
2028364860,1,CC5141,4320310280
4224859066,9,2018YFA0305602,4320335777
2947186655,1,21890753,4320321001
4312054976,1,,4320334953
2910264166,1,,4320310455
2809623364,1,283867,4320338335
3184038563,1,BCS‐1539795,4320306076
4220971186,3,91853103,4320321001
2963159652,4,R01GM047845,4320332161
2132105028,1,,4320307779
2973201967,5,,4320334436
4388557336,3,,4320318602
3160004619,2,31930057,4320321001
3150739818,2,2018/18691-3,4320320997
3193001661,1,14855,4320321800
1993294104,4,08J03650,4320334764
2113299119,1,11403026,4320321001
3106916392,7,,4320334935
4391941047,1,,4320335829
3000064911,6,2019A1515011671,4320321921
2529582893,1,,4320310917
1965794365,1,7-09-MN-54,4320306089
2482619512,2,21375078,4320321001
3080834937,1,,4320335322
4322733757,1,,4320320767
4384831736,4,RJF/2021/000115,4320334771
2057764433,3,,4320335125
4213453674,6,61604086,4320321001
3035183906,1,DP190101363,4320334704
4401164990,4,cx2023111,4320327835
1137198719,1,51274246,4320321001
2990645028,2,,4320319985
2999210277,5,2018A030313013,4320321921
2914893746,2,NRF-2016R1E1A1A01943393,4320322030
2783878334,3,Canada Research Chairs Program,4320334593
2068728988,2,,4320334764
2767911996,2,,4320319905
2516730975,2,31272550,4320321001
1844248875,1,RR025781,4320332161
4207043169,5,19QA1410300,4320327803
2984672848,6,U1632102,4320321001
3012805363,4,,4320338080
2955355830,1,SC EPSCoR,4320306076
4389055819,3,62305080,4320321001
4392885551,1,,4320321001
2604726987,9,,4320320997
3159831093,4,Interreg Va programme (Project 121),4320335322
4313387596,3,,4320328119
2896437211,2,11727809,4320321001
4310861264,1,2019617,4320306076
3124313551,5,,4320322616
4399858654,2,,4320332999
3156009450,1,,4320322605
2792683657,1,17ZR1412500,4320309612
2794729928,1,308142/2014‐4,4320322025
4308678853,2,ZR2021MC116,4320324174
2031523101,2,2012BAK10B04,4320321001
2995760753,2,59-FRP/2014(BSR),4320320767
2905171203,2,CB-2013-223800,4320321739
3192907336,1,52073196,4320321001
2024692842,3,"30973582,",4320321878
2977782679,6,71571166,4320321001
2907961393,15,2017YFA0207002,4320335787
4289821325,6,HIT.OCEF.2021005,4320335787
2503197004,2,EP/L017709/1,4320334627
2969987024,1,51875113,4320321001
3155047271,1,Nos.61175012,4320321001
2019457489,3,MO1-RR-00079,4320337355
3014715668,1,81701750,4320321001
3144582410,1,2511/16,4320322252
2910792057,2,NRF-2018R1C1B6000998,4320322120
4317810478,1,VA5048,4320337177
2910846547,1,CA150391,4320306078
2548344294,2,21471016,4320321001
1095750759,3,TR33013,4320322729
3095164703,1,41902326,4320321001
2586659164,1,25251032 and 16H06555,4320334764
4394856487,7,U24HG010262,4320332161
2900946646,7,,4320338080
4306181181,3,11971407,4320321001
1967122921,1,DDIG-1209744,4320306076
2566193132,1,DE-EE0006832,4320332360
2314015131,1,CBET-0746664,4320306076
1803690640,1,,4320306084
4378909156,2,42171441,4320321001
2893840860,4,,4320334593
2094537827,2,08-1,4320309355
2600498396,1,51676095,4320321001
4295004952,8,2015AA034202,4320335773
3171139544,4,11874318,4320321001
2044835857,1,,4320334704
4388011519,1,21RD003,4320308016
4378781999,1,ANR-21-CE20-0041,4320320883
3139078066,1,,4320332172
3030018865,4,W911NF-14-1-0344,4320338281
3136857527,3,11534012,4320321001
4284898081,2,22022405,4320321001
4214915790,1,320QN308,4320322866
2024974221,1,,4320320912
2775804534,3,,4320314087
3085927643,1,81170602,4320321001
3093858862,4,Atlantic Fellowship for Equity in Brain Health,4320315806
4393182093,1,81122911,4320308883
3016682312,1,,4320307781
2066826302,1,2004-5104,4320321033
4312190862,2,12171230,4320321001
2239586900,1,,4320321408
