institution_id,alternative_name_seq,alternative_name
4401726920,3,Aibee Beijing Intelligent Technology Co Ltd
4387154573,1,Morphodynamique continentale et côtière
4210099626,1,Kementerian Luar Negeri Republik Indonesia
4210153809,1,Merck Sharp & Dohme
47232531,1,Nichigin
4210130302,10,Europejskie Centrum Rozwoju Kształcenia Zawodowego
4391768099,2,地表过程与资源生态国家重点实验室
4210117180,1,Inštitut za simbolno analizo in razvoj informacijskih tehnologij
4391767825,5,NIHR Biomedical Research Centre at The Royal Marsden and The Institute of Cancer Research
2800832783,1,大阪府教育委員会
4210167006,1,聖トマス大学
4210163878,1,Ελληνική Πνευμονολογική Εταιρεία
4401726779,2,NCI Information Systems
4210094198,2,Uniwersyteckim Szpitalu Klinicznym w Białymstoku
82509713,2,Mälardalens högskola
4210093795,1,高松赤十字病院
184791757,4,Mountain Agricultural College
4210131236,1,Eliette and Herbert von Karajan Institute
4401200360,1,Technological University of Puebla
3132228530,1,Conservatoire de Lyon
4387152663,3,Myers Oceanographic & Marine Biology Trust
4210145444,1,Yamaha Corporation of America
4210102684,1,Jiangsu Provincial People's Armed Police Corps Hospital
4210137389,2,东方肝胆外科医院
4210156468,1,Zeeland Community Hospital
4388446401,2,Institut za književnost i umetnost
4210110832,2,葛飾医療センタ
4210109330,1,Институт биологических проблем Севера ДВО
217937681,1,Queensland Institute of Medical Research
4210138896,1,Open Joint Stock Company Scientific Research Institute of Nonwoven Materials
4210129720,1,Jaamacadda Koonfurta Soomaaliya
4210120810,1,独立行政法人 国立高等専門学校機構
110525433,3,Dāneshgāh-e Āzād-e Eslāmi
4210100666,1,مؤسسة الإذاعة والتلفزيون الأردني
4387154945,2,Industrial Calibrations Ltd.
132091411,2,Yerevan Physics Institute
2800373718,1,Beatson Oncology Centre
4210104803,1,Міжнародний університет бізнесу і права
4387154649,3,Bacterial virulence and infectious desease
4210095686,1,Нижний Новгород областной онкологический диспансер
4210158532,1,한국회계학회
1291344717,1,The Mineral Water Hospital
4210152042,1,北京电子科技职业学院
4210093888,1,沖縄赤十字病院
125934054,1,Guólì Liánhé Dàxué
4210132661,1,Dansk Flygtningehjælp
4210165558,1,Υπουργείο Εσωτερικών
4210122595,1,Národní Bezpečnostní Úřad
4210150937,1,Norsk Vann
2800573802,2,Администрация Президента
42934936,1,Ollscoil Chathair Bhaile Átha Cliath
4210148481,2,INCDTIM Cluj-Napoca
4210155656,1,Sérine protéases et physiopathologie de l'unité neurovasculaire
4387155663,1,Stadtarchiv & Wissenschaftliche Bibliothek
4210122384,3,Beijing Municipal Environmental Protection Bureau
111455621,1,"Queens College, City University of New York"
4387154308,3,Centre de Recherche Epidemiologiques et Bio Statistiques de Sorbonne Paris Cite
4210129190,1,Česká Betonářská Společnost
4391012558,3,Xalqaro Nordik universiteti
4210122752,1,Head-Royce
4210100612,2,Technische Hochschule Nürnberg Georg Simon Ohm
4401726917,2,வவுனியாப் பல்கலைக்கழகம்
205783295,1,Universidad Cornell
4210124519,2,ホールディングス株式会社
4388482659,2,جامعة البيضاء
4390039227,3,Robert H. Lurie Cancer Center
4210164058,1,Институт истории и археологии УрО РАН
4210095713,1,Department of Health
4210087998,2,仙台市博物館
4210110319,1,財団法人福田記念医療技術振興財団は
4210111247,1,R.A.Podar Medical College and M.A.Podar Ayurvedic Hospital
4210149763,1,神戸朝日病院
4210165632,1,The 3rd Affiliated Hospital of Yunnan University of Traditional Chinese Medicine
4392738223,3,Spanish Ministry of Digital Transformation
171003132,1,Rawalpindi Medical College
2802083021,2,Toyama tanki daigaku
4210122300,2,鹿児島市立病院
2802080508,1,Association Canadienne Des Medecins d'Urgence
4387153073,1,National Institute of Child Health-San Borja
2799516425,1,Annecy-le-Vieux Particle Physics Laboratory
4387152628,1,Curium
4210106901,1,Internationale Berufsakademie
212038754,1,歡迎來到矽品
4210137389,1,"Third Affiliated Hospital, Second Military Medical University"
4210146517,1,滋賀県立近代美術館
2799540789,1,मथुरादास माथुर हॉस्पिटल
2800623009,1,Marlow Foods
2800336561,1,Trillium Health Partners
149851306,2,Natsional’na Akademiya Nauk Ukrayiny
75027704,1,University of Tennessee
122140584,1,Federal University of Rio de Janeiro
4387930302,3,Viet Nam National University HCMC University of Information Technology
4210145710,2,Nadace Terezínská iniciativa
4210092541,1,लजी लाइफ साइंसेज इंडिया प्रा। लिमिटेड
4210159454,1,Serviço Geológico do Brasil
4210093049,1,Leibniz-Institut für Resilienzforschung
4387155276,4,Львівський Медичний Інститут
2801339427,2,Universidad Abat Oliba CEU
4210158893,1,Geological and Mining Research Bureau
4210096362,2,理研バイオリソースセンター
4210100023,1,"""Federal Research and Production Center Research Institute of Applied Chemistry"""
4210139699,2,Shenzhen Institute of Micro- and Nano-Integrated Circuits and Systems
4210160019,2,重庆市卫生和计划生育委员会
443798,1,Bōei Daigakkō
4210149427,1,European Institute of Business Administration
4210152006,1,吉林农业大学
4210106306,1,National Centers for Coastal Ocean Science Hollings Marine Laboratory
173469076,2,Grønlands Universitet
4391768148,2,火灾科学国家重点实验室
4210151001,1,BLUE
2800212840,1,Riksantikvaren
4210161996,1,New Vista of the Bluegrass
4210162232,1,Max-Planck-Forschungsstelle für Enzymologie der Proteinfaltung
4210160400,1,Universidad Salesiana
2801637272,1,Republic of Korea National Red Cross
4210101451,1,Nanjing Vocation Institute of Industry Technology
18167132,1,Mackenzie Presbyterian University
3123915005,2,International University of Catalonia
4210134103,1,Compagnie française des pétroles
2802173692,1,Pontificia Academia Scientiarum
137428128,1,Olin
4210124722,1,Primo Ministro di Malta
7877124,1,Charité
4210166594,1,Hankyū Hanshin Hōrudingusu Kabushiki-gaisha
4210112051,1,Universitas Pertahanan Indonesia
4210094993,2,Daiichi Bussan Kaisha
4210162575,1,長野市教育委員会
142208455,7,Vysoká škola báňská - Technická univerzita Ostrava
102239671,2,Hamdan Bin Mohammed e-University
4210132115,1,Tarsus Üniversitesi
4210156355,1,Тверской институт экологии и права
4391767702,2,Wrocław Centre for Networking and Supercomputing
4400008908,2,"Banner MD Anderson, McKee Medical Center, Loveland, CO"
2802349053,1,Yamamura gakuen tanki daigaku
48076826,1,มหาวิทยาลัยเชียงใหม่
4210105509,1,Archivo y Biblioteca Nacionales de Bolivia
120514687,1,دانشگاه علوم پزشکی بقیةالله
4210140987,1,Oxford Archaeology Limited
4210110521,1,Institutet för Hälso- och Sjukvårdsekonomi
4210096707,1,上海长宁区妇幼保健院
4387155369,1,"National Institute of Economic Research ""Costin C. Kiritescu"""
4210137044,1,Consorzio Universitario per l'Ateneo della Sicilia occidentale e del bacino del Mediterraneo
4390039237,5,"ТОВ ""Інститут психологічної експертизи і поліграфа"""
32046576,1,Universidad Rafael Landívar
4210156980,2,Jubilee Nursing Home
119213423,1,Taipei Chengshih University of Science and Technology
4391767947,3,科大基金會
4210147709,3,"Istituto di Tecnologie Avanzate per l'Energia ""Nicola Giordano"""
4387154064,3,NRF Kenya
4387152324,1,Inštitut za slovenski jezik Frana Ramovša
2802541734,2,Cova da Beira Hospital Center
4210135795,1,新潟市立高志中等教育学校
4210145313,1,경운대학교
4210146652,1,Premiere Oncology of Arizona
199440890,2,الجامعة الأمريكية في الشارقة
2801071008,1,Engineering Society of Hong Kong
4210148459,2,Mitchell Memorial Youth Theatre
4210126840,1,Hospital Oncológico
141074810,2,Hanguk Kyowon Daehakgyo
4210105440,2,ЦНИРТИ им. aкадемика А.И.Берга
82040044,2,Citizen Holdings
168879160,2,浙江科技学院
4210087713,1,Jung Tao School
4210145440,1,FRAXA
4391768070,1,AdvanceQld
4210110338,1,Fondazione Mario Negri Sud
2801481043,4,Huaihai University
4210131285,2,Санкт-Петербург И. И. Джанелидзе НИИ экстренной медицины
4210114565,5,International Clinical Research Center of St. Anne's University Hospital Brno
4210157190,1,Kagiso Educational Television
4210135848,5,M.S. Poliakov Institute of Geotechnical Mechanics
4391012575,4,"Office of Research, Development & Technology Programs and Activities"
4210120555,1,한국독어독문학회
4210154888,1,Hunter New England Health
165817395,2,Massachusetts College of Pharmacy and Health Sciences
85920734,1,Banat's University of Agricultural Sciences and Veterinary Medicine “King Michael I of Romania” from Timișoara
98358874,2,TU Delft
59888676,2,鳥取短期大学
4387930231,4,NOAA NWS Western Region Headquarters
4210150682,1,OKB-23
4387152207,2,Yamashita Kojosen Byouin
1286329397,1,Servicio Geológico de los Estados Unidos
4388891778,1,Institute of Cancer Molecular and Cellular Biology of Salamanca
4210090790,1,内蒙古赤峰市林业科学研究院
2802452150,1,Hospital del estado de Utah
1310293346,1,House Research Institute
3131353278,1,منہاج یونیورسٹی
4391767644,2,Research and Technological Innovation Support Foundation of the State of Sergipe
4210156943,2,وزارة البيئة- جهاز شئون البيئةالمعادى
4210135953,3,Таджикский аграрный университет
126541806,1,Yunifásítì Ìpínlẹ̀ Èkó
121691239,1,北华大学
4387156459,1,Synthèse Caractérisation Analyse de la Matière
4210087420,1,I. Arabaev Kyrgyz State University
12509574,2,景文科技大學
58918642,2,Софийски университет
4210131871,1,Jinmei Coal Group
1318617081,1,Wilson Center
4210104740,1,PSL
2799856468,1,Cincinnati Bible College and Seminary
4210130518,2,Fraunhofer Research Institution for Marine Biotechnology and Cell Technology
4401726907,1,Alcaldía Distrital de Barranquilla
4210090075,1,Centre de Recherche sur la Matière Divisée
4210086815,1,CH emisches Institut Dr. F Lad
94948490,1,B.S. Abdur Rahman University
2801316332,1,Svenska Institutet i Rom
1331070479,1,University of Yaoundé I
4388891758,2,British Aerospace
4387154099,1,U.K. Darwin Initiative
4391767831,2,USGS Pacific Island Ecosystems Research Center
208086522,1,Ukrainian Agricultural Academy
4400573253,1,Korea Hydro & Nuclear Power
3099191963,4,Department of Special Telecommunication Systems and Information Protection
4210164779,1,Nobim
4210105613,1,Landelijk Selectie en Opleidingsinstituut Politie
4210121093,1,Adalet Bakanlığı
4210142109,3,Hochschule Rosenheim
4210163948,1,"Council of European Employers of the Metal, Engineering and Technology-based industries"
4210121422,1,Breast Cancer Relief Foundation
4392738311,1,Climate Resource Pty Ltd
4210116366,1,Practical Farmers
4210117430,6,こくりつこくごけんきゅうしょ
3132446703,1,International Baptist Theological Seminary of Eastern Africa
4210099887,1,国立西洋美術館
2801862688,1,Cancer Institute NSW
4391768248,2,State Key Lab of Pathogenic Microorganism Biosafety
4387154904,2,Turkiye Diyanet Foundation Center for Islamic Studies
4210167133,1,Uganda Military Engineering College
4400009039,1,Bakı Araşdırmalar İnstitutu
4210117582,1,한국 정보 시스템
4210112566,1,Swiss National Accident Insurance Fund
4387154683,1,Virginia DOT
4210159085,1,Dansk Kiropraktor Forening
4210155564,1,广州市科技创新委员会
4210090468,1,RHI (Austria)
4210140972,5,ColdQuanta
4401200355,2,uOttawa Centre on Governance
895702146,2,North American Baptist College
44468530,3,Qingdao Technological University
4388446378,1,"Centro de Investigação, Inovação e Desenvolvimento em Enfermagem de Lisboa"
118803816,2,辽宁大学
4400573254,1,Bundesinstitut für ostdeutsche Kultur und Geschichte
153845743,2,Московский физико-технический институт
2803051454,1,Jack Miller Center for Teaching America's Founding Principles and History
4210130121,1,Kagawaran ng Pagsasaka
4210141038,1,Næringslivets Hovedorganisasjon
55167344,1,جامعة القيروان
4210132871,1,Maryland General Hospital
4387152087,3,Juris
4210108878,1,Yokohama Gomu Kabushiki-gaisha
4388482678,1,"Secrétariat d'État à la formation, à la recherche et à l'innovation"
196679689,4,United States Department of Energy Office of Science Lawrence Berkeley National Laboratory Joint Genome Institute
4391768094,1,State Key Lab of Solid Lubrication
4387152647,2,フジタイカダイガクオカザキイリョウセンター
2800061738,1,Domingo Funes Hospital
4210136518,2,Maharaja Ranjit Singh State Technical University
2799387524,1,Geological Society
4210130546,1,Pohjois-Pohjanmaan Sairaanhoitopiiri
177331275,1,Université du Nord du Michigan
8488066,3,Kōa Institute of Technology
4210135298,1,Hughes Associates
3132396572,2,Kõrgem Kunstikool Pallas
4210138457,1,الجامعة الإسلامية في لبنان
152100410,2,Oxford College
2801107848,1,NewYork–Presbyterian Hospital
193629610,1,Таллинский университет
4391768256,1,State Key Lab of Plant Molecular Genetics
4391768029,1,综合业务网理论及关键技术国家重点实验室
4210142253,1,제주 참여 환경 연대
4210095122,1,Tay-Bandz Organization
4210132733,1,湖南省儿童医院
123044942,2,Universitat Autònoma de Barcelona
74042192,2,神奈川県立保健福祉大学
2799782315,1,Museum of Cairo
4210129617,3,Laboratoire END-ICAP
4401726963,2,The Mosaic Co
4210125573,1,Thunder Valley CDC
4210106687,1,广西中医药大学第一附属医院
4210148808,1,Association of State and Territorial Public Health Nutrition Directors
4210154340,7,Джизакский Государственный Педагогический Университет
3130727056,1,College of General and Vocational Education
4210137444,1,Institut Atlantique de recherche sur le cancer
2802226052,1,MakatiMed
4210087710,1,ভিক্টোরিয়া ইউনিভার্সিটি অফ বাংলাদেশ
4389425391,2,U.S. Naval Air Warfare Center Warminster
4210135576,1,四川省中医院
52435824,2,"National Institute of Sport, Expertise, and Performance"
4210159600,1,Agence Nationale de Valorisation des résultats de la Recherche et du Développement Technologique
4210157175,1,Vereinigung der Kooperativen Forschungseinrichtungen der österreichischen Wirtschaft
4210146080,1,Regieorgaan
4210121527,1,well-baby clinic
4210118116,1,Janssen Pharmaceutica
4210159208,1,Conseil de la Jeunesse Scientifique
106542073,2,कोलकाता विश्वविद्यालय
4210166889,1,安阳市中医院
91357014,2,Benares Hindu University
4390039346,1,Saint-Jean-sur-Richelieu Research Centre
4210130527,1,美亞廚具旗艦店
4210124281,1,EuroGPR
124227911,1,جامعة بن غوريون
4210129881,1,French National School for the Judiciary
193621644,1,名古屋文理大学
197065826,2,神戸薬科大学
4210128667,2,福祉 九州 病院
29003387,2,Ōsaka joshi tanki daigaku
4210133464,1,M2SE
4210163212,1,"Private Higher School of Social Sciences, Computer Science and Medical"
4210135475,1,Essex Disabled
2896998738,1,Muzium Tamadun Asia
4210122516,1,MEDICE Arzneimittel Pütter GmbH & Co. KG
4210150328,1,Centro de Láseres Pulsados
4210159063,1,Yaroslavl State Agricultural Institute
103547593,2,Centria ammattikorkeakoulu
4210148225,1,中国建筑西南设计研究院有限公司
4210103941,1,SciFri
3132559988,2,名古屋造形大学
4210127738,1,Ecole Nationale Supérieure des Mines d'Alès
4210148824,1,International Alzheimer Research Center
4210129122,1,致诚公益律师
4210139832,2,Habitat
4210112879,1,河北リハビリテーション病院
4210105570,1,Narodowy Instytut Dziedzictwa
4210104265,1,कंपनी के नेशनल फेडरेशन - सेशन शुगर फैक्ट्रीज लिमिटेड
4210119542,2,코리아 바이오
175182817,3,Homiel State Medical University
4392738160,1,وزارت سائنس و ٹیکنالوجی
4210115222,1,उन्न्त अंकीय अनुसंधान तथा विश्लेषण समूह
123859907,1,Bundesinstitut für Arzneimittel und Medizinprodukte
64519617,2,Hanoi University of Foreign Studies
4387154624,1,Memofonte Foundation
165106657,2,Chien Hsin Tech
2799463576,1,Харківська державна академія фізичної культури
4210129057,1,มหาวิทยาลัยราชภัฏภูเก็ต
137407579,7,Es Sénia University
4387152800,1,Lactalis
4210126481,1,Consorzio IB Innovation
4210092609,1,Canyon Ferry Limnological Institute
4210150943,1,家計経済研究所
4387930273,1,Centro de Investigación Educativa de Panamá
4210098582,2,中兴通讯股份有限公司
4388482663,10,Loral Space Information Systems
4210088443,1,Société Internationale de Droit Militaire et de Droit de la Guerre
4210156507,1,Воронежский институт МВД
286312201,1,Suzhou Government Official Agricultural School
4210118951,1,Craft
2800102766,2,Office of Nuclear Energy Idaho National Laboratory
181840440,5,Odessa I. I. Mechnikov National University
4210112772,1,جامعة الإمام الأوزاعي الإسلامية
4210122893,2,Ceramic Industry School
4210122864,1,社会福祉法人恩賜財団済生会福井県済生会病院
4210113342,1,中国系统工程学会
4210118557,2,Bonnie J. Addario Lung Cancer Foundation
4210142932,1,Chemical and Veterinary Investigation Agency Karlsruhe
4210115988,2,Merit Studios (Europe) Limited
4210110673,1,المستشفى الجامعي بصفاقس
1316910977,1,E. I. du Pont de Nemours and Company
4391767706,1,State Key Lab of Atmospheric Boundary Layer Physics and Atmospheric Chemistry
4210088978,1,Appear
4210115826,1,Soldering Technology International
4210121191,1,WWWW Foundation
131762061,1,Грузинский технический университет
4390039329,9,Lineberger Cancer Center
17998986,1,Univerzitet u Zenici
4210158471,1,肥前精神医療センター
1285764155,1,Merck Sharp & Dohme
33459947,1,ચરોતર યુનિવર્સિટિ ઓફ સાયન્સ એન્ડ ટેક્નૉલોજી
2802467677,1,Agencia Europea para la Seguridad y la Salud en el Trabajo
130186095,1,Universidad del Sagrado Corazón
4210160993,1,Cytology Research Centre
4210142184,1,Sygehus Lillebælt
1314042554,2,MET Norway
4210107237,1,مركز الملك سلمان لأبحاث الإعاقة
4210127822,1,宝塚造形芸術大学
4210140847,1,Heritage Lottery Fund
170535673,1,جامعة صنعاء
4387930204,1,National Oceanic and Atmospheric Administration Global Systems Laboratory
3131790217,2,Buxoro davlat universiteti
4210167111,1,Society for Consumer Research
4210138458,1,Clara-Zetkin-Krankenhaus
4210160163,2,Shakai Fukushihojinonshizaidanosakafusaiseikaiibaraki Byoin
31807967,2,Industrial Institute and College
91357014,6,ಬನಾರಸ್ ಹಿಂದೂ ವಿಶ್ವವಿದ್ಯಾನಿಲಯ
3128155725,1,MassINC
4210111406,1,Alpinia Laudanum Institute of Phytopharmaceutical Sciences
4210148759,1,Amedica Corporation
4396570647,1,Milenium Sevilla Los Remedios
4210155989,1,"Baltic University of Ecology, Politics and Law"
4210086961,1,Universiteti për Biznes dhe Teknologji
4210110361,2,Jaamacada Muqdisho
4210140981,1,North Central ESD
4210105644,1,Hämeen ammattikorkeakoulu
4210138465,1,"Moscow Institute of Economics, Policy and Law"
4210156183,1,Instruct-European Research Infrastructure
4210109428,1,국민연금공단
4389425344,2,United States Department of Energy Office of the Chief Information Officer
4210133126,2,Volgogradskiy Institut Biznesa
3129634530,1,ਗੁਰੂ ਕਾਸ਼ੀ ਯੂਨੀਵਰਸਿਟੀ
2802314053,1,Blacktown Hospital
4387153863,4,Інститут вищої освіти НАПН України
4210142130,1,青海省气象局
4210117328,1,Hospital Nacional
4210092459,1,河套学院
4210128318,1,Ministarstvo zdravstva
4388891902,4,Hitachi Chemical
861853513,2,Université La Sapienza de Rome
4210119566,1,Fraunhofer-Institut für Naturwissenschaftlich-Technische Trendanalysen
2801652441,1,Coeur d'Alene Junior College
4210100691,1,Bundesministerium der Justiz und für Verbraucherschutz
4210122856,2,한국중세르네상스영문학회
4387156450,2,Steiermärkischen Landesregierung
4210099855,1,Muzeum Narodowe w Krakowie
4210097332,1,Institute of Mechanics and Engineering
51955386,1,Technologikó Ekpaideutikó Idryma
4210128124,1,أكاديمية أوساج
4210120360,1,PMH Foundation
4210160090,1,ICRET MTÜ
184531372,4,Oslo Metropolitan University
160445382,1,Tsuru Municipal Junior College
863848271,1,Sherman College of Straight Chiropractic
4210132651,1,Fraunhofer IWM
4210131347,2,Uffizi federal d’informatica e da telecommunicaziun
4387154876,2,Durst
4387155340,1,Research Center of Laser Fusion
32399674,1,Shěnyáng Shīfàn Dàxué
4210162213,1,中国电子技术标准化研究院
70983195,1,Universidad de Siracusa
4210101015,2,Wuhan Municipal Engineering Design Institute
22040003,3,津山工業高等専門学校
2801323708,1,Ljubljana UMC
35427347,1,Universitas Islam Indonesia
4210157983,1,"NAURA Technology Group Co., Ltd"
4210157980,1,Gibbes Art Gallery
4210135680,8,«Семей медицина университеті» КеАҚ
4210156059,1,Agência de Empreendedores Sociais
4210105781,1,平塚共済病院
4210115691,1,郑州市科技局
4210109015,1,分析测试中心
3132729610,2,Tōhoku Joshi Tanki Daigaku
145686274,1,Industriegewerkschaft Metall
1334671882,1,Ministère du Travail
3129625411,1,Royal Conservatoire
2799690556,1,警視庁
4210097890,1,Valeant Pharmaceuticals
4210094851,1,IIHF
1662191,1,"Universidad de Puerto Rico, Recinto de Río Piedras"
4210128841,2,한국 기독교 교육 학회
4210095813,2,Max-Planck-Institut für europäische Rechtsgeschichte
890469752,1,中华人民共和国工业和信息化部
4210153663,1,Federal State Institution of Science Institute of Applied Astronomy of the Russian Academy of Sciences
4210101801,1,Unión de Aseguradores Colombianos
124261462,1,Prifysgol Brookes Rhydychen
4210135520,2,Inco Limited
4401200393,1,L’Institut de biologie des systèmes d’Ottawa
868575294,1,Донбаська національна академія будівництва і архітектури
4210122855,1,Hospital Santo Tomas
2799378159,1,Mexican Institute of Family and Population Research
4210141772,1,Österreichischen Gesellschaft für Dermatologie und Venerologie
3121272148,1,جامعة امحمد بوڤرة بومرداس
4210155221,1,Иркутский научно-исследовательский противочумный институт Сибири и Дальнего Востока
3129804457,1,Universidad Alberto Hurtado
4388891856,1,Union Carbide
4210148301,2,Viện Toán học
2802768257,1,Robert-Bosch-Krankenhaus
4210145220,1,Waidspital
193106197,1,Schillinger House Berklee School of Music
138804964,5,キソセイブツガクケンキュウジョ
4210133800,3,Saitama Prefectural Saitama River Museum
4210124810,1,Navy and Marine Corps Public Health Center
21131202,1,विश् वविद्यालय अनुदान आयोग
4210104091,1,Academy of Law Management of the Federal Penitentiary Service of Russia
4210122984,1,BEAM
4210128894,5,Одесский национальный экономический университет
4392738160,2,Pakistan Ministry of Science and Technology
4210124668,1,Brainwave – The Irish Epilepsy Association
4210121820,2,財團法人台灣地理資訊中心
4210155077,1,Υπουργείο Γεωργίας
2802949550,1,Forum des Laboratoires nationaux Europeens de Recherche Routiere
4210118634,1,ExtraStiftelsen Helse og Rehabilitering
4392738282,2,Catarinense Technology Association
4210167295,2,"Ministry of National Infrastructures, Energy and Water Resources"
187761245,2,NIT Jamshedpur
4387155815,1,Cusanus Hochschule für Gesellschaftsgestaltung
1340685415,3,Departamento de Estado de los Estados Unidos
4210115499,1,中国社会科学院民族学与人类学研究所
4210154498,2,"Всероссийский научно-исследовательский институт по осушению месторождений полезных ископаемых, защите инженерных сооружений от обводнения, специальным горным работам, геомеханике, геофизике, гидротехнике, геологии и маркшейдерскому делу"
3130672905,1,Shirayuri Women's University
4387153179,1,Land Schleswig-Holstein Landesamt fur Umwelt
4387154681,1,Separations
3130688240,1,Országos Rabbiképző – Zsidó Egyetem
49451733,1,University of Angers
4387155533,1,Fundacion para el progreso de la Quimica
4210153106,2,云南英茂生物科技有限公司
2800857658,3,"North East Institute of Science and Technology, Jorhat"
4210108110,2,جامعة محمد الأول
166401450,2,National University of Córdoba
4210136003,1,"Геологически институт ""Страшимир Димитров"""
277791926,1,Université de Bouaké
4210113235,1,DDS Wireless International
4210086059,1,四川文理学院
4210150595,1,Guangzhou Electronic Technology Institute
4210130218,1,社会福祉法人三井記念病院
120691247,2,FU Hagen
2799568684,1,Munch-museet
2800311646,2,純真短期大学
4210086138,1,Vězeňská služba České republiky
4210119597,1,上海建筑科学研究院
2801379844,1,福岡医療短期大学
4210121744,1,Zhejiang Province Stomatological Hospital
4387155725,1,"Luxemburgisches Institut für die Normung, Akkreditierung, Sicherheit und Qualität von Produkten und Dienstleistungen"
3018718406,2,CHU de Lille
4210090053,1,Ufficio federale delle strade
4210120533,1,Salvadoran Lutheran University
251854046,1,Université catholique du Cameroun
4210101991,1,बी.पी. कोइराला मेमोरियल क्यान्सर हस्पिटल
