source_id,source,abbreviation,source_type_id,country_iso_alpha2_code,host_organization_publisher_id,host_organization_institution_id,homepage_url,issn_l,openalex_id,mag_id,wikidata_id,fatcat_id,is_in_doaj,is_oa,apc_price_usd,updated_date,created_date
4387287195,Social informatics journal,,3.0,,,,,2956-0764,S4387287195,,,,0.0,0.0,,2024-08-08,2023-10-03
4306487933,IFUP eBooks,,2.0,,,,,,S4306487933,,,,0.0,0.0,,2024-06-26,2022-10-17
4363604434,The SAGE Encyclopedia of Research Design,,3.0,,,,,,S4363604434,,,,0.0,0.0,,2024-06-25,2023-04-11
4387284345,Journal of Clinical Medicine and Case Reports,,3.0,,,,,2834-2755,S4387284345,,,,0.0,0.0,,2024-08-16,2023-10-03
4306511241,Genève-Afrique: acta africana,,3.0,,,,,,S4306511241,,,,0.0,0.0,,2024-08-20,2022-10-17
4306479537,Selbstverlag eBooks,,2.0,,,,,,S4306479537,,,,0.0,0.0,,2024-08-19,2022-10-17
4210234745,Jurnal Riset Manajemen dan Bisnis (JRMB) Fakultas Ekonomi UNIAT,,3.0,ID,,,http://jrmb.ejournal-feuniat.net/index.php/JRMB/index,2527-7502,S4210234745,,Q96719049,,0.0,1.0,,2024-08-29,2022-02-03
4210201410,Space Debris,,3.0,NL,4310319965.0,,https://link.springer.com/journal/11193/volumes-and-issues,1388-3828,S4210201410,,,,0.0,0.0,,2024-08-26,2022-02-03
26699211,International Journal of Sports Medicine,,3.0,DE,4310320000.0,,https://www.thieme.de/de/international-journal-sports-medicine/33090.htm,0172-4622,S26699211,26699211.0,Q15753410,,0.0,0.0,,2024-08-29,2016-06-24
4210187335,Rad Hrvatske akademije znanosti i umjetnosti Medicinske znanosti,,3.0,HR,4310314835.0,,,1330-5301,S4210187335,,,,0.0,0.0,,2024-08-27,2022-02-03
4306537255,فصلنامه علمی راهبرد دفاعی,,3.0,,,,,,S4306537255,,,,0.0,0.0,,2024-06-25,2022-10-17
4306552027,月刊しにか,,3.0,,,,,,S4306552027,,,,0.0,0.0,,2024-06-25,2022-10-17
4306502669,APS Texas Sections Fall Meeting Abstracts,,3.0,,,,,,S4306502669,,,,0.0,0.0,,2024-08-30,2022-10-17
4210192141,Jurnal Ilmiah Kesehatan,,3.0,ID,,,http://e-journal.stikesmuh-pringsewu.ac.id,2089-6484,S4210192141,,Q96729936,,0.0,0.0,,2024-08-29,2022-02-03
4210180817,Journal of Graphic Engineering and Design,,3.0,RS,4310321164.0,,http://www.grid.uns.ac.rs/jged/,2217-379X,S4210180817,,Q50810878,,1.0,1.0,0.0,2024-08-29,2022-02-03
4393914483,Cancer forum,,3.0,,,,,0311-306X,S4393914483,,,,0.0,0.0,,2024-06-26,2024-04-04
4306420422,"Knowledge Acquisition, Modeling and Management",,1.0,,,,,,S4306420422,,,,0.0,0.0,,2024-08-12,2022-10-17
4210214892,Proceedings of the IEE - Part IIIA Television,,3.0,GB,,,http://digital-library.theiet.org/content/journals/pi-3a,2050-5507,S4210214892,,Q96728855,,0.0,0.0,,2024-08-20,2022-02-03
4306522557,Pipelines 2015,,3.0,,,,,,S4306522557,,,,0.0,0.0,,2024-08-15,2022-10-17
4210228212,The International Journal on Media Management,,3.0,CH,4310320547.0,,https://www.tandfonline.com/toc/hijm20/current,1424-1250,S4210228212,,Q15817709,,0.0,0.0,,2024-08-29,2022-02-03
4306550223,新课程研究：高等教育,,3.0,,,,,,S4306550223,,,,0.0,0.0,,2024-06-26,2022-10-17
4210176940,CHANNEL Jurnal Komunikasi,,3.0,ID,4310319805.0,,,2339-2681,S4210176940,,,,0.0,1.0,,2024-08-30,2022-02-03
4210188892,Applied environmental science and engineering for a sustainable future,,5.0,CH,4310319965.0,,,2570-2165,S4210188892,,,,0.0,0.0,,2024-08-27,2022-02-03
4306545557,和歌山大学教育学部付属小学校紀要,,3.0,,4310313189.0,,http://repository.center.wakayama-u.ac.jp/ja/journal/AN10218789,,S4306545557,,Q113479245,,0.0,0.0,,2024-06-26,2022-10-17
4387284660,Journal of Canadian Baseball,,3.0,,,,,2816-9352,S4387284660,,,,0.0,0.0,,2024-08-15,2023-10-03
4387283569,REVIEW OF MANAGEMENT ACCOUNTING AND BUSINESS STUDIES,,3.0,,,,,2723-4584,S4387283569,,,,0.0,0.0,,2024-08-02,2023-10-03
4306523909,Proceedings of the 7th Asian Conference,,1.0,,,,,,S4306523909,,,,0.0,0.0,,2024-07-08,2022-10-17
4306402265,Ubiquity Press Ltd - Journal of Open Humanities Data,,4.0,,4310320511.0,,,,S4306402265,,,,0.0,1.0,,2024-08-19,2022-10-17
4387281808,Jambura Journal of Food Technology,,3.0,,,,,2654-9034,S4387281808,,,,0.0,0.0,,2024-08-30,2023-10-03
86558740,Development,,3.0,GB,4310311847.0,,http://dev.biologists.org/,0950-1991,S86558740,86558740.0,Q3025404,,0.0,0.0,,2024-08-30,2016-06-24
2764782183,Journal of Shandong Teachers' University,,3.0,,,,,,S2764782183,2764782183.0,,,0.0,0.0,,2024-08-12,2017-10-27
4306553043,死生学研究,,3.0,,4310313595.0,,https://repository.dl.itc.u-tokyo.ac.jp/search?search_type=2&q=7379,,S4306553043,,Q113477506,,0.0,0.0,,2024-06-26,2022-10-17
4306422893,IET Wireless Sensor Systems,,3.0,,,,http://www.ietdl.org/IET-WSS,2043-6386,S4306422893,,Q63973895,,1.0,1.0,2200.0,2024-08-29,2022-10-17
4306512516,Hydrology and Water Resources Symposium 2012,,3.0,,,,,,S4306512516,,,,0.0,0.0,,2024-08-30,2022-10-17
21847272,Journal of Fiber Bioengineering and Informatics,,3.0,HK,,,http://www.global-sci.org/jfbi/periodical_list.html,1940-8676,S21847272,21847272.0,Q53959779,,0.0,0.0,,2024-08-28,2016-06-24
11387115,Applied Catalysis,,3.0,NL,4310320990.0,,http://www.sciencedirect.com/science/journal/01669834,0166-9834,S11387115,11387115.0,Q27717402,,0.0,0.0,,2024-08-29,2016-06-24
4210199452,Journal of Nursing Science Benha University/Journal of Nursing Science Benha University,,3.0,EG,,,,2682-3934,S4210199452,,,,0.0,0.0,,2024-08-28,2022-02-03
4306553467,沉积与特提斯地质,,3.0,,,,,,S4306553467,,,,0.0,0.0,,2024-08-15,2022-10-17
4306490387,"Universidad Nacional Autónoma de México, Instituto de Investigaciones en Ecosistemas y Sustentabilidad eBooks",,2.0,,,,,,S4306490387,,,,0.0,0.0,,2024-07-23,2022-10-17
4210176548,IEEE Computer Society Conference on Computer Vision and Pattern Recognition/Proceedings - IEEE Computer Society Conference on Computer Vision and Pattern Recognition/Proceedings,,3.0,US,4310319808.0,,,1063-6919,S4210176548,,,,0.0,0.0,,2024-08-27,2022-02-03
4387283594,Engenharia Civil UM,,3.0,,4310318491.0,,,0873-1152,S4387283594,,,,0.0,0.0,,2024-08-14,2023-10-03
4393913330,Reprowatch,,3.0,,,,,0117-7796,S4393913330,,,,0.0,0.0,,2024-06-26,2024-04-04
47890901,Psychotherapeut,,3.0,DE,4310319965.0,,https://www.springer.com/journal/278,0935-6185,S47890901,47890901.0,Q15757052,,0.0,0.0,3090.0,2024-08-29,2016-06-24
4306512931,III Simpósio Nacional de História Militar,,3.0,,,,,,S4306512931,,,,0.0,0.0,,2024-06-25,2022-10-17
4306471974,Harmonia Mundi France eBooks,,2.0,,,,,,S4306471974,,,,0.0,0.0,,2024-08-12,2022-10-17
151404345,Journal of Post Keynesian Economics,,3.0,US,4310320547.0,,https://www.tandfonline.com/toc/mpke20/current,0160-3477,S151404345,151404345.0,Q4041899,,0.0,0.0,,2024-08-29,2016-06-24
4306547623,家政学原論研究 : 家政學原論,,3.0,,,,,,S4306547623,,,,0.0,0.0,,2024-06-25,2022-10-17
4387281783,Jutisi Jurnal Ilmiah Teknik Informatika dan Sistem Informasi,,3.0,,,,,2089-3787,S4387281783,,,,0.0,0.0,,2024-08-08,2023-10-03
4306480991,Traficantes de Sueños eBooks,,2.0,,,,,,S4306480991,,,,0.0,0.0,,2024-08-30,2022-10-17
6596365,Radioengineering,,3.0,CZ,4310314268.0,,https://www.radioeng.cz,1210-2512,S6596365,6596365.0,Q50498032,,1.0,1.0,431.0,2024-08-29,2016-06-24
4306510312,Faculty of Law; Australian Centre for Health Law Research,,3.0,,,,,,S4306510312,,,,0.0,0.0,,2024-08-26,2022-10-17
4306503446,ASME 2012 International Mechanical Engineering Congress and Exposition,,3.0,,,,,,S4306503446,,,,0.0,0.0,,2024-08-14,2022-10-17
4306491014,"Издательство ""Спутник +"" eBooks",,2.0,,,,,,S4306491014,,,,0.0,0.0,,2024-07-24,2022-10-17
4306469142,Ecco Press eBooks,,2.0,,,,,,S4306469142,,,,0.0,0.0,,2024-08-12,2022-10-17
2764954577,Open Journal of Thoracic Surgery,,3.0,US,4310320480.0,,http://www.scirp.org/journal/ojts,2164-3067,S2764954577,2764954577.0,Q96722148,,0.0,1.0,,2024-08-14,2017-10-27
4306400883,The Journal of the American Medical Association (JAMA) Network (American Medical Association),,4.0,,,173654999.0,,,S4306400883,,,,0.0,1.0,,2024-08-30,2022-10-17
4306480982,Toyo Bunko eBooks,,2.0,,,,,,S4306480982,,,,0.0,0.0,,2024-08-26,2022-10-17
4210210524,Medien der Kooperation,,5.0,DE,,,,2520-8349,S4210210524,,,,0.0,0.0,,2024-08-28,2022-02-03
4393913872,Revista española de medicina y cirugía de guerra/Revista española de medicina y cirugía de guerra,,3.0,,,,,0212-3592,S4393913872,,,,0.0,0.0,,2024-06-26,2024-04-04
4306560295,马克思主义美学研究,,3.0,,,,,,S4306560295,,,,0.0,0.0,,2024-08-12,2022-10-17
4210200453,DYNA ENERGIA Y SOSTENIBILIDAD,,3.0,ES,,,http://www.dyna-energia.com/Dyna/cms/articulos/FichaArticulos.asp?IdMenu=10&IdDocumento=1005&IdEjemplar=1,2254-2833,S4210200453,,Q96706829,x5v27hzznrfjxbvqo6vole3efq,0.0,0.0,,2024-08-26,2022-02-03
4306517121,Jurnal Seni dan Pembelajaran,,3.0,,,,,,S4306517121,,,,0.0,0.0,,2024-08-29,2022-10-17
4306484457,医療経済研究・社会保険福祉協会医療経済研究機構 eBooks,,2.0,,,,,,S4306484457,,,,0.0,0.0,,2024-06-25,2022-10-17
4306536558,پژوهشنامه انجمن آمار ایران,,3.0,,,,,,S4306536558,,,,0.0,0.0,,2024-06-24,2022-10-17
2737535774,Asia Pacific Allergy,,3.0,KR,4310315671.0,,http://www.apfmj.com,2233-8276,S2737535774,2737535774.0,Q26853895,,0.0,1.0,,2024-08-29,2017-07-31
4306527763,REVISTA MOINHOS,,3.0,,,,,,S4306527763,,,,0.0,0.0,,2024-08-27,2022-10-17
4306554874,理化学研究所報告,,3.0,,,,,,S4306554874,,,,0.0,0.0,,2024-06-26,2022-10-17
2764852979,Journal of the Korean society for quality management,,3.0,KR,,,https://www.jksqm.org,1229-1889,S2764852979,2764852979.0,Q96725049,,0.0,1.0,,2024-08-26,2017-10-27
4210213318,Prosiding Seminar Nasional IKIP Budi Utomo,,3.0,ID,,,,2774-163X,S4210213318,,,,0.0,0.0,,2024-08-28,2022-02-03
4306554322,漢字漢文敎育,,3.0,,,,,,S4306554322,,,,0.0,0.0,,2024-06-26,2022-10-17
4210190239,3 Biotech,,3.0,DE,4310319900.0,,https://www.springer.com/journal/13205,2190-5738,S4210190239,,Q27723811,,0.0,0.0,3690.0,2024-08-29,2022-02-03
4306483653,Изд-во политической лит-ры eBooks,,2.0,,,,,,S4306483653,,,,0.0,0.0,,2024-07-20,2022-10-17
2764722077,Journal of Liaoning Agricultural College,,3.0,,,,,,S2764722077,2764722077.0,,,0.0,0.0,,2024-08-20,2017-10-27
4210231362,Nowa Biblioteka,,3.0,PL,4310317303.0,,http://www.ceeol.com/search/journal-detail?id=1202,1505-4195,S4210231362,,Q96719934,,0.0,1.0,,2024-06-26,2022-02-03
4210174819,Journal of Obesity and Weight-loss Medication,,3.0,US,,,https://clinmedjournals.org/archive.php?jid=jowm#,2572-4010,S4210174819,,Q96719971,qexmavnw7vbarnlvbetybynude,0.0,1.0,,2024-08-26,2022-02-03
4387292900,Historical and Geographical Studies in Ukraine,,3.0,,,,,2616-5295,S4387292900,,,,0.0,0.0,,2024-08-15,2023-10-03
4306551619,日本鉱物学会年会講演要旨集,,3.0,,,,,,S4306551619,,,,0.0,0.0,,2024-06-26,2022-10-17
4210210818,Annals of Woman and Child Health,Ann. women child health,3.0,IN,,,http://www.pacificejournals.com/journal/index.php/awch,2456-0138,S4210210818,,Q96702576,qnlyx7osvbcxvabekymv352puy,0.0,1.0,,2024-07-23,2022-02-03
4210222504,Talents à l’étranger,,3.0,,4310320232.0,,,2790-2846,S4210222504,,,,0.0,0.0,,2024-07-15,2022-02-03
4210177454,Revista de la Facultad de Ciencias Médicas de la Universidad de Cuenca,,3.0,EC,,,,1390-4450,S4210177454,,Q96721667,,0.0,0.0,,2024-08-29,2022-02-03
4306531858,Terazi Hukuk Dergisi,,3.0,,,,,,S4306531858,,,,0.0,0.0,,2024-08-12,2022-10-17
4210231465,International Journal of Pharmacognosy and Chemistry,,3.0,,,,,2582-7723,S4210231465,,,,0.0,0.0,,2024-08-26,2022-02-03
4306504031,Bar News: The Journal of the NSW Bar Association,,3.0,,,,,,S4306504031,,,,0.0,0.0,,2024-08-28,2022-10-17
4387281966,Journal of Innovation Research and Knowledge,,3.0,,,,,2798-3641,S4387281966,,,,0.0,0.0,,2024-08-27,2023-10-03
4210239505,Melek IT Information Technology Journal,,3.0,ID,4310314910.0,,,2442-3386,S4210239505,,Q96729366,tqa2fde43bhlfffggebjtj6u7e,0.0,0.0,,2024-07-23,2022-02-03
4394736342,Journal of Digital Communication Science,,3.0,,,,,2964-3333,S4394736342,,,,0.0,0.0,,2024-06-24,2024-04-12
4306552704,校园歌声,,3.0,,,,,,S4306552704,,,,0.0,0.0,,2024-06-25,2022-10-17
4210206606,Chest Disease Reports,,3.0,IT,4310319913.0,,http://www.pagepressjournals.org/index.php/chest,2039-4764,S4210206606,,Q96330287,,0.0,1.0,,2024-08-27,2022-02-03
4306532356,THE JOURNAL OF KOREAN EDUCATION,,3.0,,,,,,S4306532356,,,,0.0,0.0,,2024-08-26,2022-10-17
4306463413,Imprensa de Ciências Sociais eBooks,,2.0,,,,,,S4306463413,,,,0.0,0.0,,2024-08-26,2022-10-17
4210225830,Engineering & Technology Review,,3.0,US,,,,2693-115X,S4210225830,,,,0.0,1.0,,2024-08-02,2022-02-03
4377196219,Wielkopolska Digital Library,,4.0,,,,,,S4377196219,,,,0.0,0.0,,2024-08-24,2023-05-22
4306507007,Contextus – Revista Contemporânea de Economia e Gestão,,3.0,,,,,,S4306507007,,,,0.0,0.0,,2024-08-19,2022-10-17
4306559075,都道府県展望,,3.0,,,,,,S4306559075,,,,0.0,0.0,,2024-06-26,2022-10-17
4306547479,宗教と社会,,3.0,,,,,,S4306547479,,,,0.0,0.0,,2024-06-25,2022-10-17
91781374,Accounting History,,3.0,GB,4310320017.0,,http://ach.sagepub.com/,1032-3732,S91781374,91781374.0,Q4672768,,0.0,0.0,,2024-08-29,2016-06-24
4210182912,Şarkiyat Mecmuası / Journal of Oriental Studies,,3.0,TR,4310318354.0,,https://iupress.istanbul.edu.tr/en/journal/jos/home,2717-6916,S4210182912,,,,1.0,1.0,0.0,2024-08-12,2022-02-03
4306465707,Art Union Records eBooks,,2.0,,,,,,S4306465707,,,,0.0,0.0,,2024-06-26,2022-10-17
4306484146,中国电影出版社 eBooks,,2.0,,,,,,S4306484146,,,,0.0,0.0,,2024-06-25,2022-10-17
2764427815,Science Technology and Dialectics,,3.0,,,,,,S2764427815,2764427815.0,,,0.0,0.0,,2024-08-12,2017-10-27
198080574,Journal of Ophthalmology,,3.0,GB,4310319869.0,,https://www.hindawi.com/journals/joph/,2090-004X,S198080574,198080574.0,Q26842872,,1.0,1.0,2300.0,2024-08-29,2016-06-24
200738841,Verslaving,,3.0,NL,4310319965.0,,https://link.springer.com/journal/12501/volumes-and-issues,1574-1842,S200738841,200738841.0,Q96732357,,0.0,0.0,,2024-08-27,2016-06-24
4210213670,Проблемы окружающей среды и природных ресурсов,,3.0,RU,,,,0235-5019,S4210213670,,Q96735628,6nylaiz2yncetfgwi4xwpw466m,0.0,0.0,,2024-08-14,2022-02-03
2764350320,Journal of Hunan Post and Telecommunication College,,3.0,,,,,,S2764350320,2764350320.0,,,0.0,0.0,,2024-08-19,2017-10-27
4210223555,Marketing & Tourism Review,Mark. Tour. Rev.,3.0,BR,4310312134.0,,http://revistas.face.ufmg.br/index.php/mtr,2525-8176,S4210223555,,Q50817890,cugqyo2buvfj7ioptoqtqrblhu,1.0,1.0,0.0,2024-08-27,2022-02-03
4306471445,Giannini eBooks,,2.0,,,,,,S4306471445,,,,0.0,0.0,,2024-08-30,2022-10-17
4306527801,Revista Órbita Pedagógica. ISSN 2409-0131,,3.0,,,,,,S4306527801,,,,0.0,0.0,,2024-08-12,2022-10-17
2755313258,Family practice management,,3.0,US,4310316112.0,,http://www.clinicalkey.com/dura/browse/journalIssue/10695648,1069-5648,S2755313258,2755313258.0,Q27020350,,0.0,0.0,,2024-08-29,2017-09-25
4306495648,일본근대학연구,,3.0,,,,,,S4306495648,,Q96736086,,0.0,0.0,,2024-06-26,2022-10-17
2764581895,The Korean Poetics Studies,,3.0,KR,,,https://kopoetics.jams.or.kr/co/com/EgovMenu.kci?s_url=/sj/search/sjSereClasList.kci&s_MenuId=MENU-000000000053000&accnId=AC0000000002,1229-1943,S2764581895,2764581895.0,Q96737192,,0.0,0.0,,2024-07-23,2017-10-27
22933603,African Journal of Reproductive Health,,3.0,NG,4310321518.0,,http://www.bioline.org.br/rh/,1118-4841,S22933603,22933603.0,Q4689832,w6ccsmdhobhg3pwg62r42fr3ne,0.0,0.0,,2024-08-29,2016-06-24
4306421273,Workshop on Object-Oriented Real-Time Dependable Systems,,1.0,,,,,,S4306421273,,,,0.0,0.0,,2024-08-15,2022-10-17
2764583298,Indigenous affairs,,3.0,,,,,1024-3283,S2764583298,2764583298.0,,,0.0,0.0,,2024-08-26,2017-10-27
4306500387,Acta Medica et Biologica,,3.0,,,,,0567-7734,S4306500387,,Q15765292,,0.0,0.0,,2024-08-28,2022-10-17
4210169788,The Asylum Journal of Mental Science,,3.0,GB,4310311721.0,,https://www.cambridge.org/core/journals/the-british-journal-of-psychiatry/past-title/the-asylum-journal-of-mental-science/all-issues/484C823CB4603DAA383E1734EA4C49A5,2514-992X,S4210169788,,Q96735088,,0.0,0.0,,2024-08-19,2022-02-03
4387997454,EQUALEGUM International Law Journal,,3.0,,,,,2986-0873,S4387997454,,,,0.0,0.0,,2024-08-24,2023-11-01
4306478199,Printed by George Edward Eyre and William Spottiswoode eBooks,,2.0,,,,,,S4306478199,,,,0.0,0.0,,2024-08-12,2022-10-17
4306485103,未来社 eBooks,,2.0,,,,,,S4306485103,,,,0.0,0.0,,2024-06-24,2022-10-17
4387281563,Perbanas Journal of Islamic Economics and Business,,3.0,,,,,2807-1506,S4387281563,,,,0.0,0.0,,2024-08-08,2023-10-03
4306511613,Gordian,,3.0,,,,,,S4306511613,,,,0.0,0.0,,2024-08-26,2022-10-17
4306530643,SPE Europec featured at 82nd EAGE Conference and Exhibition,,1.0,,,,,,S4306530643,,,,0.0,0.0,,2024-08-14,2022-10-17
4387291039,Journal of English Language and Pedagogy (JELPA),,3.0,,,,,2987-8225,S4387291039,,,,1.0,1.0,0.0,2024-07-23,2023-10-03
4210186229,Urology Open Access Open Journal,,3.0,US,,,,2771-0610,S4210186229,,,,0.0,0.0,,2024-07-23,2022-02-03
4306464259,von Karman Institute for Fluid Dynamics eBooks,,2.0,,,,,,S4306464259,,,,0.0,0.0,,2024-08-29,2022-10-17
143746784,Russian Metallurgy (Metally),,3.0,RU,4310320267.0,,https://www.springer.com/journal/11505,0036-0295,S143746784,143746784.0,Q15763352,,0.0,0.0,,2024-08-29,2016-06-24
4210170054,Perspectives of science and education,,3.0,RU,,,http://pnojournal.wordpress.com/,2307-2334,S4210170054,,Q96328255,s74vwmgm55gjxcfoid6unnimcm,0.0,1.0,,2024-08-29,2022-02-03
26559856,Obesity and Weight Management,,3.0,US,4310320443.0,,http://www.liebertpub.com/obe,1948-6553,S26559856,26559856.0,Q96326431,,0.0,0.0,,2024-08-15,2016-06-24
4306556517,筑波数学教育研究,,3.0,,,,,,S4306556517,,,,0.0,0.0,,2024-08-26,2022-10-17
4210174758,International Journal of Clinical Neurosciences and Mental Health,,3.0,PT,,,http://www.arc-biosciences.com/ijcnmh/,2182-570X,S4210174758,,Q96711390,f7n4bgpnvrhe7fjxrl6dbgxcfq,0.0,1.0,,2024-08-29,2022-02-03
4306555094,生活学論叢,,3.0,,,,,,S4306555094,,,,0.0,0.0,,2024-06-25,2022-10-17
4210225765,Türk anestezi ve reanimasyon dergisi,,3.0,TR,,,,2149-0937,S4210225765,,Q27727358,nmzzjovpgfhkdfm2htknzbrzoa,0.0,1.0,,2024-08-29,2022-02-03
4306488460,Jupiter Publications Consortium eBooks,,2.0,,,,,,S4306488460,,,,0.0,0.0,,2024-08-24,2022-10-17
4210188552,Abrahamic Religions Jurnal Studi Agama-Agama,,3.0,ID,4310315094.0,,,2797-6440,S4210188552,,,,0.0,0.0,,2024-08-29,2022-02-03
4306527432,Revista Gestão da Produção Operações e Sistemas,,3.0,,,,,,S4306527432,,,,0.0,0.0,,2024-08-20,2022-10-17
4306479504,Secretariat of the Pacific Community eBooks,,2.0,,,,,,S4306479504,,,,0.0,0.0,,2024-08-28,2022-10-17
4393914216,Bulletin - New York State Museum,,3.0,,,,,0278-3355,S4393914216,,,,0.0,0.0,,2024-08-15,2024-04-04
4210172707,Fronteras,,3.0,UY,,,,0797-8952,S4210172707,,,,0.0,1.0,,2024-08-19,2022-02-03
4393915959,Long term care,,3.0,,,,,0831-5035,S4393915959,,,,0.0,0.0,,2024-06-26,2024-04-04
4306486829,Edições Universitáras Lusofonas eBooks,,2.0,,4310318434.0,,,,S4306486829,,,,0.0,0.0,,2024-06-25,2022-10-17
4306470340,Eubios Ethics Institute eBooks,,2.0,,,,,,S4306470340,,,,0.0,0.0,,2024-08-26,2022-10-17
4210225870,Écrire le social,,3.0,,,,,2709-1732,S4210225870,,,,0.0,0.0,,2024-08-19,2022-02-03
4210202470,ARTic,,3.0,ID,,,http://ojs.unikom.ac.id/index.php/artic/,2715-2618,S4210202470,,Q96704418,chip6tbftfhshlafufu3pnt45e,0.0,0.0,,2024-08-27,2022-02-03
4210203684,Society for Jeju Studies,,3.0,KR,,,,1229-7569,S4210203684,,,,0.0,0.0,,2024-08-26,2022-02-03
4363606987,Automatisering Gids,,3.0,,,,,,S4363606987,,,,0.0,0.0,,2024-06-25,2023-04-11
4210195657,Journal of Korean Classical Literature,,3.0,KR,,,,1225-1445,S4210195657,,Q96717039,d25yz2is35abldpvxi5uz7qhzq,0.0,1.0,,2024-08-12,2022-02-03
4306522421,PH: Boletín del Instituto Andaluz del Patrimonio Histórico,,3.0,,,,http://www.iaph.es/revistaph/index.php/revistaph/index,,S4306522421,,Q116854004,,0.0,0.0,,2024-08-27,2022-10-17
4306532327,The Journal of  Gojoseon & Dangun Studies,,3.0,,,,,,S4306532327,,,,0.0,0.0,,2024-08-12,2022-10-17
4306510982,Fukuoka UNESCO,,3.0,,,,,,S4306510982,,,,0.0,0.0,,2024-06-26,2022-10-17
4306496457,한국경제지리학회지,,3.0,,,,,,S4306496457,,,,0.0,0.0,,2024-08-12,2022-10-17
4306534768,Wiadomości Zootechniczne,,3.0,,,,http://www.izoo.krakow.pl/index.php?option=com_content&task=view&id=305&Itemid=247,,S4306534768,,Q15760759,,0.0,0.0,,2024-08-20,2022-10-17
4210226947,Psychology in Education,Psihol. čelov. obraz.,3.0,RU,,,https://psychinedu.ru/index.php/main,2686-9527,S4210226947,,Q96730511,ji5cw2hfkrflbb3itxipjbvlnq,1.0,1.0,0.0,2024-08-28,2022-02-03
4306548416,广东水利水电,,3.0,,,,,,S4306548416,,,,0.0,0.0,,2024-06-26,2022-10-17
2549936,Dental Abstracts,,3.0,NL,4310320990.0,,https://www.journals.elsevier.com/dental-abstracts,0011-8486,S2549936,2549936.0,,,0.0,0.0,,2024-08-29,2016-06-24
4306488270,International Labour Organization and the International Finance Corporation eBooks,,2.0,,,,,,S4306488270,,,,0.0,0.0,,2024-08-12,2022-10-17
2764882505,China Journal of Bioinformatics,,3.0,,,,,,S2764882505,2764882505.0,,,0.0,0.0,,2024-08-19,2017-10-27
4210171304,Orthopaedic physical therapy practice,,3.0,US,,,,1532-0871,S4210171304,,,,0.0,0.0,,2024-08-12,2022-02-03
4387288640,New Trends in Computer Sciences,,3.0,,4310317518.0,,,2783-6851,S4387288640,,,,0.0,0.0,,2024-08-25,2023-10-03
4306494119,신아세아,,3.0,,,,,,S4306494119,,,,0.0,0.0,,2024-08-12,2022-10-17
4306556679,経営教育,,3.0,,,,,,S4306556679,,,,0.0,0.0,,2024-06-26,2022-10-17
4210224704,Revista Atlántica-Mediterránea de Prehistoria y Arqueología Social,,3.0,ES,,,http://revistas.uca.es/index.php/rampas/issue/archive,1138-9435,S4210224704,,Q65929214,,0.0,1.0,,2024-08-26,2022-02-03
4393912140,Phi Delta Epsilon news & scientific journal,,3.0,,,,,0031-7209,S4393912140,,,,0.0,0.0,,2024-06-26,2024-04-04
4306479304,S. Bornemann eBooks,,2.0,,,,,,S4306479304,,,,0.0,0.0,,2024-06-25,2022-10-17
2764408066,Iranian Journal of Cancer Prevention,,3.0,IR,4310319135.0,,http://www.ijcp.ir,2008-2398,S2764408066,2764408066.0,Q26842272,,0.0,1.0,,2024-08-29,2017-10-27
